,date_received,county,white,black,asian,american_indian,native_hawaiian,two_plus_races,other_race,unknown_race,hispanic,non_hispanic,unknown_eth,cum_cases
57,2020-10-24 04:00:00,EMANUEL,487,333,7,-,-,-,1,367,33,751,411,1195
58,2020-10-24 04:00:00,EVANS,196,122,1,-,-,-,0,161,66,278,136,480
135,2020-10-24 04:00:00,FANNIN,705,2,0,-,-,-,0,113,36,647,137,820
137,2020-10-24 04:00:00,FAYETTE,815,540,30,-,-,-,2,729,153,1126,837,2116
138,2020-10-24 04:00:00,FLOYD,1850,411,29,-,-,-,5,1601,569,1657,1670,3896
59,2020-10-24 04:00:00,FORSYTH,3067,162,174,-,-,-,3,1281,746,2616,1325,4687
104,2020-10-24 04:00:00,FRANKLIN,605,85,4,-,-,-,0,225,58,624,237,919
18,2020-10-24 04:00:00,FULTON,9134,12080,598,-,-,-,23,9003,3314,18333,9191,30838
53,2020-10-24 04:00:00,GILMER,863,4,6,-,-,-,1,153,215,648,164,1027
54,2020-10-24 04:00:00,GLASCOCK,33,6,0,-,-,-,0,10,0,36,13,49
55,2020-10-24 04:00:00,GLYNN,1991,894,30,-,-,-,1,790,530,2531,645,3706
56,2020-10-24 04:00:00,GORDON,1196,80,27,-,-,-,6,1009,522,890,906,2318
65,2020-10-24 04:00:00,GRADY,471,252,0,-,-,-,1,127,227,513,111,851
101,2020-10-24 04:00:00,GREENE,223,225,0,-,-,-,0,121,28,344,197,569
62,2020-10-24 04:00:00,GWINNETT,10983,5210,1549,-,-,-,24,12540,8598,11542,10166,30306
63,2020-10-24 04:00:00,HABERSHAM,1344,44,25,-,-,-,0,456,403,1065,401,1869
136,2020-10-24 04:00:00,HALL,6039,609,57,-,-,-,1,3889,3446,4922,2227,10595
110,2020-10-24 04:00:00,HANCOCK,74,267,0,-,-,-,0,72,3,305,105,413
64,2020-10-24 04:00:00,HARALSON,485,16,0,-,-,-,0,131,4,270,358,632
146,2020-10-24 04:00:00,HARRIS,497,209,7,-,-,-,1,135,25,644,180,849
112,2020-10-24 04:00:00,HART,311,125,9,-,-,-,1,127,37,402,134,573
60,2020-10-24 04:00:00,HEARD,151,41,0,-,-,-,0,33,2,165,58,225
6,2020-10-24 04:00:00,HENRY,1545,2564,101,-,-,-,11,1913,382,3305,2447,6134
144,2020-10-24 04:00:00,HOUSTON,1229,1115,43,-,-,-,4,1180,189,2155,1227,3571
61,2020-10-24 04:00:00,IRWIN,147,97,0,-,-,-,0,113,22,236,99,357
129,2020-10-24 04:00:00,JACKSON,1543,143,47,-,-,-,2,615,231,1478,641,2350
145,2020-10-24 04:00:00,JASPER,136,58,0,-,-,-,0,50,4,177,63,244
142,2020-10-24 04:00:00,JEFF DAVIS,450,73,3,-,-,-,0,259,75,442,268,785
20,2020-10-24 04:00:00,JEFFERSON,220,495,1,-,-,-,3,133,25,635,192,852
71,2020-10-24 04:00:00,JENKINS,198,211,1,-,-,-,0,54,22,377,65,464
143,2020-10-24 04:00:00,JOHNSON,249,169,0,-,-,-,0,22,6,377,57,440
140,2020-10-24 04:00:00,JONES,347,164,0,-,-,-,0,131,5,446,191,642
141,2020-10-24 04:00:00,LAMAR,213,109,0,-,-,-,1,96,5,284,130,419
72,2020-10-24 04:00:00,LANIER,116,54,0,-,-,-,0,148,33,172,113,318
66,2020-10-24 04:00:00,LAURENS,970,819,8,-,-,-,1,172,24,1678,268,1970
152,2020-10-24 04:00:00,LEE,382,256,5,-,-,-,0,103,15,569,162,746
148,2020-10-24 04:00:00,LIBERTY,338,592,16,-,-,-,1,286,76,829,328,1233
120,2020-10-24 04:00:00,LINCOLN,86,72,0,-,-,-,0,74,2,134,96,232
70,2020-10-24 04:00:00,LONG,160,72,1,-,-,-,0,42,21,205,49,275
7,2020-10-24 04:00:00,LOWNDES,1462,1426,24,-,-,-,4,1529,238,2866,1341,4445
68,2020-10-24 04:00:00,LUMPKIN,893,16,4,-,-,-,0,125,42,869,127,1038
12,2020-10-24 04:00:00,MACON,50,111,1,-,-,-,0,86,24,167,57,248
105,2020-10-24 04:00:00,MADISON,447,74,6,-,-,-,0,251,83,427,268,778
149,2020-10-24 04:00:00,MARION,74,78,2,-,-,-,0,42,20,144,32,196
69,2020-10-24 04:00:00,MCDUFFIE,219,249,2,-,-,-,0,204,27,381,266,674
124,2020-10-24 04:00:00,MCINTOSH,148,123,0,-,-,-,0,33,3,255,46,304
67,2020-10-24 04:00:00,MERIWETHER,202,335,3,-,-,-,1,53,3,491,100,594
16,2020-10-24 04:00:00,MILLER,153,121,0,-,-,-,0,34,10,259,39,308
150,2020-10-24 04:00:00,MITCHELL,313,444,3,-,-,-,0,90,60,615,175,850
17,2020-10-24 04:00:00,MONROE,339,252,0,-,-,-,1,161,13,545,195,753
151,2020-10-24 04:00:00,MONTGOMERY,249,86,0,-,-,-,0,53,31,297,60,388
155,2020-10-24 04:00:00,MORGAN,247,174,0,-,-,-,1,102,8,332,184,524
125,2020-10-24 04:00:00,MURRAY,758,5,1,-,-,-,0,259,313,496,214,1023
79,2020-10-24 04:00:00,MUSCOGEE,1916,2729,69,-,-,-,10,1615,433,4205,1701,6339
147,2020-10-24 04:00:00,NEWTON,866,1196,12,-,-,-,2,766,203,1751,888,2842
1,2020-10-24 04:00:00,NON-GEORGIA RESIDENT,2712,1600,91,-,-,-,6,10010,646,3238,10535,14419
75,2020-10-24 04:00:00,OCONEE,595,43,13,-,-,-,0,210,56,534,271,861
76,2020-10-24 04:00:00,OGLETHORPE,206,98,1,-,-,-,0,108,30,266,117,413
78,2020-10-24 04:00:00,PAULDING,1558,691,16,-,-,-,8,840,287,1394,1432,3113
77,2020-10-24 04:00:00,PEACH,216,338,4,-,-,-,0,208,38,489,239,766
11,2020-10-24 04:00:00,PICKENS,637,5,2,-,-,-,1,114,23,576,160,759
115,2020-10-24 04:00:00,PIERCE,439,85,0,-,-,-,0,150,32,486,156,674
111,2020-10-24 04:00:00,PIKE,258,43,1,-,-,-,0,83,15,280,90,385
153,2020-10-24 04:00:00,POLK,723,142,8,-,-,-,6,819,334,625,739,1698
19,2020-10-24 04:00:00,PULASKI,148,157,2,-,-,-,1,27,5,253,77,335
131,2020-10-24 04:00:00,PUTNAM,299,270,3,-,-,-,0,216,66,441,281,788
107,2020-10-24 04:00:00,QUITMAN,3,30,0,-,-,-,0,5,0,34,4,38
73,2020-10-24 04:00:00,RABUN,328,6,0,-,-,-,0,91,49,280,96,425
15,2020-10-24 04:00:00,RANDOLPH,62,180,1,-,-,-,1,95,5,277,57,339
74,2020-10-24 04:00:00,RICHMOND,1959,3961,63,-,-,-,0,1910,247,5510,2136,7893
84,2020-10-24 04:00:00,ROCKDALE,465,1005,24,-,-,-,1,613,252,1159,697,2108
83,2020-10-24 04:00:00,SCHLEY,56,44,1,-,-,-,0,8,2,102,5,109
80,2020-10-24 04:00:00,SCREVEN,155,201,7,-,-,-,0,88,8,344,99,451
81,2020-10-24 04:00:00,SEMINOLE,202,161,0,-,-,-,0,29,8,347,37,392
82,2020-10-24 04:00:00,SPALDING,712,488,10,-,-,-,1,363,79,1000,495,1574
154,2020-10-24 04:00:00,STEPHENS,895,127,8,-,-,-,0,233,24,997,242,1263
85,2020-10-24 04:00:00,STEWART,45,129,4,-,-,-,0,357,299,174,62,535
8,2020-10-24 04:00:00,SUMTER,256,443,3,-,-,-,0,257,57,714,188,959
86,2020-10-24 04:00:00,TALBOT,49,106,0,-,-,-,0,19,0,152,22,174
87,2020-10-24 04:00:00,TALIAFERRO,9,17,0,-,-,-,0,1,0,24,3,27
88,2020-10-24 04:00:00,TATTNALL,443,136,1,-,-,-,0,341,119,480,322,921
159,2020-10-24 04:00:00,TAYLOR,80,110,0,-,-,-,1,38,2,194,33,229
92,2020-10-24 04:00:00,TELFAIR,295,115,1,-,-,-,1,89,33,351,117,501
158,2020-10-24 04:00:00,TERRELL,60,255,2,-,-,-,0,23,4,290,46,340
89,2020-10-24 04:00:00,THOMAS,723,765,9,-,-,-,1,97,57,1350,188,1595
91,2020-10-24 04:00:00,TIFT,855,536,12,-,-,-,1,545,295,1348,306,1949
90,2020-10-24 04:00:00,TOOMBS,558,260,7,-,-,-,2,646,148,796,529,1473
95,2020-10-24 04:00:00,TOWNS,363,4,4,-,-,-,1,59,16,350,65,431
93,2020-10-24 04:00:00,TREUTLEN,172,110,2,-,-,-,0,18,1,266,35,302
94,2020-10-24 04:00:00,TROUP,914,1428,13,-,-,-,1,685,94,1970,977,3041
130,2020-10-24 04:00:00,TURNER,109,156,1,-,-,-,0,68,11,257,66,334
96,2020-10-24 04:00:00,TWIGGS,40,141,1,-,-,-,0,34,2,160,54,216
121,2020-10-24 04:00:00,UNION,789,4,1,-,-,-,1,87,15,745,122,882
0,2020-10-24 04:00:00,UNKNOWN,191,91,10,-,-,-,1,1653,75,229,1642,1946
97,2020-10-24 04:00:00,UPSON,363,301,1,-,-,-,0,168,16,656,161,833
156,2020-10-24 04:00:00,WALKER,1122,88,11,-,-,-,1,633,55,944,856,1855
22,2020-10-24 04:00:00,WALTON,1194,464,29,-,-,-,4,632,107,1448,768,2323
98,2020-10-24 04:00:00,WARE,725,509,7,-,-,-,1,487,73,1098,558,1729
116,2020-10-24 04:00:00,WARREN,30,101,0,-,-,-,0,33,1,119,44,164
160,2020-10-24 04:00:00,WASHINGTON,235,354,0,-,-,-,0,169,15,515,228,758
161,2020-10-24 04:00:00,WAYNE,541,139,6,-,-,-,1,538,47,613,565,1225
123,2020-10-24 04:00:00,WEBSTER,14,28,0,-,-,-,0,2,0,42,2,44
157,2020-10-24 04:00:00,WHEELER,142,68,2,-,-,-,0,155,6,196,165,367
13,2020-10-24 04:00:00,WHITE,862,19,1,-,-,-,0,115,16,818,163,997
99,2020-10-24 04:00:00,WHITFIELD,3368,134,36,-,-,-,4,1815,2694,1453,1210,5357
9,2020-10-24 04:00:00,WILCOX,129,109,1,-,-,-,0,16,6,220,29,255
106,2020-10-24 04:00:00,WILKES,130,122,0,-,-,-,0,42,21,235,38,294
117,2020-10-24 04:00:00,WILKINSON,126,161,0,-,-,-,0,79,4,253,109,366
113,2020-10-24 04:00:00,WORTH,275,290,1,-,-,-,0,39,8,529,68,605
