county_name,White,Black or African American,Asian,American_Indian_Alaska_Native,Native_Hawaiian_Pacific_Islander,Two_races,Other Race,Unknown,Hispanic or Latino,Not Hispanic or Latino,Not Specified,Total
Adams,588.0,7.0,1.0,-,-,-,34.0,74.0,41,489,174,704.0
Allen,5153.0,1071.0,320.0,-,-,-,1706.0,1388.0,844,5444,3350,9638.0
Bartholomew,1036.0,30.0,28.0,-,-,-,293.0,210.0,151,531,915,1597.0
Benton,82.0,0.0,0.0,-,-,-,13.0,28.0,48,58,17,123.0
Blackford,253.0,0.0,0.0,-,-,-,9.0,25.0,10,211,66,287.0
Boone,944.0,27.0,18.0,-,-,-,201.0,231.0,22,534,865,1421.0
Brown,137.0,0.0,2.0,-,-,-,9.0,12.0,1,103,56,160.0
Carroll,233.0,3.0,0.0,-,-,-,106.0,44.0,38,190,158,386.0
Cass,1102.0,106.0,117.0,-,-,-,652.0,426.0,971,722,710,2403.0
Clark,2328.0,254.0,23.0,-,-,-,256.0,449.0,280,1653,1377,3310.0
Clay,460.0,1.0,0.0,-,-,-,9.0,84.0,1,245,308,554.0
Clinton,755.0,2.0,2.0,-,-,-,237.0,59.0,318,572,165,1055.0
Crawford,164.0,0.0,0.0,-,-,-,5.0,8.0,2,112,63,177.0
Daviess,660.0,13.0,2.0,-,-,-,98.0,237.0,23,244,743,1010.0
Dearborn,863.0,8.0,5.0,-,-,-,26.0,248.0,8,626,516,1150.0
Decatur,521.0,3.0,1.0,-,-,-,29.0,63.0,7,398,212,617.0
Dekalb,778.0,4.0,5.0,-,-,-,71.0,56.0,25,721,168,914.0
Delaware,2459.0,243.0,11.0,-,-,-,158.0,522.0,39,2007,1347,3393.0
Dubois,1237.0,20.0,2.0,-,-,-,237.0,139.0,283,1069,283,1635.0
Elkhart,4856.0,446.0,63.0,-,-,-,1793.0,3152.0,1957,2679,5674,10310.0
Fayette,754.0,15.0,1.0,-,-,-,19.0,136.0,5,572,348,925.0
Floyd,1532.0,127.0,12.0,-,-,-,131.0,230.0,62,1012,958,2032.0
Fountain,313.0,2.0,0.0,-,-,-,26.0,61.0,5,209,188,402.0
Franklin,311.0,0.0,0.0,-,-,-,10.0,85.0,2,244,160,406.0
Fulton,343.0,2.0,1.0,-,-,-,36.0,58.0,35,254,151,440.0
Gibson,749.0,11.0,1.0,-,-,-,112.0,165.0,11,212,815,1038.0
Grant,1150.0,70.0,7.0,-,-,-,106.0,150.0,61,958,464,1483.0
Greene,541.0,1.0,0.0,-,-,-,15.0,79.0,12,398,226,636.0
Hamilton,4542.0,262.0,155.0,-,-,-,489.0,1637.0,195,2887,4003,7085.0
Hancock,963.0,40.0,5.0,-,-,-,132.0,228.0,26,549,793,1368.0
Harrison,796.0,2.0,5.0,-,-,-,21.0,64.0,24,607,257,888.0
Hendricks,2385.0,289.0,66.0,-,-,-,330.0,608.0,100,1792,1786,3678.0
Henry,1124.0,47.0,2.0,-,-,-,129.0,254.0,29,728,799,1556.0
Howard,1291.0,134.0,5.0,-,-,-,151.0,246.0,50,927,850,1827.0
Huntington,493.0,3.0,0.0,-,-,-,29.0,27.0,18,430,104,552.0
Jackson,856.0,6.0,6.0,-,-,-,346.0,85.0,244,622,433,1299.0
Jasper,564.0,5.0,2.0,-,-,-,125.0,123.0,36,459,324,819.0
Jay,343.0,2.0,1.0,-,-,-,27.0,48.0,21,266,134,421.0
Jefferson,376.0,6.0,4.0,-,-,-,18.0,44.0,4,291,153,448.0
Jennings,349.0,4.0,0.0,-,-,-,52.0,37.0,13,213,216,442.0
Johnson,2451.0,70.0,100.0,-,-,-,433.0,545.0,81,1901,1617,3599.0
Knox,749.0,21.0,2.0,-,-,-,40.0,145.0,23,454,480,957.0
Kosciusko,1580.0,18.0,12.0,-,-,-,239.0,497.0,199,1270,877,2346.0
Lagrange,607.0,0.0,0.0,-,-,-,76.0,195.0,32,488,358,878.0
Lake,5422.0,2547.0,68.0,-,-,-,3256.0,4724.0,2278,4659,9080,16017.0
Laporte,1636.0,318.0,7.0,-,-,-,277.0,385.0,192,1536,895,2623.0
Lawrence,921.0,2.0,4.0,-,-,-,100.0,70.0,5,763,329,1097.0
Madison,1974.0,184.0,6.0,-,-,-,263.0,435.0,112,1501,1249,2862.0
Marion,10472.0,5437.0,708.0,-,-,-,4991.0,6082.0,2426,8830,16434,27690.0
Marshall,991.0,8.0,2.0,-,-,-,244.0,396.0,212,498,931,1641.0
Martin,172.0,0.0,2.0,-,-,-,17.0,23.0,0,134,80,214.0
Miami,559.0,28.0,4.0,-,-,-,42.0,147.0,31,435,314,780.0
Monroe,2622.0,126.0,101.0,-,-,-,476.0,232.0,153,1655,1749,3557.0
Montgomery,440.0,6.0,0.0,-,-,-,188.0,102.0,65,374,297,736.0
Morgan,868.0,2.0,1.0,-,-,-,119.0,89.0,8,679,392,1079.0
Newton,201.0,3.0,0.0,-,-,-,41.0,32.0,11,175,91,277.0
Noble,912.0,5.0,17.0,-,-,-,278.0,145.0,227,850,280,1357.0
Ohio,129.0,0.0,0.0,-,-,-,1.0,21.0,1,83,67,151.0
Orange,405.0,3.0,1.0,-,-,-,24.0,22.0,1,284,170,455.0
Owen,182.0,2.0,1.0,-,-,-,14.0,40.0,3,132,104,239.0
Parke,231.0,1.0,1.0,-,-,-,5.0,45.0,5,154,124,283.0
Perry,328.0,14.0,1.0,-,-,-,54.0,108.0,1,158,346,505.0
Pike,317.0,0.0,0.0,-,-,-,21.0,45.0,0,121,262,383.0
Porter,2610.0,190.0,26.0,-,-,-,496.0,691.0,362,2063,1588,4013.0
Posey,747.0,15.0,1.0,-,-,-,60.0,32.0,10,82,763,855.0
Pulaski,169.0,2.0,1.0,-,-,-,9.0,17.0,4,126,68,198.0
Putnam,593.0,67.0,4.0,-,-,-,66.0,107.0,12,405,420,837.0
Randolph,423.0,4.0,0.0,-,-,-,23.0,60.0,18,312,180,510.0
Ripley,465.0,1.0,1.0,-,-,-,21.0,77.0,4,399,162,565.0
Rush,243.0,1.0,0.0,-,-,-,14.0,40.0,1,173,124,298.0
Scott,489.0,2.0,0.0,-,-,-,67.0,50.0,10,359,239,608.0
Shelby,714.0,7.0,2.0,-,-,-,142.0,154.0,83,466,470,1019.0
Spencer,366.0,5.0,1.0,-,-,-,38.0,51.0,19,200,242,461.0
St. Joseph,4239.0,1165.0,80.0,-,-,-,1428.0,3744.0,626,2340,7690,10656.0
Starke,399.0,3.0,0.0,-,-,-,22.0,106.0,14,321,195,530.0
Steuben,491.0,7.0,1.0,-,-,-,87.0,165.0,30,321,400,751.0
Sullivan,392.0,3.0,0.0,-,-,-,5.0,100.0,0,174,326,500.0
Switzerland,77.0,0.0,0.0,-,-,-,7.0,26.0,1,45,64,110.0
Tippecanoe,2675.0,207.0,94.0,-,-,-,556.0,967.0,538,2154,1807,4499.0
Tipton,279.0,1.0,0.0,-,-,-,11.0,13.0,4,232,68,304.0
Union,82.0,0.0,,-,-,-,6.0,45.0,0,50,83,133.0
Vanderburgh,5052.0,619.0,39.0,-,-,-,491.0,494.0,54,908,5733,6695.0
Vermillion,255.0,1.0,0.0,-,-,-,0.0,50.0,1,178,127,306.0
Vigo,2117.0,174.0,29.0,-,-,-,73.0,680.0,58,1438,1577,3073.0
Wabash,443.0,6.0,2.0,-,-,-,50.0,62.0,17,377,169,563.0
Warren,101.0,0.0,0.0,-,-,-,2.0,12.0,1,85,29,115.0
Warrick,1868.0,32.0,10.0,-,-,-,160.0,142.0,9,275,1928,2212.0
Washington,352.0,2.0,0.0,-,-,-,36.0,38.0,6,229,193,428.0
Wayne,1231.0,72.0,9.0,-,-,-,122.0,293.0,57,914,756,1727.0
Wells,483.0,2.0,1.0,-,-,-,18.0,58.0,9,443,110,562.0
White,491.0,4.0,4.0,-,-,-,107.0,86.0,91,365,236,692.0
Whitley,470.0,3.0,1.0,-,-,-,50.0,49.0,15,412,146,573.0
