date,county_name,white,black,asian,ai/an**,nh/pi*,two_plus,other,left blank,hispanic,non_hispanic,eth_unknown,total
2020-10-27,Adams,718.0,73.0,0.0,0.0,0.0,-,0.0,1132.0,0.0,-,-,1935.0
2020-10-27,Alexander,54.0,32.0,0.0,-,-,-,0.0,44.0,0.0,-,-,132.0
2020-10-27,Bond,194.0,10.0,0.0,0.0,-,-,14.0,292.0,0.0,-,-,513.0
2020-10-27,Boone,758.0,33.0,16.0,0.0,0.0,-,40.0,295.0,754.0,-,-,1905.0
2020-10-27,Brown,59.0,19.0,-,-,-,-,0.0,30.0,7.0,-,-,115.0
2020-10-27,Bureau,435.0,0.0,0.0,-,0.0,-,10.0,321.0,152.0,-,-,925.0
2020-10-27,Calhoun,20.0,0.0,-,0.0,-,-,0.0,40.0,0.0,-,-,66.0
2020-10-27,Carroll,200.0,30.0,0.0,0.0,0.0,-,0.0,181.0,12.0,-,-,430.0
2020-10-27,Cass,247.0,22.0,0.0,0.0,0.0,-,0.0,27.0,164.0,-,-,464.0
2020-10-27,Champaign,3854.0,909.0,339.0,0.0,0.0,-,184.0,92.0,901.0,-,-,6285.0
2020-10-27,Christian,346.0,14.0,0.0,0.0,0.0,-,14.0,447.0,7.0,-,-,829.0
2020-10-27,Clark,190.0,0.0,0.0,0.0,-,-,7.0,110.0,0.0,-,-,312.0
2020-10-27,Clay,270.0,0.0,0.0,0.0,0.0,-,6.0,41.0,0.0,-,-,317.0
2020-10-27,Clinton,938.0,38.0,0.0,0.0,0.0,-,63.0,738.0,32.0,-,-,1811.0
2020-10-27,Coles,1482.0,89.0,14.0,0.0,0.0,-,41.0,285.0,59.0,-,-,1971.0
2020-10-27,Cook,19899.0,10263.0,2421.0,162.0,208.0,-,4446.0,25749.0,18643.0,-,-,81791.0
2020-10-27,Crawford,361.0,148.0,0.0,0.0,0.0,-,12.0,94.0,36.0,-,-,653.0
2020-10-27,Cumberland,220.0,0.0,0.0,-,-,-,7.0,72.0,0.0,-,-,302.0
2020-10-27,De Witt,214.0,0.0,0.0,0.0,0.0,-,0.0,48.0,0.0,-,-,272.0
2020-10-27,DeKalb,1263.0,265.0,37.0,0.0,0.0,-,28.0,255.0,581.0,-,-,2432.0
2020-10-27,Douglas,357.0,0.0,0.0,0.0,0.0,-,25.0,156.0,167.0,-,-,710.0
2020-10-27,DuPage,9180.0,1008.0,1259.0,36.0,37.0,-,783.0,5985.0,5120.0,-,-,23408.0
2020-10-27,Edgar,124.0,0.0,0.0,0.0,0.0,-,0.0,29.0,0.0,-,-,157.0
2020-10-27,Edwards,91.0,0.0,0.0,-,-,-,0.0,19.0,0.0,-,-,111.0
2020-10-27,Effingham,503.0,0.0,0.0,0.0,0.0,-,99.0,588.0,9.0,-,-,1204.0
2020-10-27,Fayette,422.0,0.0,0.0,0.0,0.0,-,35.0,229.0,0.0,-,-,689.0
2020-10-27,Ford,147.0,0.0,0.0,0.0,0.0,-,6.0,40.0,8.0,-,-,204.0
2020-10-27,Franklin,708.0,0.0,0.0,0.0,-,-,8.0,275.0,6.0,-,-,1005.0
2020-10-27,Fulton,146.0,9.0,0.0,0.0,0.0,-,0.0,387.0,0.0,-,-,550.0
2020-10-27,Gallatin,94.0,0.0,0.0,-,-,-,0.0,12.0,0.0,-,-,108.0
2020-10-27,Greene,113.0,0.0,0.0,0.0,0.0,-,0.0,177.0,0.0,-,-,295.0
2020-10-27,Grundy,565.0,9.0,0.0,0.0,0.0,-,33.0,284.0,94.0,-,-,987.0
2020-10-27,Hamilton,83.0,0.0,0.0,-,0.0,-,0.0,42.0,0.0,-,-,127.0
2020-10-27,Hancock,160.0,0.0,0.0,0.0,0.0,-,6.0,145.0,0.0,-,-,314.0
2020-10-27,Hardin,44.0,0.0,0.0,0.0,-,-,0.0,11.0,0.0,-,-,55.0
2020-10-27,Henderson,90.0,-,-,0.0,-,-,0.0,39.0,0.0,-,-,129.0
2020-10-27,Henry,304.0,13.0,0.0,0.0,0.0,-,13.0,498.0,32.0,-,-,862.0
2020-10-27,Iroquois,366.0,9.0,0.0,0.0,0.0,-,7.0,68.0,53.0,-,-,505.0
2020-10-27,Jackson,907.0,251.0,7.0,0.0,0.0,-,22.0,213.0,147.0,-,-,1550.0
2020-10-27,Jasper,206.0,0.0,0.0,-,-,-,0.0,54.0,0.0,-,-,266.0
2020-10-27,Jefferson,559.0,30.0,0.0,0.0,0.0,-,18.0,280.0,21.0,-,-,911.0
2020-10-27,Jersey,248.0,7.0,0.0,0.0,0.0,-,18.0,203.0,0.0,-,-,477.0
2020-10-27,Jo Daviess,275.0,0.0,0.0,0.0,0.0,-,0.0,229.0,11.0,-,-,518.0
2020-10-27,Johnson,234.0,31.0,0.0,-,0.0,-,0.0,72.0,27.0,-,-,366.0
2020-10-27,Kane,4575.0,611.0,328.0,10.0,15.0,-,343.0,4738.0,6478.0,-,-,17098.0
2020-10-27,Kankakee,1571.0,543.0,14.0,0.0,0.0,-,81.0,657.0,576.0,-,-,3444.0
2020-10-27,Kendall,1051.0,216.0,52.0,0.0,0.0,-,67.0,573.0,782.0,-,-,2744.0
2020-10-27,Knox,624.0,110.0,0.0,0.0,0.0,-,19.0,529.0,46.0,-,-,1331.0
