date,county_name,white,black,asian,ai/an**,nh/pi*,two_plus,other,left blank,hispanic,non_hispanic,eth_unknown,total
2020-10-24,Adams,683.0,69.0,0.0,0.0,0.0,-,0.0,1076.0,0.0,-,-,1838.0
2020-10-24,Alexander,51.0,32.0,0.0,-,-,-,0.0,35.0,0.0,-,-,120.0
2020-10-24,Bond,189.0,10.0,0.0,0.0,-,-,14.0,272.0,0.0,-,-,488.0
2020-10-24,Boone,718.0,31.0,16.0,0.0,0.0,-,38.0,289.0,729.0,-,-,1830.0
2020-10-24,Brown,58.0,15.0,-,-,-,-,0.0,27.0,7.0,-,-,107.0
2020-10-24,Bureau,426.0,0.0,0.0,-,0.0,-,9.0,301.0,152.0,-,-,895.0
2020-10-24,Calhoun,20.0,0.0,-,0.0,-,-,0.0,41.0,0.0,-,-,67.0
2020-10-24,Carroll,194.0,30.0,0.0,0.0,0.0,-,0.0,158.0,12.0,-,-,401.0
2020-10-24,Cass,246.0,22.0,0.0,0.0,0.0,-,0.0,24.0,164.0,-,-,460.0
2020-10-24,Champaign,3693.0,888.0,328.0,0.0,0.0,-,183.0,70.0,881.0,-,-,6048.0
2020-10-24,Christian,338.0,14.0,0.0,0.0,0.0,-,13.0,438.0,7.0,-,-,811.0
2020-10-24,Clark,186.0,0.0,0.0,0.0,-,-,7.0,109.0,0.0,-,-,307.0
2020-10-24,Clay,258.0,0.0,0.0,0.0,0.0,-,6.0,43.0,0.0,-,-,307.0
2020-10-24,Clinton,893.0,35.0,0.0,0.0,0.0,-,60.0,713.0,30.0,-,-,1733.0
2020-10-24,Coles,1415.0,87.0,14.0,0.0,0.0,-,39.0,285.0,55.0,-,-,1896.0
2020-10-24,Cook,19263.0,10024.0,2365.0,156.0,206.0,-,4315.0,24875.0,18197.0,-,-,79401.0
2020-10-24,Crawford,353.0,149.0,0.0,0.0,0.0,-,12.0,93.0,35.0,-,-,644.0
2020-10-24,Cumberland,203.0,0.0,0.0,-,-,-,7.0,68.0,0.0,-,-,281.0
2020-10-24,De Witt,208.0,0.0,0.0,0.0,0.0,-,0.0,40.0,0.0,-,-,255.0
2020-10-24,DeKalb,1220.0,246.0,36.0,0.0,0.0,-,25.0,218.0,569.0,-,-,2317.0
2020-10-24,Douglas,325.0,0.0,0.0,0.0,0.0,-,23.0,140.0,162.0,-,-,655.0
2020-10-24,DuPage,8778.0,972.0,1200.0,36.0,37.0,-,740.0,5824.0,4959.0,-,-,22546.0
2020-10-24,Edgar,122.0,0.0,0.0,0.0,0.0,-,0.0,27.0,0.0,-,-,153.0
2020-10-24,Edwards,88.0,0.0,0.0,-,-,-,0.0,18.0,0.0,-,-,107.0
