date,county_name,white,black,asian,ai/an**,nh/pi*,two_plus,other,left blank,hispanic,non_hispanic,eth_unknown,total
2020-10-29,Adams,757.0,75.0,0.0,0.0,0.0,-,0.0,1227.0,0.0,-,-,2071.0
2020-10-29,Alexander,57.0,36.0,0.0,-,-,-,0.0,50.0,0.0,-,-,145.0
2020-10-29,Bond,200.0,10.0,0.0,0.0,-,-,14.0,298.0,0.0,-,-,525.0
2020-10-29,Boone,828.0,33.0,16.0,0.0,0.0,-,39.0,268.0,805.0,-,-,1998.0
2020-10-29,Brown,65.0,19.0,-,-,-,-,0.0,31.0,7.0,-,-,122.0
2020-10-29,Bureau,442.0,0.0,0.0,-,0.0,-,10.0,344.0,153.0,-,-,955.0
2020-10-29,Calhoun,20.0,0.0,-,0.0,-,-,0.0,40.0,0.0,-,-,66.0
2020-10-29,Carroll,218.0,30.0,0.0,0.0,0.0,-,0.0,189.0,12.0,-,-,457.0
2020-10-29,Cass,247.0,23.0,0.0,0.0,0.0,-,0.0,28.0,168.0,-,-,470.0
2020-10-29,Champaign,3985.0,930.0,347.0,0.0,0.0,-,188.0,87.0,918.0,-,-,6462.0
2020-10-29,Christian,359.0,19.0,0.0,0.0,0.0,-,14.0,464.0,11.0,-,-,868.0
2020-10-29,Clark,199.0,0.0,0.0,0.0,-,-,7.0,106.0,0.0,-,-,317.0
2020-10-29,Clay,283.0,0.0,0.0,0.0,0.0,-,6.0,41.0,0.0,-,-,330.0
2020-10-29,Clinton,970.0,39.0,0.0,0.0,0.0,-,64.0,748.0,33.0,-,-,1856.0
2020-10-29,Coles,1565.0,90.0,14.0,0.0,0.0,-,41.0,287.0,60.0,-,-,2058.0
2020-10-29,Cook,20715.0,10515.0,2479.0,165.0,209.0,-,4571.0,26381.0,19169.0,-,-,84204.0
2020-10-29,Crawford,373.0,149.0,0.0,0.0,0.0,-,13.0,95.0,36.0,-,-,668.0
2020-10-29,Cumberland,226.0,0.0,0.0,-,-,-,7.0,75.0,0.0,-,-,311.0
2020-10-29,De Witt,218.0,0.0,0.0,0.0,0.0,-,0.0,48.0,0.0,-,-,275.0
2020-10-29,DeKalb,1327.0,270.0,38.0,0.0,0.0,-,30.0,266.0,590.0,-,-,2524.0
2020-10-29,Douglas,380.0,0.0,0.0,0.0,0.0,-,24.0,159.0,173.0,-,-,742.0
2020-10-29,DuPage,9501.0,1031.0,1298.0,37.0,38.0,-,801.0,6250.0,5284.0,-,-,24240.0
2020-10-29,Edgar,131.0,0.0,0.0,0.0,0.0,-,0.0,30.0,0.0,-,-,165.0
2020-10-29,Edwards,91.0,0.0,0.0,-,-,-,0.0,20.0,0.0,-,-,112.0
2020-10-29,Effingham,517.0,0.0,0.0,0.0,0.0,-,99.0,636.0,9.0,-,-,1266.0
2020-10-29,Fayette,427.0,0.0,0.0,0.0,0.0,-,35.0,253.0,0.0,-,-,719.0
2020-10-29,Ford,152.0,0.0,0.0,0.0,0.0,-,6.0,42.0,8.0,-,-,211.0
2020-10-29,Franklin,748.0,0.0,0.0,0.0,-,-,10.0,286.0,7.0,-,-,1059.0
2020-10-29,Fulton,152.0,9.0,0.0,0.0,0.0,-,0.0,421.0,0.0,-,-,590.0
