date,county_name,white,black,asian,ai/an**,nh/pi*,two_plus,other,left blank,hispanic,non_hispanic,eth_unknown,total
2020-10-25,Adams,698.0,71.0,0.0,0.0,0.0,-,0.0,1083.0,0.0,-,-,1862.0
2020-10-25,Alexander,52.0,32.0,0.0,-,-,-,0.0,34.0,0.0,-,-,120.0
2020-10-25,Bond,190.0,10.0,0.0,0.0,-,-,14.0,282.0,0.0,-,-,499.0
2020-10-25,Boone,733.0,32.0,16.0,0.0,0.0,-,38.0,291.0,741.0,-,-,1860.0
2020-10-25,Brown,59.0,15.0,-,-,-,-,0.0,26.0,7.0,-,-,107.0
2020-10-25,Bureau,429.0,0.0,0.0,-,0.0,-,9.0,309.0,152.0,-,-,906.0
2020-10-25,Calhoun,20.0,0.0,-,0.0,-,-,0.0,40.0,0.0,-,-,66.0
2020-10-25,Carroll,198.0,30.0,0.0,0.0,0.0,-,0.0,163.0,12.0,-,-,410.0
2020-10-25,Cass,246.0,23.0,0.0,0.0,0.0,-,0.0,25.0,164.0,-,-,462.0
2020-10-25,Champaign,3733.0,892.0,332.0,0.0,0.0,-,182.0,60.0,887.0,-,-,6091.0
2020-10-25,Christian,342.0,14.0,0.0,0.0,0.0,-,13.0,439.0,7.0,-,-,816.0
2020-10-25,Clark,187.0,0.0,0.0,0.0,-,-,7.0,109.0,0.0,-,-,308.0
2020-10-25,Clay,264.0,0.0,0.0,0.0,0.0,-,6.0,41.0,0.0,-,-,311.0
2020-10-25,Clinton,904.0,36.0,0.0,0.0,0.0,-,61.0,722.0,30.0,-,-,1755.0
2020-10-25,Coles,1431.0,88.0,14.0,0.0,0.0,-,41.0,281.0,56.0,-,-,1912.0
2020-10-25,Cook,19465.0,10095.0,2392.0,157.0,207.0,-,4347.0,25086.0,18374.0,-,-,80123.0
2020-10-25,Crawford,359.0,148.0,0.0,0.0,0.0,-,12.0,91.0,35.0,-,-,647.0
2020-10-25,Cumberland,210.0,0.0,0.0,-,-,-,7.0,68.0,0.0,-,-,288.0
2020-10-25,De Witt,208.0,0.0,0.0,0.0,0.0,-,0.0,44.0,0.0,-,-,260.0
2020-10-25,DeKalb,1235.0,251.0,36.0,0.0,0.0,-,25.0,235.0,573.0,-,-,2358.0
2020-10-25,Douglas,335.0,0.0,0.0,0.0,0.0,-,23.0,144.0,165.0,-,-,672.0
2020-10-25,DuPage,8910.0,988.0,1224.0,36.0,37.0,-,747.0,5811.0,5030.0,-,-,22783.0
2020-10-25,Edgar,123.0,0.0,0.0,0.0,0.0,-,0.0,28.0,0.0,-,-,155.0
2020-10-25,Edwards,90.0,0.0,0.0,-,-,-,0.0,17.0,0.0,-,-,108.0
2020-10-25,Effingham,491.0,0.0,0.0,0.0,0.0,-,97.0,563.0,9.0,-,-,1165.0
2020-10-25,Fayette,422.0,0.0,0.0,0.0,0.0,-,35.0,221.0,0.0,-,-,680.0
2020-10-25,Ford,141.0,0.0,0.0,0.0,0.0,-,6.0,38.0,8.0,-,-,196.0
2020-10-25,Franklin,693.0,0.0,0.0,0.0,-,-,8.0,267.0,6.0,-,-,982.0
2020-10-25,Fulton,140.0,9.0,0.0,0.0,0.0,-,0.0,361.0,0.0,-,-,518.0
2020-10-25,Gallatin,94.0,0.0,0.0,-,-,-,0.0,11.0,0.0,-,-,107.0
2020-10-25,Greene,111.0,0.0,0.0,0.0,0.0,-,0.0,174.0,0.0,-,-,290.0
2020-10-25,Grundy,552.0,9.0,0.0,0.0,0.0,-,33.0,275.0,94.0,-,-,965.0
2020-10-25,Hamilton,79.0,0.0,0.0,-,0.0,-,0.0,39.0,0.0,-,-,120.0
2020-10-25,Hancock,158.0,0.0,0.0,0.0,0.0,-,6.0,142.0,0.0,-,-,309.0
2020-10-25,Hardin,43.0,0.0,0.0,0.0,-,-,0.0,10.0,0.0,-,-,53.0
2020-10-25,Henderson,89.0,-,-,0.0,-,-,0.0,39.0,0.0,-,-,128.0
2020-10-25,Henry,297.0,13.0,0.0,0.0,0.0,-,13.0,489.0,32.0,-,-,846.0
2020-10-25,Iroquois,358.0,9.0,0.0,0.0,0.0,-,6.0,64.0,53.0,-,-,492.0
2020-10-25,Jackson,902.0,251.0,7.0,0.0,0.0,-,22.0,210.0,147.0,-,-,1542.0
2020-10-25,Jasper,205.0,0.0,0.0,-,-,-,0.0,53.0,0.0,-,-,264.0
2020-10-25,Jefferson,554.0,30.0,0.0,0.0,0.0,-,18.0,279.0,21.0,-,-,905.0
2020-10-25,Jersey,248.0,7.0,0.0,0.0,0.0,-,18.0,199.0,0.0,-,-,473.0
2020-10-25,Jo Daviess,262.0,0.0,0.0,0.0,0.0,-,0.0,222.0,11.0,-,-,498.0
