date,county_name,white,black,asian,ai/an**,nh/pi*,two_plus,other,left blank,hispanic,non_hispanic,eth_unknown,total
2020-10-30,Adams,761.0,75.0,0.0,0.0,0.0,-,0.0,1288.0,0.0,-,-,2136.0
2020-10-30,Alexander,58.0,36.0,0.0,-,-,-,0.0,51.0,0.0,-,-,147.0
2020-10-30,Bond,203.0,10.0,0.0,0.0,-,-,14.0,302.0,0.0,-,-,532.0
2020-10-30,Boone,846.0,34.0,16.0,0.0,0.0,-,37.0,271.0,825.0,-,-,2038.0
2020-10-30,Brown,63.0,19.0,-,-,-,-,0.0,32.0,7.0,-,-,121.0
2020-10-30,Bureau,446.0,0.0,0.0,-,0.0,-,10.0,370.0,154.0,-,-,986.0
2020-10-30,Calhoun,24.0,0.0,-,0.0,-,-,0.0,40.0,0.0,-,-,70.0
2020-10-30,Carroll,229.0,30.0,0.0,0.0,0.0,-,0.0,211.0,12.0,-,-,490.0
2020-10-30,Cass,250.0,23.0,0.0,0.0,0.0,-,0.0,28.0,169.0,-,-,474.0
2020-10-30,Champaign,4053.0,940.0,355.0,0.0,0.0,-,196.0,103.0,930.0,-,-,6585.0
2020-10-30,Christian,371.0,21.0,0.0,0.0,0.0,-,14.0,469.0,12.0,-,-,888.0
2020-10-30,Clark,214.0,0.0,0.0,0.0,-,-,7.0,102.0,0.0,-,-,328.0
2020-10-30,Clay,286.0,0.0,0.0,0.0,0.0,-,6.0,43.0,0.0,-,-,335.0
2020-10-30,Clinton,984.0,39.0,0.0,0.0,0.0,-,64.0,753.0,35.0,-,-,1877.0
2020-10-30,Coles,1612.0,90.0,14.0,0.0,0.0,-,42.0,291.0,61.0,-,-,2111.0
2020-10-30,Cook,21015.0,10631.0,2506.0,167.0,209.0,-,4647.0,26914.0,19364.0,-,-,85453.0
2020-10-30,Crawford,379.0,150.0,0.0,0.0,0.0,-,13.0,96.0,36.0,-,-,676.0
2020-10-30,Cumberland,228.0,0.0,0.0,-,-,-,7.0,75.0,0.0,-,-,313.0
2020-10-30,De Witt,222.0,0.0,0.0,0.0,0.0,-,0.0,51.0,0.0,-,-,282.0
2020-10-30,DeKalb,1357.0,277.0,39.0,0.0,0.0,-,30.0,302.0,597.0,-,-,2605.0
2020-10-30,Douglas,411.0,0.0,0.0,0.0,0.0,-,26.0,170.0,174.0,-,-,787.0
2020-10-30,DuPage,9684.0,1043.0,1319.0,37.0,37.0,-,813.0,6423.0,5340.0,-,-,24696.0
2020-10-30,Edgar,133.0,0.0,0.0,0.0,0.0,-,0.0,30.0,0.0,-,-,167.0
2020-10-30,Edwards,93.0,0.0,0.0,-,-,-,0.0,20.0,0.0,-,-,114.0
2020-10-30,Effingham,528.0,0.0,0.0,0.0,0.0,-,99.0,644.0,9.0,-,-,1285.0
2020-10-30,Fayette,427.0,0.0,0.0,0.0,0.0,-,35.0,255.0,0.0,-,-,720.0
2020-10-30,Ford,158.0,0.0,0.0,0.0,0.0,-,6.0,42.0,8.0,-,-,217.0
2020-10-30,Franklin,766.0,0.0,0.0,0.0,-,-,10.0,290.0,7.0,-,-,1081.0
2020-10-30,Fulton,156.0,9.0,0.0,0.0,0.0,-,0.0,448.0,0.0,-,-,622.0
2020-10-30,Gallatin,96.0,0.0,0.0,-,-,-,0.0,15.0,0.0,-,-,113.0
2020-10-30,Greene,125.0,0.0,0.0,0.0,0.0,-,0.0,199.0,0.0,-,-,329.0
2020-10-30,Grundy,628.0,10.0,0.0,0.0,0.0,-,33.0,315.0,98.0,-,-,1086.0
2020-10-30,Hamilton,92.0,0.0,0.0,-,0.0,-,0.0,48.0,0.0,-,-,143.0
2020-10-30,Hancock,163.0,0.0,0.0,0.0,0.0,-,6.0,173.0,0.0,-,-,345.0
2020-10-30,Hardin,44.0,0.0,0.0,0.0,-,-,0.0,14.0,0.0,-,-,58.0
2020-10-30,Henderson,92.0,-,-,0.0,-,-,0.0,44.0,0.0,-,-,136.0
2020-10-30,Henry,309.0,13.0,0.0,0.0,0.0,-,13.0,510.0,32.0,-,-,879.0
2020-10-30,Iroquois,389.0,10.0,0.0,0.0,0.0,-,9.0,72.0,57.0,-,-,539.0
2020-10-30,Jackson,956.0,276.0,8.0,0.0,0.0,-,26.0,219.0,149.0,-,-,1637.0
2020-10-30,Jasper,214.0,0.0,0.0,-,-,-,0.0,60.0,0.0,-,-,280.0
2020-10-30,Jefferson,581.0,30.0,0.0,0.0,0.0,-,20.0,316.0,23.0,-,-,973.0
2020-10-30,Jersey,255.0,7.0,0.0,0.0,0.0,-,18.0,204.0,0.0,-,-,485.0
2020-10-30,Jo Daviess,306.0,0.0,0.0,0.0,0.0,-,0.0,236.0,11.0,-,-,556.0
2020-10-30,Johnson,257.0,31.0,0.0,-,0.0,-,0.0,75.0,27.0,-,-,392.0
2020-10-30,Kane,4904.0,641.0,341.0,11.0,15.0,-,368.0,5025.0,6725.0,-,-,18030.0
2020-10-30,Kankakee,1708.0,561.0,15.0,0.0,0.0,-,91.0,700.0,605.0,-,-,3682.0
2020-10-30,Kendall,1141.0,230.0,56.0,0.0,0.0,-,71.0,621.0,816.0,-,-,2938.0
2020-10-30,Knox,660.0,113.0,0.0,0.0,0.0,-,20.0,575.0,47.0,-,-,1418.0
2020-10-30,LaSalle,1669.0,46.0,0.0,0.0,0.0,-,114.0,559.0,260.0,-,-,2652.0
2020-10-30,Lake,6746.0,1587.0,521.0,45.0,70.0,-,905.0,3480.0,8465.0,-,-,21819.0
2020-10-30,Lawrence,257.0,6.0,0.0,-,-,-,0.0,96.0,0.0,-,-,362.0
2020-10-30,Lee,526.0,38.0,0.0,0.0,0.0,-,23.0,232.0,18.0,-,-,840.0
2020-10-30,Livingston,454.0,24.0,0.0,0.0,0.0,-,16.0,198.0,36.0,-,-,730.0
2020-10-30,Logan,477.0,79.0,0.0,0.0,0.0,-,0.0,64.0,19.0,-,-,645.0
2020-10-30,Macon,1852.0,786.0,14.0,0.0,0.0,-,56.0,791.0,52.0,-,-,3555.0
2020-10-30,Macoupin,571.0,10.0,0.0,0.0,0.0,-,23.0,244.0,0.0,-,-,854.0
2020-10-30,Madison,3616.0,722.0,32.0,7.0,0.0,-,555.0,2374.0,244.0,-,-,7554.0
2020-10-30,Marion,954.0,31.0,0.0,0.0,0.0,-,12.0,158.0,13.0,-,-,1170.0
2020-10-30,Marshall,83.0,0.0,0.0,-,-,-,0.0,80.0,0.0,-,-,171.0
2020-10-30,Mason,191.0,0.0,0.0,0.0,-,-,0.0,150.0,0.0,-,-,346.0
2020-10-30,Massac,102.0,8.0,0.0,0.0,-,-,0.0,53.0,0.0,-,-,165.0
2020-10-30,McDonough,574.0,86.0,16.0,0.0,0.0,-,7.0,82.0,52.0,-,-,818.0
