,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
46,2020-11-11,Adams,677,5,5,5,-,-,28,41,54,599,108,761
47,2020-11-11,Ashland,283,-,-,63,-,-,-,86,-,308,129,440
48,2020-11-11,Barron,1484,145,7,7,-,-,135,275,177,1578,298,2053
49,2020-11-11,Bayfield,269,-,-,53,-,-,12,104,5,303,131,439
50,2020-11-11,Brown,13802,740,477,777,-,-,1551,1479,3251,13165,2410,18826
19,2020-11-11,Buffalo,471,6,-,-,-,-,7,-,18,460,10,488
20,2020-11-11,Burnett,361,-,-,28,-,-,9,48,-,390,56,450
21,2020-11-11,Calumet,2797,33,42,10,-,-,122,321,204,2549,572,3325
22,2020-11-11,Chippewa,2522,117,26,22,-,-,22,377,56,2489,541,3086
23,2020-11-11,Clark,849,-,-,-,-,-,23,563,195,771,473,1439
24,2020-11-11,Columbia,2093,78,10,26,-,-,147,123,172,1792,513,2477
25,2020-11-11,Crawford,526,8,-,-,-,-,5,23,6,526,34,566
26,2020-11-11,Dane,14715,1413,699,151,-,-,2533,445,2912,15519,1525,19956
27,2020-11-11,Dodge,4151,468,50,52,-,-,460,825,628,3632,1746,6006
28,2020-11-11,Door,1100,6,8,-,-,-,27,123,85,1034,147,1266
29,2020-11-11,Douglas,884,23,6,10,-,-,21,200,23,849,272,1144
30,2020-11-11,Dunn,1469,12,42,5,-,-,42,165,33,1470,232,1735
31,2020-11-11,Eau Claire,4542,98,160,20,-,-,144,328,141,4718,433,5292
32,2020-11-11,Florence,200,-,-,-,-,-,-,61,-,183,83,266
33,2020-11-11,Fond du Lac,5559,144,72,17,-,-,183,590,551,4970,1044,6565
34,2020-11-11,Forest,457,-,-,126,-,-,6,23,-,563,47,613
35,2020-11-11,Grant,2177,12,9,-,-,-,75,345,102,2085,433,2620
0,2020-11-11,Green,1183,5,5,-,-,-,41,28,94,1102,68,1264
1,2020-11-11,Green Lake,868,6,-,5,-,-,39,59,95,760,122,977
2,2020-11-11,Iowa,805,5,-,-,-,-,17,20,26,785,41,852
3,2020-11-11,Iron,223,-,-,-,-,-,-,51,7,185,89,281
4,2020-11-11,Jackson,748,61,10,107,-,-,20,26,48,865,59,972
5,2020-11-11,Jefferson,3009,45,27,42,-,-,347,360,644,2650,536,3830
6,2020-11-11,Juneau,919,140,7,42,-,-,35,243,58,984,344,1386
7,2020-11-11,Kenosha,4937,543,82,16,-,-,562,782,1236,3956,1730,6922
