,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
8,2020-11-11,Kewaunee,1156,-,-,5,-,-,40,135,69,1055,219,1343
9,2020-11-11,La Crosse,4523,99,247,11,-,-,130,823,86,4521,1226,5833
10,2020-11-11,Lafayette,641,-,-,-,-,-,75,62,140,564,79,783
11,2020-11-11,Langlade,1137,8,-,8,-,-,19,104,25,617,634,1276
12,2020-11-11,Lincoln,1102,9,11,-,-,-,25,217,20,906,440,1366
13,2020-11-11,Manitowoc,3155,35,54,13,-,-,63,457,233,2882,662,3777
14,2020-11-11,Marathon,6033,76,423,29,-,-,154,608,285,4005,3033,7323
15,2020-11-11,Marinette,2036,11,10,9,-,-,76,142,45,2006,233,2284
16,2020-11-11,Marquette,806,-,-,-,-,-,30,26,69,628,169,866
17,2020-11-11,Menominee,21,-,-,396,-,-,9,6,5,407,22,434
18,2020-11-11,Milwaukee,27782,11670,1901,370,-,-,5917,4449,13196,30820,8073,52089
68,2020-11-11,Monroe,1502,15,13,27,-,-,70,48,153,1439,83,1675
69,2020-11-11,Oconto,2404,-,-,45,-,-,38,149,103,2305,233,2641
70,2020-11-11,Oneida,1258,9,-,15,-,-,23,376,18,1159,507,1684
71,2020-11-11,Outagamie,8800,129,225,303,-,-,549,1484,690,8546,2254,11490
51,2020-11-11,Ozaukee,2958,71,54,11,-,-,97,212,132,2791,480,3403
52,2020-11-11,Pepin,265,-,-,-,-,-,7,15,10,261,18,289
53,2020-11-11,Pierce,1133,17,5,-,-,-,7,68,44,1085,102,1231
54,2020-11-11,Polk,1046,-,-,13,-,-,10,69,15,1021,106,1142
55,2020-11-11,Portage,3164,39,165,7,-,-,106,194,203,2993,479,3675
56,2020-11-11,Price,235,-,-,-,-,-,-,276,-,204,314,519
57,2020-11-11,Racine,7698,1730,73,42,-,-,620,218,2102,7748,531,10381
58,2020-11-11,Richland,456,-,10,-,-,-,23,159,44,419,187,650
59,2020-11-11,Rock,5341,369,85,26,-,-,666,473,1140,5005,815,6960
60,2020-11-11,Rusk,206,-,-,-,-,-,-,240,10,209,234,453
62,2020-11-11,Sauk,2203,27,19,53,-,-,245,95,335,2118,189,2642
63,2020-11-11,Sawyer,377,-,-,86,-,-,19,67,5,438,112,555
64,2020-11-11,Shawano,2097,5,9,332,-,-,90,552,111,2112,862,3085
36,2020-11-11,Sheboygan,4802,475,236,43,-,-,256,810,710,4568,1344,6622
61,2020-11-11,St. Croix,2472,20,21,5,-,-,44,381,106,2372,465,2943
37,2020-11-11,Taylor,721,-,-,-,-,-,6,19,55,667,26,748
38,2020-11-11,Trempealeau,1246,12,10,-,-,-,101,141,287,1052,175,1514
39,2020-11-11,Vernon,695,-,-,-,-,-,6,30,11,677,48,736
40,2020-11-11,Vilas,608,-,-,95,-,-,16,159,11,643,228,882
41,2020-11-11,Walworth,3580,77,17,22,-,-,273,441,732,3043,635,4410
42,2020-11-11,Washburn,355,-,-,-,-,-,-,6,5,357,5,367
43,2020-11-11,Washington,5809,69,53,14,-,-,154,231,220,4725,1385,6330
44,2020-11-11,Waukesha,14036,317,264,45,-,-,733,1558,1117,11756,4080,16953
45,2020-11-11,Waupaca,2523,13,10,17,-,-,165,389,112,2345,660,3117
65,2020-11-11,Waushara,1222,109,11,20,-,-,88,70,214,1094,212,1520
66,2020-11-11,Winnebago,8950,431,267,74,-,-,469,696,626,8490,1771,10887
67,2020-11-11,Wood,2357,13,33,28,-,-,82,203,97,2157,462,2716
