,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
54,2020-11-23,Lafayette,869,-,-,-,-,-,84,71,154,771,105,1030
55,2020-11-23,Langlade,1285,9,-,10,-,-,25,127,33,684,739,1456
56,2020-11-23,Lincoln,1451,11,11,-,-,-,28,296,26,1226,549,1801
57,2020-11-23,Manitowoc,3782,45,71,17,-,-,79,573,290,3455,822,4567
58,2020-11-23,Marathon,7400,100,507,33,-,-,183,825,339,5024,3685,9048
59,2020-11-23,Marinette,2476,11,11,10,-,-,86,166,46,2409,305,2760
60,2020-11-23,Marquette,922,8,-,-,-,-,34,29,78,707,211,996
61,2020-11-23,Menominee,31,-,-,485,-,-,11,8,5,504,27,536
62,2020-11-23,Milwaukee,33940,13706,2286,444,-,-,7035,5160,15135,37628,9808,62571
0,2020-11-23,Monroe,2079,24,18,39,-,-,87,81,169,2023,136,2328
1,2020-11-23,Oconto,2739,-,5,52,-,-,42,155,111,2632,252,2995
2,2020-11-23,Oneida,1618,28,5,20,-,-,32,451,20,1533,601,2154
3,2020-11-23,Outagamie,10020,162,278,346,-,-,640,1662,773,9736,2599,13108
4,2020-11-23,Ozaukee,3805,84,65,13,-,-,123,284,159,3571,644,4374
5,2020-11-23,Pepin,403,-,-,-,-,-,8,25,10,398,30,438
6,2020-11-23,Pierce,1759,19,8,-,-,-,12,100,50,1679,170,1899
7,2020-11-23,Polk,1741,-,-,24,-,-,17,155,22,1619,300,1941
8,2020-11-23,Portage,3819,42,172,11,-,-,131,239,240,3608,566,4414
9,2020-11-23,Price,297,-,5,-,-,-,6,359,-,278,389,669
10,2020-11-23,Racine,9859,2097,101,71,-,-,771,250,2557,9891,701,13149
11,2020-11-23,Richland,586,-,10,-,-,-,30,194,49,538,236,823
12,2020-11-23,Rock,6733,449,109,31,-,-,839,585,1350,6298,1098,8746
13,2020-11-23,Rusk,341,7,-,-,-,-,7,400,12,409,338,759
15,2020-11-23,Sauk,2768,30,24,68,-,-,266,147,364,2656,283,3303
16,2020-11-23,Sawyer,543,-,-,121,-,-,24,100,7,646,142,795
17,2020-11-23,Shawano,2432,5,13,382,-,-,103,611,119,2440,987,3546
18,2020-11-23,Sheboygan,6096,501,356,47,-,-,335,1015,857,5736,1757,8350
14,2020-11-23,St. Croix,3370,20,24,6,-,-,60,554,118,3184,732,4034
19,2020-11-23,Taylor,1015,-,-,-,-,-,7,38,60,956,46,1062
20,2020-11-23,Trempealeau,1829,19,11,7,-,-,119,216,337,1569,295,2201
21,2020-11-23,Vernon,940,-,-,-,-,-,11,42,18,913,70,1001
22,2020-11-23,Vilas,793,-,-,110,-,-,19,205,13,838,280,1131
23,2020-11-23,Walworth,4445,88,21,24,-,-,321,571,836,3783,851,5470
24,2020-11-23,Washburn,557,-,-,5,-,-,-,18,9,564,11,584
25,2020-11-23,Washington,7361,93,64,22,-,-,180,362,268,5873,1941,8082
26,2020-11-23,Waukesha,19778,426,372,70,-,-,1010,2116,1539,16447,5786,23772
27,2020-11-23,Waupaca,2837,13,11,19,-,-,185,447,120,2623,769,3512
28,2020-11-23,Waushara,1375,111,12,20,-,-,93,80,246,1200,245,1691
29,2020-11-23,Winnebago,10281,547,323,89,-,-,531,789,691,9818,2051,12560
30,2020-11-23,Wood,3232,23,44,39,-,-,110,425,140,3075,658,3873
