,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-15,Adams,1066,8,7,7,-,-,36,82,63,915,228,1206
1,2020-12-15,Ashland,593,-,-,132,-,-,14,150,6,684,203,893
2,2020-12-15,Barron,3006,157,11,18,-,-,174,684,202,3202,646,4050
3,2020-12-15,Bayfield,560,-,-,91,-,-,21,167,7,605,231,843
4,2020-12-15,Brown,18551,886,682,1027,-,-,1753,1648,3661,17926,2960,24547
5,2020-12-15,Buffalo,869,8,-,-,-,-,13,19,22,865,24,911
6,2020-12-15,Burnett,775,-,-,48,-,-,14,79,9,814,97,920
7,2020-12-15,Calumet,3711,38,56,19,-,-,168,424,273,3349,794,4416
8,2020-12-15,Chippewa,4370,227,59,47,-,-,68,705,88,4505,883,5476
9,2020-12-15,Clark,1403,-,-,-,-,-,40,1073,261,1547,716,2524
10,2020-12-15,Columbia,3248,189,20,47,-,-,205,183,257,2805,830,3892
11,2020-12-15,Crawford,1206,175,11,10,-,-,34,35,46,1278,147,1471
12,2020-12-15,Dane,22233,2435,1142,245,-,-,3902,725,4776,23441,2465,30682
13,2020-12-15,Dodge,6943,926,74,88,-,-,621,1072,879,6292,2553,9724
14,2020-12-15,Door,1590,11,10,-,-,-,38,138,108,1496,187,1791
15,2020-12-15,Douglas,2197,36,16,27,-,-,51,370,44,2129,524,2697
16,2020-12-15,Dunn,2723,21,83,12,-,-,67,276,47,2750,385,3182
17,2020-12-15,Eau Claire,7338,129,302,25,-,-,200,543,229,7653,655,8537
18,2020-12-15,Florence,277,-,-,-,-,-,8,92,-,253,125,380
19,2020-12-15,Fond du Lac,8285,252,110,49,-,-,296,682,709,7474,1491,9674
20,2020-12-15,Forest,576,-,-,160,-,-,11,33,5,715,63,783
21,2020-12-15,Grant,3195,26,20,-,-,-,116,504,151,3030,683,3864
22,2020-12-15,Green,1902,8,7,-,-,-,65,39,126,1771,126,2023
23,2020-12-15,Green Lake,1164,6,-,6,-,-,47,77,109,1021,170,1300
24,2020-12-15,Iowa,1431,9,6,-,-,-,25,30,29,1399,75,1503
25,2020-12-15,Iron,320,-,-,5,-,-,6,67,8,271,121,400
26,2020-12-15,Jackson,1561,136,24,211,-,-,44,106,81,1847,154,2082
27,2020-12-15,Jefferson,4821,70,33,58,-,-,487,610,838,4292,949,6079
28,2020-12-15,Juneau,1472,177,16,57,-,-,57,430,81,1540,588,2209
29,2020-12-15,Kenosha,8117,779,143,30,-,-,880,1199,1774,6454,2920,11148
30,2020-12-15,Kewaunee,1634,8,-,8,-,-,40,172,75,1498,292,1865
31,2020-12-15,La Crosse,7431,152,401,23,-,-,191,1022,148,7490,1582,9220
32,2020-12-15,Lafayette,993,-,-,-,-,-,84,74,153,893,111,1157
