,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
46,2020-12-05,Outagamie,10895,191,320,381,-,-,677,1772,821,10583,2832,14236
47,2020-12-05,Ozaukee,4439,92,74,14,-,-,139,341,177,4112,810,5099
50,2020-12-05,Pepin,473,-,-,-,-,-,11,27,12,472,29,513
51,2020-12-05,Pierce,2185,22,10,-,-,-,20,114,61,2093,199,2353
52,2020-12-05,Polk,2105,5,-,24,-,-,24,198,32,1927,400,2359
53,2020-12-05,Portage,4230,46,181,14,-,-,142,261,258,3984,632,4874
54,2020-12-05,Price,365,-,15,-,-,-,6,399,-,345,441,788
55,2020-12-05,Racine,11085,2305,127,80,-,-,877,293,2840,11101,826,14767
69,2020-12-05,Richland,655,-,10,-,-,-,33,215,57,599,260,916
70,2020-12-05,Rock,7688,494,129,35,-,-,928,610,1517,7250,1117,9884
32,2020-12-05,Rusk,430,7,-,-,-,-,7,505,17,553,383,953
35,2020-12-05,Sauk,3160,35,25,77,-,-,303,173,420,3014,339,3773
38,2020-12-05,Sawyer,651,5,5,156,-,-,26,115,11,788,159,958
42,2020-12-05,Shawano,2599,5,17,387,-,-,105,619,122,2574,1036,3732
48,2020-12-05,Sheboygan,7009,516,484,50,-,-,365,1121,962,6608,1975,9545
33,2020-12-05,St. Croix,3831,26,30,7,-,-,66,592,123,3619,810,4552
49,2020-12-05,Taylor,1235,-,-,-,-,-,8,52,62,1157,80,1299
57,2020-12-05,Trempealeau,2162,20,11,8,-,-,131,239,365,1881,325,2571
58,2020-12-05,Vernon,1149,-,5,-,-,-,14,48,24,1121,76,1221
59,2020-12-05,Vilas,937,-,-,153,-,-,21,231,16,1014,317,1347
60,2020-12-05,Walworth,5160,96,23,27,-,-,376,682,958,4362,1044,6364
61,2020-12-05,Washburn,733,-,-,7,-,-,-,25,10,746,14,770
62,2020-12-05,Washington,8650,115,97,29,-,-,211,432,299,6750,2485,9534
63,2020-12-05,Waukesha,23530,501,445,76,-,-,1182,2394,1822,19489,6817,28128
11,2020-12-05,Waupaca,3069,15,11,22,-,-,197,475,123,2823,843,3789
15,2020-12-05,Waushara,1467,113,12,21,-,-,95,86,264,1271,259,1794
17,2020-12-05,Winnebago,11178,585,361,98,-,-,566,827,744,10660,2211,13615
24,2020-12-05,Wood,3843,26,64,41,-,-,133,508,188,3683,744,4615
