,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-13,Adams,1051,7,7,7,-,-,36,79,63,906,218,1187
1,2020-12-13,Ashland,583,-,-,129,-,-,14,144,6,670,198,874
2,2020-12-13,Barron,2980,157,11,18,-,-,174,681,202,3174,645,4021
3,2020-12-13,Bayfield,542,-,-,87,-,-,21,165,7,587,225,819
4,2020-12-13,Brown,18383,878,666,1010,-,-,1748,1647,3645,17749,2938,24332
5,2020-12-13,Buffalo,862,8,-,-,-,-,13,19,22,858,24,904
6,2020-12-13,Burnett,767,-,-,48,-,-,13,80,8,807,97,912
7,2020-12-13,Calumet,3686,38,56,19,-,-,165,417,269,3328,784,4381
8,2020-12-13,Chippewa,4321,227,58,46,-,-,68,704,88,4459,877,5424
9,2020-12-13,Clark,1403,-,-,-,-,-,37,1058,260,1536,710,2506
10,2020-12-13,Columbia,3228,189,20,46,-,-,203,181,254,2782,831,3867
11,2020-12-13,Crawford,1198,175,11,10,-,-,34,35,46,1270,147,1463
12,2020-12-13,Dane,22081,2418,1129,244,-,-,3879,723,4749,23276,2449,30474
13,2020-12-13,Dodge,6907,924,74,88,-,-,616,1065,876,6251,2547,9674
14,2020-12-13,Door,1585,11,10,-,-,-,38,138,108,1491,187,1786
15,2020-12-13,Douglas,2131,35,15,27,-,-,50,361,44,2066,509,2619
16,2020-12-13,Dunn,2699,21,84,10,-,-,67,275,47,2733,376,3156
17,2020-12-13,Eau Claire,7287,128,297,25,-,-,199,550,223,7608,655,8486
18,2020-12-13,Florence,275,-,-,-,-,-,8,92,-,250,125,377
19,2020-12-13,Fond du Lac,8196,250,109,49,-,-,292,683,707,7392,1480,9579
20,2020-12-13,Forest,577,-,-,158,-,-,11,33,5,714,63,782
21,2020-12-13,Grant,3175,26,20,-,-,-,116,498,150,3016,672,3838
22,2020-12-13,Green,1892,8,7,-,-,-,64,39,126,1760,126,2012
23,2020-12-13,Green Lake,1153,6,-,6,-,-,46,76,109,1011,167,1287
24,2020-12-13,Iowa,1412,8,6,-,-,-,25,30,29,1379,75,1483
25,2020-12-13,Iron,320,-,-,5,-,-,6,65,8,270,120,398
26,2020-12-13,Jackson,1545,136,24,208,-,-,44,105,81,1828,153,2062
27,2020-12-13,Jefferson,4756,70,33,56,-,-,485,607,829,4238,940,6007
28,2020-12-13,Juneau,1450,177,16,57,-,-,56,424,80,1521,579,2180
29,2020-12-13,Kenosha,7951,766,139,30,-,-,866,1163,1748,6330,2837,10915
30,2020-12-13,Kewaunee,1612,7,-,8,-,-,40,169,75,1478,286,1839
31,2020-12-13,La Crosse,7350,150,400,19,-,-,190,1007,147,7407,1562,9116
32,2020-12-13,Lafayette,987,-,-,-,-,-,84,74,153,887,111,1151
33,2020-12-13,Langlade,1454,9,-,13,-,-,28,153,39,743,876,1658
34,2020-12-13,Lincoln,1739,14,12,5,-,-,36,385,33,1461,697,2191
35,2020-12-13,Manitowoc,4541,58,90,20,-,-,97,694,333,4164,1003,5500
36,2020-12-13,Marathon,8934,115,677,40,-,-,211,953,394,6362,4174,10930
37,2020-12-13,Marinette,2955,11,13,11,-,-,95,206,52,2869,370,3291
38,2020-12-13,Marquette,1018,9,-,-,-,-,36,33,81,771,248,1100
39,2020-12-13,Menominee,30,-,-,590,-,-,12,9,7,604,31,642
