date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
2020-11-03,Adams,540,-,-,-,-,-,21,34,49,474,84,607
2020-11-03,Ashland,204,-,-,50,-,-,-,63,-,222,100,324
2020-11-03,Barron,1011,118,5,5,-,-,127,158,163,1091,170,1424
2020-11-03,Bayfield,186,-,-,44,-,-,10,70,-,221,88,311
2020-11-03,Brown,12041,665,416,666,-,-,1468,1302,2990,11489,2079,16558
2020-11-03,Buffalo,339,5,-,-,-,-,7,-,16,333,6,355
2020-11-03,Burnett,280,-,-,21,-,-,9,32,-,305,37,346
2020-11-03,Calumet,2481,31,36,10,-,-,110,292,191,2272,497,2960
2020-11-03,Chippewa,1775,45,19,9,-,-,19,261,26,1771,331,2128
2020-11-03,Clark,668,-,-,-,-,-,17,382,171,588,310,1069
2020-11-03,Columbia,1701,59,9,20,-,-,124,99,148,1464,400,2012
2020-11-03,Crawford,385,-,-,-,-,-,-,19,-,383,26,412
2020-11-03,Dane,12452,1189,585,114,-,-,2054,374,2281,13258,1229,16768
2020-11-03,Dodge,3397,382,41,46,-,-,417,698,554,2950,1477,4981
2020-11-03,Door,856,6,8,-,-,-,23,96,66,805,119,990
2020-11-03,Douglas,677,21,5,8,-,-,16,161,20,652,216,888
2020-11-03,Dunn,1059,12,36,-,-,-,36,137,24,1073,187,1284
2020-11-03,Eau Claire,3635,76,136,15,-,-,124,239,122,3779,324,4225
2020-11-03,Florence,170,-,-,-,-,-,-,53,-,157,71,228
2020-11-03,Fond du Lac,4593,121,52,15,-,-,164,524,501,4036,932,5469
2020-11-03,Forest,386,-,-,105,-,-,-,22,-,474,42,518
2020-11-03,Grant,1783,9,9,-,-,-,61,293,86,1704,367,2157
2020-11-03,Green,1002,5,-,-,-,-,31,24,76,937,55,1068
2020-11-03,Green Lake,749,5,-,-,-,-,33,52,89,647,107,843
2020-11-03,Iowa,582,-,-,-,-,-,11,19,18,570,32,620
2020-11-03,Iron,177,-,-,-,-,-,-,40,7,146,71,224
2020-11-03,Jackson,520,47,8,65,-,-,11,15,34,598,34,666
2020-11-03,Jefferson,2473,39,20,37,-,-,294,289,557,2178,417,3152
2020-11-03,Juneau,616,57,-,23,-,-,21,184,27,630,247,904
2020-11-03,Kenosha,4124,476,72,14,-,-,461,640,1125,3343,1319,5787
2020-11-03,Kewaunee,1043,-,-,-,-,-,40,125,65,952,202,1219
2020-11-03,La Crosse,3646,91,204,9,-,-,112,678,71,3655,1014,4740
2020-11-03,Lafayette,491,-,-,-,-,-,70,49,127,435,53,615
2020-11-03,Langlade,988,7,-,8,-,-,18,92,21,556,536,1113
2020-11-03,Lincoln,845,-,5,-,-,-,18,160,15,690,328,1033
2020-11-03,Manitowoc,2684,27,45,10,-,-,56,383,221,2455,529,3205
2020-11-03,Marathon,4697,63,317,18,-,-,123,486,239,3157,2308,5704
2020-11-03,Marinette,1759,11,9,7,-,-,67,125,43,1743,192,1978
2020-11-03,Marquette,675,-,-,-,-,-,25,22,59,531,136,726
2020-11-03,Menominee,18,-,-,321,-,-,9,6,-,332,19,355
2020-11-03,Milwaukee,23391,10404,1642,316,-,-,5225,3967,11946,26273,6726,44945
2020-11-03,Monroe,1192,12,11,22,-,-,68,42,148,1128,71,1347
2020-11-03,Oconto,2135,-,-,33,-,-,36,131,98,2034,207,2339
2020-11-03,Oneida,1049,-,-,15,-,-,22,321,18,960,435,1413
2020-11-03,Outagamie,7735,114,197,262,-,-,473,1333,617,7552,1945,10114
2020-11-03,Ozaukee,2299,57,49,10,-,-,71,149,116,2234,285,2635
2020-11-03,Pepin,172,-,-,-,-,-,7,11,10,166,16,192
2020-11-03,Pierce,811,17,-,-,-,-,5,45,39,781,63,883
2020-11-03,Polk,645,-,-,-,-,-,7,50,10,626,73,709
2020-11-03,Portage,2671,36,160,6,-,-,96,169,185,2569,384,3138
2020-11-03,Price,201,-,-,-,-,-,-,218,-,175,249,425
2020-11-03,Racine,6232,1533,56,29,-,-,543,172,1879,6279,407,8565
2020-11-03,Richland,362,-,5,-,-,-,23,141,40,331,162,533
2020-11-03,Rock,4453,339,78,23,-,-,556,427,959,4186,731,5876
2020-11-03,Rusk,144,-,-,-,-,-,-,142,8,153,129,290
2020-11-03,Sauk,1734,23,15,40,-,-,199,85,283,1655,158,2096
2020-11-03,Sawyer,288,-,-,70,-,-,17,51,5,342,84,431
2020-11-03,Shawano,1867,5,7,288,-,-,89,485,105,1881,755,2741
2020-11-03,Sheboygan,3982,463,182,37,-,-,209,673,612,3820,1114,5546
2020-11-03,St. Croix,1906,15,14,-,-,-,42,276,92,1820,343,2255
2020-11-03,Taylor,576,-,-,-,-,-,6,13,51,532,14,597
2020-11-03,Trempealeau,976,10,7,-,-,-,96,106,270,799,129,1198
2020-11-03,Vernon,523,-,-,-,-,-,7,27,10,505,47,562
2020-11-03,Vilas,481,-,-,54,-,-,11,123,10,496,167,673
2020-11-03,Walworth,2974,62,14,19,-,-,251,364,686,2524,474,3684
2020-11-03,Washburn,275,-,-,-,-,-,-,-,5,276,-,284
2020-11-03,Washington,4662,48,38,12,-,-,127,151,197,3982,859,5038
2020-11-03,Waukesha,11464,270,228,38,-,-,567,1320,940,9735,3212,13887
2020-11-03,Waupaca,2159,12,9,14,-,-,155,336,102,2019,564,2685
2020-11-03,Waushara,1050,90,9,16,-,-,78,61,190,943,171,1304
2020-11-03,Winnebago,7948,392,237,71,-,-,398,618,552,7612,1500,9664
2020-11-03,Wood,1811,9,24,24,-,-,58,125,71,1661,319,2051
