,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-10,Adams,1032,7,7,7,-,-,36,77,63,890,213,1166
1,2020-12-10,Ashland,550,-,-,124,-,-,14,137,6,630,193,829
2,2020-12-10,Barron,2906,157,10,18,-,-,173,667,202,3098,631,3931
3,2020-12-10,Bayfield,518,-,-,86,-,-,21,158,7,565,215,787
4,2020-12-10,Brown,18144,867,650,979,-,-,1737,1644,3622,17475,2924,24021
5,2020-12-10,Buffalo,853,8,-,-,-,-,11,19,21,849,23,893
6,2020-12-10,Burnett,737,-,-,47,-,-,13,75,7,774,95,876
7,2020-12-10,Calumet,3615,37,56,18,-,-,161,406,265,3262,766,4293
8,2020-12-10,Chippewa,4241,222,57,45,-,-,67,682,88,4365,861,5314
9,2020-12-10,Clark,1373,-,-,-,-,-,37,1025,255,1490,698,2443
10,2020-12-10,Columbia,3122,188,20,44,-,-,203,183,245,2691,824,3760
11,2020-12-10,Crawford,1174,177,11,10,-,-,34,35,47,1249,145,1441
12,2020-12-10,Dane,21628,2373,1105,238,-,-,3834,686,4647,22808,2409,29864
13,2020-12-10,Dodge,6679,883,71,84,-,-,605,1061,862,6020,2501,9383
14,2020-12-10,Door,1552,11,10,-,-,-,38,136,108,1459,184,1751
15,2020-12-10,Douglas,2020,34,12,27,-,-,53,349,41,1954,500,2495
16,2020-12-10,Dunn,2614,21,82,10,-,-,66,270,47,2643,373,3063
17,2020-12-10,Eau Claire,7150,127,293,24,-,-,197,535,218,7459,649,8326
18,2020-12-10,Florence,271,-,-,-,-,-,7,92,-,246,124,372
19,2020-12-10,Fond du Lac,8001,244,107,48,-,-,285,672,692,7229,1436,9357
20,2020-12-10,Forest,566,-,-,158,-,-,11,33,5,703,63,771
21,2020-12-10,Grant,3114,24,19,-,-,-,115,490,147,2955,663,3765
22,2020-12-10,Green,1816,7,6,-,-,-,61,36,123,1689,116,1928
23,2020-12-10,Green Lake,1120,6,-,6,-,-,43,74,108,978,163,1249
24,2020-12-10,Iowa,1364,7,6,-,-,-,25,30,29,1330,75,1434
25,2020-12-10,Iron,306,-,-,5,-,-,6,64,8,256,119,383
26,2020-12-10,Jackson,1501,136,23,208,-,-,43,101,81,1781,150,2012
27,2020-12-10,Jefferson,4643,69,33,55,-,-,481,591,820,4135,917,5872
28,2020-12-10,Juneau,1406,176,16,53,-,-,55,405,77,1480,554,2111
29,2020-12-10,Kenosha,7708,751,131,29,-,-,846,1127,1714,6124,2754,10592
30,2020-12-10,Kewaunee,1574,6,-,8,-,-,40,164,75,1444,276,1795
31,2020-12-10,La Crosse,7217,148,389,18,-,-,188,988,142,7262,1544,8948
32,2020-12-10,Lafayette,966,-,-,-,-,-,84,74,152,870,108,1130
33,2020-12-10,Langlade,1432,9,-,12,-,-,27,149,39,735,856,1630
34,2020-12-10,Lincoln,1686,13,12,5,-,-,34,373,31,1423,669,2123
35,2020-12-10,Manitowoc,4442,54,89,19,-,-,98,672,331,4069,974,5374
36,2020-12-10,Marathon,8728,116,658,40,-,-,206,929,384,6185,4108,10677
37,2020-12-10,Marinette,2898,11,13,11,-,-,93,204,50,2815,365,3230
38,2020-12-10,Marquette,1003,9,-,-,-,-,36,33,81,759,245,1085
39,2020-12-10,Menominee,30,-,-,561,-,-,12,9,7,575,31,613
40,2020-12-10,Milwaukee,40855,16737,2927,539,-,-,8273,5872,17893,45657,11653,75203
41,2020-12-10,Monroe,2641,31,22,53,-,-,97,106,187,2587,176,2950
42,2020-12-10,Oconto,3139,-,6,55,-,-,48,169,118,3018,283,3419
43,2020-12-10,Oneida,1909,30,8,21,-,-,40,526,24,1831,679,2534
44,2020-12-10,Outagamie,11220,195,328,395,-,-,708,1815,840,10893,2928,14661
45,2020-12-10,Ozaukee,4684,96,78,15,-,-,140,360,185,4349,839,5373
46,2020-12-10,Pepin,496,-,-,-,-,-,13,27,14,494,30,538
47,2020-12-10,Pierce,2336,23,10,-,-,-,25,119,62,2240,213,2515
48,2020-12-10,Polk,2277,5,-,27,-,-,25,225,34,2071,457,2562
49,2020-12-10,Portage,4370,47,184,17,-,-,144,275,266,4116,655,5037
50,2020-12-10,Price,384,-,15,-,-,-,7,421,-,367,461,830
51,2020-12-10,Racine,11527,2380,132,82,-,-,906,319,2919,11544,883,15346
52,2020-12-10,Richland,690,-,11,-,-,-,33,218,57,631,267,955
53,2020-12-10,Rock,8040,538,133,37,-,-,970,620,1582,7619,1137,10338
54,2020-12-10,Rusk,450,7,-,-,-,-,7,525,17,586,390,993
55,2020-12-10,Sauk,3308,39,26,80,-,-,309,177,438,3144,357,3939
56,2020-12-10,Sawyer,686,5,5,165,-,-,27,119,13,831,163,1007
57,2020-12-10,Shawano,2660,5,19,412,-,-,110,640,125,2649,1072,3846
58,2020-12-10,Sheboygan,7312,521,508,51,-,-,377,1174,987,6879,2077,9943
59,2020-12-10,St. Croix,4021,29,33,7,-,-,70,599,128,3816,815,4759
60,2020-12-10,Taylor,1338,-,-,-,-,-,8,71,62,1270,91,1423
61,2020-12-10,Trempealeau,2241,21,11,8,-,-,139,249,370,1955,344,2669
62,2020-12-10,Vernon,1223,-,5,-,-,-,15,53,25,1195,81,1301
63,2020-12-10,Vilas,963,-,-,161,-,-,23,247,16,1047,336,1399
64,2020-12-10,Walworth,5423,101,25,31,-,-,393,714,1015,4568,1104,6687
65,2020-12-10,Washburn,802,-,-,7,-,-,-,29,10,818,15,843
66,2020-12-10,Washington,9067,121,102,29,-,-,220,447,308,7061,2617,9986
67,2020-12-10,Waukesha,24734,520,473,78,-,-,1240,2454,1901,20493,7105,29499
68,2020-12-10,Waupaca,3111,15,11,23,-,-,198,489,124,2865,858,3847
69,2020-12-10,Waushara,1473,114,12,22,-,-,95,87,264,1278,261,1803
70,2020-12-10,Winnebago,11462,612,369,100,-,-,583,830,759,10936,2261,13956
71,2020-12-10,Wood,4025,29,68,43,-,-,132,554,198,3894,759,4851
