,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-03,Adams,966,7,7,7,-,-,35,69,59,847,185,1091
1,2020-12-03,Ashland,486,-,-,114,-,-,10,124,5,557,176,738
2,2020-12-03,Barron,2748,154,10,18,-,-,165,626,201,2924,596,3721
3,2020-12-03,Bayfield,462,-,-,81,-,-,17,143,7,503,197,707
4,2020-12-03,Brown,17373,844,611,941,-,-,1700,1617,3565,16674,2847,23086
5,2020-12-03,Buffalo,802,7,-,-,-,-,10,18,21,797,21,839
6,2020-12-03,Burnett,659,-,-,48,-,-,11,74,6,697,93,796
7,2020-12-03,Calumet,3468,37,55,16,-,-,149,392,252,3138,727,4117
8,2020-12-03,Chippewa,4007,196,52,43,-,-,58,634,85,4116,789,4990
9,2020-12-03,Clark,1270,-,-,-,-,-,36,921,244,1337,654,2235
10,2020-12-03,Columbia,2949,185,20,43,-,-,187,171,227,2554,774,3555
11,2020-12-03,Crawford,1093,167,12,10,-,-,32,33,44,1167,136,1347
12,2020-12-03,Dane,20437,2206,1040,226,-,-,3658,659,4379,21591,2256,28226
13,2020-12-03,Dodge,6149,727,68,79,-,-,564,1035,817,5477,2328,8622
14,2020-12-03,Door,1441,11,10,-,-,-,34,133,108,1353,172,1633
15,2020-12-03,Douglas,1749,34,11,20,-,-,39,333,38,1689,459,2186
16,2020-12-03,Dunn,2462,20,70,10,-,-,65,259,47,2482,357,2886
17,2020-12-03,Eau Claire,6842,126,266,23,-,-,186,513,193,7133,630,7956
18,2020-12-03,Florence,246,-,-,-,-,-,6,80,-,220,113,334
19,2020-12-03,Fond du Lac,7432,221,102,35,-,-,256,656,665,6717,1320,8702
20,2020-12-03,Forest,538,-,-,156,-,-,11,30,5,673,60,738
21,2020-12-03,Grant,2941,21,16,-,-,-,111,473,146,2794,624,3564
22,2020-12-03,Green,1657,7,6,-,-,-,60,34,120,1539,107,1766
23,2020-12-03,Green Lake,1077,6,-,6,-,-,43,72,105,941,158,1204
24,2020-12-03,Iowa,1267,7,5,-,-,-,24,27,29,1234,69,1332
25,2020-12-03,Iron,289,-,-,5,-,-,5,63,8,239,117,364
26,2020-12-03,Jackson,1354,91,19,188,-,-,34,85,65,1575,131,1771
27,2020-12-03,Jefferson,4338,68,33,53,-,-,445,548,785,3854,846,5485
28,2020-12-03,Juneau,1307,173,15,51,-,-,54,371,76,1381,514,1971
29,2020-12-03,Kenosha,7115,705,125,25,-,-,788,1060,1605,5708,2505,9818
30,2020-12-03,Kewaunee,1489,6,-,8,-,-,41,158,75,1366,264,1705
31,2020-12-03,La Crosse,6733,141,367,17,-,-,172,970,129,6777,1494,8400
32,2020-12-03,Lafayette,923,-,-,-,-,-,82,74,151,829,105,1085
33,2020-12-03,Langlade,1373,9,-,11,-,-,26,142,38,714,810,1562
34,2020-12-03,Lincoln,1601,11,12,5,-,-,33,334,29,1355,612,1996
35,2020-12-03,Manitowoc,4143,52,83,17,-,-,87,640,305,3787,930,5022
36,2020-12-03,Marathon,8206,112,593,38,-,-,191,879,359,5719,3941,10019
37,2020-12-03,Marinette,2709,11,13,10,-,-,89,195,49,2630,348,3027
38,2020-12-03,Marquette,961,9,-,-,-,-,37,30,81,725,234,1040
39,2020-12-03,Menominee,28,-,-,529,-,-,11,9,-,543,31,578
40,2020-12-03,Milwaukee,38342,15648,2676,514,-,-,7780,5568,16862,42787,10879,70528
41,2020-12-03,Monroe,2430,27,22,44,-,-,95,95,180,2374,159,2713
42,2020-12-03,Oconto,2934,-,6,54,-,-,43,161,113,2824,263,3200
43,2020-12-03,Oneida,1782,28,7,20,-,-,40,493,22,1694,654,2370
44,2020-12-03,Outagamie,10703,179,313,377,-,-,671,1747,812,10389,2789,13990
45,2020-12-03,Ozaukee,4295,90,71,14,-,-,137,332,173,4000,766,4939
46,2020-12-03,Pepin,471,-,-,-,-,-,11,27,12,467,32,511
47,2020-12-03,Pierce,2106,20,10,-,-,-,20,112,58,2019,193,2270
48,2020-12-03,Polk,2043,5,-,24,-,-,22,189,29,1875,382,2286
49,2020-12-03,Portage,4169,44,180,12,-,-,141,263,256,3932,621,4809
50,2020-12-03,Price,352,-,14,-,-,-,6,393,-,342,424,768
51,2020-12-03,Racine,10839,2254,117,76,-,-,858,285,2789,10851,789,14429
52,2020-12-03,Richland,644,-,10,-,-,-,31,209,52,588,257,897
53,2020-12-03,Rock,7492,489,126,34,-,-,914,605,1482,7063,1115,9660
54,2020-12-03,Rusk,415,7,-,-,-,-,7,484,17,526,374,917
55,2020-12-03,Sauk,3100,34,25,74,-,-,292,164,404,2957,328,3689
56,2020-12-03,Sawyer,633,-,5,151,-,-,26,112,9,763,158,930
57,2020-12-03,Shawano,2579,5,16,400,-,-,109,632,123,2572,1046,3741
58,2020-12-03,Sheboygan,6872,513,462,50,-,-,358,1108,947,6464,1952,9363
59,2020-12-03,St. Croix,3769,26,30,7,-,-,63,585,121,3565,794,4480
60,2020-12-03,Taylor,1181,-,-,-,-,-,8,50,63,1111,68,1242
61,2020-12-03,Trempealeau,2097,20,11,8,-,-,127,235,354,1825,319,2498
62,2020-12-03,Vernon,1122,-,5,-,-,-,13,47,23,1088,80,1191
63,2020-12-03,Vilas,904,-,-,145,-,-,21,228,16,974,313,1303
64,2020-12-03,Walworth,5031,92,23,25,-,-,360,664,926,4265,1004,6195
65,2020-12-03,Washburn,705,-,-,7,-,-,-,22,10,716,13,739
66,2020-12-03,Washington,8367,113,90,28,-,-,203,424,295,6564,2366,9225
67,2020-12-03,Waukesha,22761,493,428,75,-,-,1144,2381,1768,18819,6695,27282
68,2020-12-03,Waupaca,3035,15,11,22,-,-,194,470,123,2795,829,3747
69,2020-12-03,Waushara,1446,112,12,20,-,-,94,87,260,1252,259,1771
70,2020-12-03,Winnebago,10986,579,356,95,-,-,561,817,731,10483,2180,13394
71,2020-12-03,Wood,3703,26,54,41,-,-,124,469,178,3531,708,4417
