,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
6,2020-11-10,Adams,668,5,5,5,-,-,28,40,54,589,108,751
25,2020-11-10,Ashland,278,-,-,62,-,-,-,81,-,302,124,429
18,2020-11-10,Barron,1432,145,6,6,-,-,134,268,176,1525,290,1991
36,2020-11-10,Bayfield,263,-,-,52,-,-,12,103,5,296,130,431
67,2020-11-10,Brown,13328,729,464,758,-,-,1532,1433,3189,12703,2352,18244
54,2020-11-10,Buffalo,450,6,-,-,-,-,7,-,18,439,9,466
0,2020-11-10,Burnett,347,-,-,27,-,-,9,47,-,378,52,434
19,2020-11-10,Calumet,2751,33,42,10,-,-,120,317,204,2507,562,3273
14,2020-11-10,Chippewa,2436,117,25,22,-,-,22,362,54,2412,518,2984
46,2020-11-10,Clark,812,-,-,-,-,-,22,527,193,734,438,1365
64,2020-11-10,Columbia,2024,77,11,25,-,-,144,123,170,1732,502,2404
42,2020-11-10,Crawford,505,5,-,-,-,-,5,22,5,503,33,541
60,2020-11-10,Dane,14390,1383,676,149,-,-,2459,437,2805,15212,1477,19494
11,2020-11-10,Dodge,4084,458,49,49,-,-,457,815,621,3559,1732,5912
32,2020-11-10,Door,1064,6,8,-,-,-,27,123,83,1002,145,1230
7,2020-11-10,Douglas,844,23,6,10,-,-,21,193,22,808,267,1097
37,2020-11-10,Dunn,1399,12,41,5,-,-,42,162,31,1404,226,1661
55,2020-11-10,Eau Claire,4475,97,159,20,-,-,145,327,141,4651,431,5223
29,2020-11-10,Florence,192,-,-,-,-,-,-,61,-,175,83,258
47,2020-11-10,Fond du Lac,5449,140,68,17,-,-,178,581,539,4869,1025,6433
26,2020-11-10,Forest,445,-,-,124,-,-,6,23,-,549,47,599
43,2020-11-10,Grant,2083,12,9,-,-,-,73,333,99,1998,415,2512
65,2020-11-10,Green,1166,5,5,-,-,-,41,28,94,1086,67,1247
12,2020-11-10,Green Lake,845,6,-,5,-,-,38,59,93,738,122,953
1,2020-11-10,Iowa,757,5,-,-,-,-,17,20,25,739,40,804
20,2020-11-10,Iron,218,-,-,-,-,-,-,49,7,179,88,274
38,2020-11-10,Jackson,711,62,10,103,-,-,20,25,47,823,61,931
50,2020-11-10,Jefferson,2920,43,25,42,-,-,338,347,627,2576,512,3715
61,2020-11-10,Juneau,900,140,7,41,-,-,35,234,57,966,334,1357
8,2020-11-10,Kenosha,4787,529,79,16,-,-,535,760,1217,3837,1652,6706
56,2020-11-10,Kewaunee,1146,-,-,5,-,-,40,135,68,1047,218,1333
68,2020-11-10,La Crosse,4372,98,235,10,-,-,125,786,84,4371,1171,5626
27,2020-11-10,Lafayette,604,-,-,-,-,-,73,63,138,531,76,745
44,2020-11-10,Langlade,1114,8,-,8,-,-,19,103,25,607,620,1252
30,2020-11-10,Lincoln,1082,7,9,-,-,-,25,211,19,885,432,1336
48,2020-11-10,Manitowoc,3080,33,54,13,-,-,63,431,228,2829,617,3674
2,2020-11-10,Marathon,5849,75,409,29,-,-,143,591,280,3906,2910,7096
