,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
15,2020-11-10,Marinette,1998,11,10,8,-,-,75,140,42,1970,230,2242
21,2020-11-10,Marquette,798,-,-,-,-,-,29,25,66,625,165,856
39,2020-11-10,Menominee,21,-,-,389,-,-,9,6,5,400,22,427
57,2020-11-10,Milwaukee,27149,11545,1869,361,-,-,5775,4410,12969,30161,7979,51109
3,2020-11-10,Monroe,1461,15,12,27,-,-,70,47,152,1398,82,1632
66,2020-11-10,Oconto,2362,-,-,46,-,-,38,148,103,2263,233,2599
13,2020-11-10,Oneida,1239,5,-,15,-,-,22,363,18,1137,492,1647
33,2020-11-10,Outagamie,8682,125,224,295,-,-,547,1459,683,8431,2218,11332
22,2020-11-10,Ozaukee,2833,66,52,11,-,-,99,199,130,2670,460,3260
51,2020-11-10,Pepin,244,-,-,-,-,-,7,16,10,240,19,269
69,2020-11-10,Pierce,1090,17,5,-,-,-,7,68,44,1042,102,1188
16,2020-11-10,Polk,971,-,-,9,-,-,9,66,15,943,101,1059
62,2020-11-10,Portage,3114,38,163,7,-,-,105,185,201,2943,468,3612
40,2020-11-10,Price,227,-,-,-,-,-,-,271,-,196,309,506
58,2020-11-10,Racine,7483,1704,69,39,-,-,621,209,2059,7479,587,10125
34,2020-11-10,Richland,437,-,10,-,-,-,23,156,42,403,183,628
4,2020-11-10,Rock,5208,366,84,26,-,-,657,471,1126,4880,806,6812
9,2020-11-10,Rusk,189,-,-,-,-,-,-,218,8,194,211,413
23,2020-11-10,Sauk,2173,26,19,50,-,-,240,96,330,2081,193,2604
41,2020-11-10,Sawyer,358,-,-,84,-,-,19,63,5,418,107,530
28,2020-11-10,Shawano,2075,5,9,329,-,-,91,542,110,2090,851,3051
45,2020-11-10,Sheboygan,4576,470,224,43,-,-,246,777,679,4368,1289,6336
52,2020-11-10,St. Croix,2372,19,21,-,-,-,44,359,104,2280,435,2819
70,2020-11-10,Taylor,700,-,-,-,-,-,6,18,54,647,25,726
17,2020-11-10,Trempealeau,1185,12,10,-,-,-,99,131,283,994,164,1441
59,2020-11-10,Vernon,671,-,-,-,-,-,6,29,11,653,47,711
5,2020-11-10,Vilas,594,-,-,90,-,-,15,144,11,629,207,847
31,2020-11-10,Walworth,3519,76,17,22,-,-,271,433,731,2992,615,4338
63,2020-11-10,Washburn,342,-,-,-,-,-,-,9,5,343,8,356
10,2020-11-10,Washington,5649,67,51,14,-,-,148,219,214,4624,1310,6148
35,2020-11-10,Waukesha,13604,311,258,43,-,-,707,1513,1094,11418,3924,16436
53,2020-11-10,Waupaca,2479,13,10,17,-,-,165,379,111,2308,644,3063
49,2020-11-10,Waushara,1214,110,11,20,-,-,85,68,213,1086,209,1508
24,2020-11-10,Winnebago,8849,429,265,73,-,-,460,694,616,8407,1747,10770
71,2020-11-10,Wood,2296,12,32,28,-,-,81,213,95,2103,464,2662
