,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-12,Adams,1045,7,7,7,-,-,36,79,63,900,218,1181
1,2020-12-12,Ashland,576,-,-,128,-,-,14,142,6,662,196,864
2,2020-12-12,Barron,2962,157,11,18,-,-,174,679,202,3157,642,4001
3,2020-12-12,Bayfield,532,-,-,87,-,-,21,161,7,579,219,805
4,2020-12-12,Brown,18346,875,663,1002,-,-,1744,1647,3641,17700,2936,24277
5,2020-12-12,Buffalo,860,8,-,-,-,-,11,19,21,856,23,900
6,2020-12-12,Burnett,753,-,-,47,-,-,13,78,7,792,96,895
7,2020-12-12,Calumet,3665,38,56,19,-,-,163,415,268,3310,778,4356
8,2020-12-12,Chippewa,4307,227,58,46,-,-,68,702,88,4444,876,5408
9,2020-12-12,Clark,1401,-,-,-,-,-,37,1048,260,1526,708,2494
10,2020-12-12,Columbia,3200,189,20,46,-,-,204,183,254,2753,835,3842
11,2020-12-12,Crawford,1187,175,11,10,-,-,34,34,46,1258,147,1451
12,2020-12-12,Dane,21920,2405,1121,243,-,-,3858,703,4711,23113,2426,30250
13,2020-12-12,Dodge,6863,924,74,88,-,-,616,1071,874,6206,2556,9636
14,2020-12-12,Door,1578,11,10,-,-,-,38,137,108,1485,185,1778
15,2020-12-12,Douglas,2109,35,15,27,-,-,49,360,44,2045,506,2595
16,2020-12-12,Dunn,2671,21,83,10,-,-,67,275,47,2705,375,3127
17,2020-12-12,Eau Claire,7256,127,297,25,-,-,198,551,219,7578,657,8454
18,2020-12-12,Florence,273,-,-,-,-,-,8,92,-,248,125,375
19,2020-12-12,Fond du Lac,8171,249,109,49,-,-,292,683,706,7374,1473,9553
20,2020-12-12,Forest,576,-,-,158,-,-,11,33,5,713,63,781
21,2020-12-12,Grant,3166,25,20,-,-,-,116,497,149,3008,670,3827
22,2020-12-12,Green,1877,8,7,-,-,-,64,37,126,1743,126,1995
23,2020-12-12,Green Lake,1143,6,-,6,-,-,44,76,109,1002,164,1275
24,2020-12-12,Iowa,1405,8,6,-,-,-,25,30,29,1373,74,1476
25,2020-12-12,Iron,320,-,-,5,-,-,6,65,8,270,120,398
26,2020-12-12,Jackson,1541,136,24,208,-,-,44,103,81,1824,151,2056
27,2020-12-12,Jefferson,4714,69,33,56,-,-,482,602,827,4197,932,5956
28,2020-12-12,Juneau,1439,177,16,56,-,-,56,416,79,1511,570,2160
29,2020-12-12,Kenosha,7878,761,135,30,-,-,858,1155,1740,6255,2822,10817
30,2020-12-12,Kewaunee,1608,7,-,8,-,-,40,167,75,1475,283,1833
31,2020-12-12,La Crosse,7319,150,396,18,-,-,189,996,146,7372,1550,9068
32,2020-12-12,Lafayette,980,-,-,-,-,-,84,74,152,881,111,1144
33,2020-12-12,Langlade,1452,9,-,13,-,-,28,150,39,743,871,1653
34,2020-12-12,Lincoln,1728,13,12,5,-,-,35,383,32,1453,691,2176
35,2020-12-12,Manitowoc,4520,56,89,20,-,-,97,688,333,4142,995,5470
36,2020-12-12,Marathon,8872,115,671,40,-,-,208,947,390,6319,4144,10853
37,2020-12-12,Marinette,2942,11,13,11,-,-,94,205,51,2855,370,3276
38,2020-12-12,Marquette,1013,9,-,-,-,-,36,33,81,768,246,1095
39,2020-12-12,Menominee,30,-,-,586,-,-,12,9,7,600,31,638
40,2020-12-12,Milwaukee,41642,16989,2991,545,-,-,8389,5958,18214,46456,11844,76514
41,2020-12-12,Monroe,2712,31,23,55,-,-,98,109,191,2655,182,3028
42,2020-12-12,Oconto,3200,-,6,55,-,-,49,169,118,3081,282,3481
43,2020-12-12,Oneida,1958,30,8,22,-,-,40,532,24,1879,687,2590
44,2020-12-12,Outagamie,11393,199,332,405,-,-,732,1833,857,11061,2976,14894
45,2020-12-12,Ozaukee,4795,96,82,17,-,-,146,358,186,4489,819,5494
46,2020-12-12,Pepin,524,-,-,-,-,-,14,30,15,521,34,570
47,2020-12-12,Pierce,2392,23,10,-,-,-,25,118,62,2295,213,2570
48,2020-12-12,Polk,2333,6,-,27,-,-,26,234,36,2120,473,2629
49,2020-12-12,Portage,4425,47,184,17,-,-,144,278,269,4162,664,5095
50,2020-12-12,Price,392,-,15,-,-,-,7,433,-,379,469,850
51,2020-12-12,Racine,11763,2421,137,85,-,-,920,341,2962,11782,923,15667
52,2020-12-12,Richland,701,-,11,-,-,-,33,222,59,640,271,970
53,2020-12-12,Rock,8290,571,139,38,-,-,984,630,1616,7874,1162,10652
54,2020-12-12,Rusk,456,7,-,-,-,-,7,533,17,591,399,1007
55,2020-12-12,Sauk,3381,39,27,80,-,-,315,180,447,3207,368,4022
56,2020-12-12,Sawyer,714,5,5,170,-,-,28,120,13,865,164,1042
57,2020-12-12,Shawano,2683,6,19,422,-,-,112,645,124,2681,1082,3887
58,2020-12-12,Sheboygan,7535,530,525,52,-,-,385,1180,1007,7106,2094,10207
59,2020-12-12,St. Croix,4101,29,33,7,-,-,73,607,130,3893,827,4850
60,2020-12-12,Taylor,1363,-,-,-,-,-,8,77,62,1299,93,1454
61,2020-12-12,Trempealeau,2278,21,11,8,-,-,141,249,377,1986,345,2708
62,2020-12-12,Vernon,1236,-,6,-,-,-,15,54,25,1209,82,1316
63,2020-12-12,Vilas,980,-,-,163,-,-,24,250,16,1064,342,1422
64,2020-12-12,Walworth,5554,102,25,32,-,-,406,732,1036,4683,1132,6851
65,2020-12-12,Washburn,826,-,-,7,-,-,-,31,10,842,17,869
66,2020-12-12,Washington,9328,126,107,29,-,-,232,405,321,7276,2630,10227
67,2020-12-12,Waukesha,25236,531,488,78,-,-,1269,2497,1935,20915,7249,30099
68,2020-12-12,Waupaca,3146,16,11,26,-,-,198,495,126,2902,864,3892
69,2020-12-12,Waushara,1488,114,12,22,-,-,97,89,267,1286,269,1822
70,2020-12-12,Winnebago,11670,617,373,101,-,-,583,839,767,11127,2289,14183
71,2020-12-12,Wood,4126,30,74,44,-,-,134,557,201,3984,780,4965
