,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-18,Adams,1088,9,7,7,-,-,36,83,63,929,238,1230
1,2020-12-18,Ashland,608,-,-,135,-,-,15,161,6,706,211,923
2,2020-12-18,Barron,3094,160,13,21,-,-,175,716,205,3300,674,4179
3,2020-12-18,Bayfield,577,-,-,91,-,-,21,170,7,624,233,864
4,2020-12-18,Brown,18877,895,704,1036,-,-,1761,1661,3688,18260,2986,24934
5,2020-12-18,Buffalo,882,8,-,-,-,-,15,20,24,877,26,927
6,2020-12-18,Burnett,788,-,-,48,-,-,14,81,10,827,99,936
7,2020-12-18,Calumet,3767,38,56,20,-,-,168,431,277,3402,801,4480
8,2020-12-18,Chippewa,4445,229,59,47,-,-,69,723,90,4584,898,5572
9,2020-12-18,Clark,1439,-,-,-,-,-,38,1109,264,1603,728,2595
10,2020-12-18,Columbia,3319,190,20,47,-,-,205,186,257,2863,847,3967
11,2020-12-18,Crawford,1235,175,11,10,-,-,34,35,46,1303,151,1500
12,2020-12-18,Dane,22719,2516,1173,250,-,-,3951,710,4871,23950,2498,31319
13,2020-12-18,Dodge,7080,925,75,90,-,-,627,1078,894,6415,2566,9875
14,2020-12-18,Door,1663,11,10,-,-,-,39,142,109,1568,192,1869
15,2020-12-18,Douglas,2259,36,16,28,-,-,48,379,45,2190,531,2766
16,2020-12-18,Dunn,2800,21,84,12,-,-,69,286,49,2830,393,3272
17,2020-12-18,Eau Claire,7471,132,311,26,-,-,203,556,230,7809,660,8699
18,2020-12-18,Florence,280,-,-,-,-,-,8,94,-,256,127,385
19,2020-12-18,Fond du Lac,8440,263,110,50,-,-,302,689,714,7612,1528,9854
20,2020-12-18,Forest,588,-,-,161,-,-,11,35,5,729,64,798
21,2020-12-18,Grant,3251,26,20,-,-,-,117,512,153,3079,697,3929
22,2020-12-18,Green,1995,8,7,-,-,-,67,39,128,1861,129,2118
23,2020-12-18,Green Lake,1183,6,-,6,-,-,50,79,112,1039,173,1324
24,2020-12-18,Iowa,1486,11,6,-,-,-,25,30,35,1450,75,1560
25,2020-12-18,Iron,325,-,-,5,-,-,6,67,8,276,121,405
26,2020-12-18,Jackson,1602,136,24,221,-,-,45,107,83,1897,155,2135
27,2020-12-18,Jefferson,4907,71,33,60,-,-,495,620,852,4363,971,6186
28,2020-12-18,Juneau,1518,180,16,59,-,-,57,445,81,1585,609,2275
29,2020-12-18,Kenosha,8285,792,148,30,-,-,893,1247,1797,6590,3008,11395
30,2020-12-18,Kewaunee,1695,8,-,8,-,-,40,178,75,1558,300,1933
31,2020-12-18,La Crosse,7596,153,412,27,-,-,198,1057,155,7667,1621,9443
32,2020-12-18,Lafayette,1007,-,-,-,-,-,88,76,155,906,116,1177
33,2020-12-18,Langlade,1488,9,-,13,-,-,28,166,40,756,910,1706
34,2020-12-18,Lincoln,1793,14,12,6,-,-,36,398,33,1508,718,2259
35,2020-12-18,Manitowoc,4736,62,97,22,-,-,97,703,345,4362,1010,5717
36,2020-12-18,Marathon,9157,119,697,44,-,-,217,952,404,6583,4199,11186
37,2020-12-18,Marinette,3052,11,13,11,-,-,96,218,58,2957,386,3401
38,2020-12-18,Marquette,1029,9,-,-,-,-,38,33,81,780,252,1113
39,2020-12-18,Menominee,30,-,-,629,-,-,12,8,8,645,27,680
40,2020-12-18,Milwaukee,43501,17711,3172,566,-,-,8714,6245,18937,48598,12374,79909
41,2020-12-18,Monroe,2846,32,24,56,-,-,100,118,201,2784,191,3176
42,2020-12-18,Oconto,3301,-,5,56,-,-,50,171,120,3180,285,3585
43,2020-12-18,Oneida,2021,30,9,23,-,-,40,545,24,1942,702,2668
44,2020-12-18,Outagamie,11678,205,357,426,-,-,749,1868,880,11348,3055,15283
45,2020-12-18,Ozaukee,5066,103,84,17,-,-,150,364,197,4752,835,5784
46,2020-12-18,Pepin,556,-,-,-,-,-,14,30,15,552,35,602
47,2020-12-18,Pierce,2538,23,10,-,-,-,28,123,67,2430,227,2724
48,2020-12-18,Polk,2460,7,-,29,-,-,29,259,38,2256,493,2787
49,2020-12-18,Portage,4533,49,193,18,-,-,147,281,277,4268,676,5221
50,2020-12-18,Price,400,-,15,-,-,-,7,454,-,397,480,879
51,2020-12-18,Racine,12261,2495,146,86,-,-,950,378,3043,12279,994,16316
52,2020-12-18,Richland,727,-,11,-,-,-,35,228,64,659,281,1004
53,2020-12-18,Rock,8821,617,143,40,-,-,1019,644,1700,8383,1201,11284
54,2020-12-18,Rusk,472,7,-,-,-,-,9,550,19,616,407,1042
55,2020-12-18,Sauk,3505,39,28,82,-,-,324,184,455,3325,382,4162
56,2020-12-18,Sawyer,754,5,5,184,-,-,29,127,13,917,174,1104
57,2020-12-18,Shawano,2752,8,19,440,-,-,114,662,125,2757,1113,3995
58,2020-12-18,Sheboygan,7919,542,568,54,-,-,394,1206,1042,7480,2161,10683
59,2020-12-18,St. Croix,4310,30,42,7,-,-,78,620,134,4092,861,5087
60,2020-12-18,Taylor,1417,-,-,-,-,-,8,77,62,1346,100,1508
61,2020-12-18,Trempealeau,2375,21,11,8,-,-,144,252,385,2080,346,2811
62,2020-12-18,Vernon,1307,-,6,-,-,-,16,53,25,1277,85,1387
63,2020-12-18,Vilas,1023,-,-,169,-,-,25,266,19,1117,352,1488
64,2020-12-18,Walworth,5821,104,27,35,-,-,418,763,1072,4923,1173,7168
65,2020-12-18,Washburn,890,-,-,8,-,-,5,30,10,907,17,934
66,2020-12-18,Washington,9965,137,117,30,-,-,248,300,343,7878,2576,10797
67,2020-12-18,Waukesha,26792,557,546,82,-,-,1326,2578,2039,22272,7570,31881
68,2020-12-18,Waupaca,3200,18,11,26,-,-,200,500,132,2952,871,3955
69,2020-12-18,Waushara,1512,115,13,23,-,-,98,91,269,1311,272,1852
70,2020-12-18,Winnebago,11941,628,381,106,-,-,596,849,775,11391,2335,14501
71,2020-12-18,Wood,4304,32,81,49,-,-,137,610,210,4183,820,5213
