,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-24,Adams,1125,10,7,7,-,-,36,90,63,960,252,1275
1,2020-12-24,Ashland,631,-,-,143,-,-,17,170,6,742,218,966
2,2020-12-24,Barron,3218,162,14,23,-,-,179,746,210,3427,705,4342
3,2020-12-24,Bayfield,607,-,-,91,-,-,23,171,7,656,234,897
4,2020-12-24,Brown,19398,906,731,1056,-,-,1777,1690,3741,18764,3053,25558
5,2020-12-24,Buffalo,906,8,-,-,-,-,18,20,24,900,30,954
6,2020-12-24,Burnett,819,-,-,49,-,-,15,81,10,858,101,969
7,2020-12-24,Calumet,3845,38,56,21,-,-,169,441,286,3467,817,4570
8,2020-12-24,Chippewa,4566,231,63,47,-,-,75,745,92,4712,923,5727
9,2020-12-24,Clark,1501,-,-,-,-,-,41,1157,268,1681,759,2708
10,2020-12-24,Columbia,3413,190,20,47,-,-,206,189,265,2936,864,4065
11,2020-12-24,Crawford,1261,175,11,10,-,-,34,35,46,1330,150,1526
12,2020-12-24,Dane,23534,2590,1213,261,-,-,4004,611,5014,24815,2384,32213
13,2020-12-24,Dodge,7313,951,79,91,-,-,628,1103,908,6659,2598,10165
14,2020-12-24,Door,1731,12,10,-,-,-,40,142,112,1627,200,1939
15,2020-12-24,Douglas,2401,38,19,30,-,-,56,398,47,2339,556,2942
16,2020-12-24,Dunn,2904,23,86,13,-,-,76,287,53,2930,406,3389
17,2020-12-24,Eau Claire,7708,136,322,26,-,-,213,570,243,8049,683,8975
18,2020-12-24,Florence,281,-,-,-,-,-,8,99,-,257,132,391
19,2020-12-24,Fond du Lac,8677,267,111,51,-,-,303,692,733,7815,1553,10101
20,2020-12-24,Forest,602,-,-,168,-,-,11,36,5,750,66,821
21,2020-12-24,Grant,3314,26,23,-,-,-,119,528,157,3146,710,4013
22,2020-12-24,Green,2084,12,7,-,-,-,69,40,132,1951,132,2215
23,2020-12-24,Green Lake,1226,6,-,6,-,-,51,81,113,1075,182,1370
24,2020-12-24,Iowa,1549,12,7,-,-,-,24,30,38,1510,76,1624
25,2020-12-24,Iron,332,-,-,5,-,-,6,66,8,282,121,411
26,2020-12-24,Jackson,1710,171,25,232,-,-,51,112,92,2046,163,2301
27,2020-12-24,Jefferson,5053,72,36,62,-,-,504,648,871,4488,1016,6375
28,2020-12-24,Juneau,1580,181,16,59,-,-,58,475,81,1640,648,2369
29,2020-12-24,Kenosha,8618,821,157,30,-,-,906,1346,1836,6864,3178,11878
30,2020-12-24,Kewaunee,1748,9,5,8,-,-,40,185,76,1613,306,1995
31,2020-12-24,La Crosse,7852,157,426,28,-,-,203,1069,158,7926,1651,9735
32,2020-12-24,Lafayette,1036,-,-,-,-,-,88,77,156,933,119,1208
33,2020-12-24,Langlade,1535,9,-,13,-,-,29,166,40,767,948,1755
34,2020-12-24,Lincoln,1879,16,13,6,-,-,37,415,34,1580,752,2366
35,2020-12-24,Manitowoc,4885,64,99,22,-,-,101,717,352,4505,1031,5888
36,2020-12-24,Marathon,9459,123,738,46,-,-,223,968,410,6908,4239,11557
37,2020-12-24,Marinette,3110,11,13,11,-,-,99,224,59,3015,394,3468
38,2020-12-24,Marquette,1048,9,-,-,-,-,40,33,81,795,258,1134
39,2020-12-24,Menominee,31,-,-,648,-,-,12,8,9,665,26,700
40,2020-12-24,Milwaukee,44902,18281,3306,589,-,-,8964,6392,19438,50221,12775,82434
41,2020-12-24,Monroe,2984,33,24,57,-,-,107,125,206,2920,204,3330
42,2020-12-24,Oconto,3377,-,5,58,-,-,50,173,122,3259,284,3665
43,2020-12-24,Oneida,2080,30,11,23,-,-,40,550,24,1995,715,2734
44,2020-12-24,Outagamie,11994,213,375,432,-,-,765,1915,892,11643,3159,15694
45,2020-12-24,Ozaukee,5376,103,87,18,-,-,157,340,204,5057,820,6081
46,2020-12-24,Pepin,584,-,-,-,-,-,15,30,16,581,34,631
47,2020-12-24,Pierce,2634,24,10,-,-,-,29,126,73,2518,235,2826
48,2020-12-24,Polk,2573,11,-,31,-,-,30,266,38,2375,501,2914
49,2020-12-24,Portage,4677,50,198,18,-,-,153,283,287,4393,699,5379
50,2020-12-24,Price,412,-,15,-,-,-,7,470,-,415,490,907
51,2020-12-24,Racine,12723,2569,150,89,-,-,971,373,3138,12746,991,16875
52,2020-12-24,Richland,761,-,11,-,-,-,35,235,65,690,290,1045
53,2020-12-24,Rock,9134,638,147,41,-,-,1034,644,1740,8690,1208,11638
54,2020-12-24,Rusk,481,7,-,-,-,-,9,571,19,632,421,1072
55,2020-12-24,Sauk,3646,41,29,82,-,-,337,195,470,3457,403,4330
56,2020-12-24,Sawyer,780,5,5,199,-,-,36,135,13,959,188,1160
57,2020-12-24,Shawano,2814,8,20,451,-,-,117,678,125,2816,1147,4088
58,2020-12-24,Sheboygan,8207,549,586,54,-,-,404,1226,1056,7749,2221,11026
59,2020-12-24,St. Croix,4537,31,38,8,-,-,84,634,136,4307,889,5332
60,2020-12-24,Taylor,1458,-,-,-,-,-,9,80,64,1388,103,1555
61,2020-12-24,Trempealeau,2442,21,11,8,-,-,151,250,394,2134,355,2883
62,2020-12-24,Vernon,1370,-,6,-,-,-,17,53,25,1340,86,1451
63,2020-12-24,Vilas,1069,-,-,173,-,-,25,269,20,1162,359,1541
64,2020-12-24,Walworth,6049,105,31,36,-,-,419,786,1110,5119,1197,7426
65,2020-12-24,Washburn,941,-,-,8,-,-,7,27,11,955,18,984
66,2020-12-24,Washington,10487,145,127,30,-,-,249,228,372,8528,2366,11266
67,2020-12-24,Waukesha,27869,580,580,83,-,-,1370,2633,2125,23196,7794,33115
68,2020-12-24,Waupaca,3263,19,12,26,-,-,202,507,133,3003,893,4029
69,2020-12-24,Waushara,1545,116,13,23,-,-,98,93,268,1343,277,1888
70,2020-12-24,Winnebago,12204,647,391,109,-,-,601,853,789,11642,2374,14805
71,2020-12-24,Wood,4459,34,85,49,-,-,140,667,218,4353,863,5434
