,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
22,2020-11-22,Manitowoc,3753,43,71,17,-,-,78,565,288,3426,813,4527
23,2020-11-22,Marathon,7329,100,505,33,-,-,182,816,334,4962,3669,8965
24,2020-11-22,Marinette,2448,11,11,10,-,-,86,166,46,2384,302,2732
25,2020-11-22,Marquette,920,8,-,-,-,-,34,29,78,707,209,994
26,2020-11-22,Menominee,31,-,-,485,-,-,11,8,5,504,27,536
27,2020-11-22,Milwaukee,33571,13499,2234,440,-,-,6899,5096,14953,37131,9655,61739
28,2020-11-22,Monroe,2062,24,18,35,-,-,85,80,168,2002,134,2304
29,2020-11-22,Oconto,2725,-,5,52,-,-,42,155,111,2618,252,2981
30,2020-11-22,Oneida,1607,28,5,20,-,-,30,450,20,1519,601,2140
31,2020-11-22,Outagamie,9968,161,276,345,-,-,636,1649,769,9684,2582,13035
32,2020-11-22,Ozaukee,3766,83,64,13,-,-,123,279,159,3536,633,4328
33,2020-11-22,Pepin,403,-,-,-,-,-,8,25,10,398,30,438
34,2020-11-22,Pierce,1715,19,8,-,-,-,12,100,49,1640,166,1855
35,2020-11-22,Polk,1705,-,-,24,-,-,17,144,22,1583,289,1894
36,2020-11-22,Portage,3786,42,172,11,-,-,130,231,238,3580,554,4372
37,2020-11-22,Price,293,-,-,-,-,-,5,355,-,273,385,659
38,2020-11-22,Racine,9821,2087,100,71,-,-,768,246,2541,9862,690,13093
39,2020-11-22,Richland,577,-,10,-,-,-,27,189,49,529,228,806
40,2020-11-22,Rock,6668,446,107,31,-,-,831,581,1338,6233,1093,8664
41,2020-11-22,Rusk,331,6,-,-,-,-,7,395,11,396,335,742
43,2020-11-22,Sauk,2750,30,24,67,-,-,264,144,362,2637,280,3279
44,2020-11-22,Sawyer,537,-,-,121,-,-,24,99,6,641,141,788
45,2020-11-22,Shawano,2424,5,14,383,-,-,103,605,119,2434,981,3534
46,2020-11-22,Sheboygan,6093,501,356,47,-,-,335,1015,858,5732,1757,8347
42,2020-11-22,St. Croix,3312,20,24,5,-,-,61,542,118,3132,714,3964
47,2020-11-22,Taylor,990,-,-,-,-,-,7,34,60,926,47,1033
48,2020-11-22,Trempealeau,1805,19,11,7,-,-,118,215,337,1544,294,2175
49,2020-11-22,Vernon,933,-,-,-,-,-,11,41,18,907,68,993
50,2020-11-22,Vilas,781,-,-,110,-,-,19,198,13,823,276,1112
51,2020-11-22,Walworth,4425,87,21,24,-,-,320,571,833,3766,849,5448
0,2020-11-22,Washburn,554,-,-,5,-,-,-,18,9,561,11,581
1,2020-11-22,Washington,7293,93,60,22,-,-,179,350,268,5826,1903,7997
2,2020-11-22,Waukesha,19723,423,367,68,-,-,1004,2107,1534,16430,5728,23692
3,2020-11-22,Waupaca,2845,13,11,18,-,-,182,453,121,2627,774,3522
4,2020-11-22,Waushara,1365,111,12,20,-,-,92,79,240,1196,243,1679
5,2020-11-22,Winnebago,10240,541,321,89,-,-,532,788,688,9778,2045,12511
6,2020-11-22,Wood,3166,23,44,38,-,-,109,404,138,3031,615,3784
