,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
52,2020-11-22,Adams,866,5,5,7,-,-,34,60,58,762,157,977
53,2020-11-22,Ashland,389,-,-,80,-,-,5,102,-,423,154,580
54,2020-11-22,Barron,2406,153,10,13,-,-,152,516,194,2552,504,3250
55,2020-11-22,Bayfield,393,-,-,71,-,-,16,134,6,433,177,616
56,2020-11-22,Brown,15752,791,557,861,-,-,1637,1558,3458,15050,2648,21156
57,2020-11-22,Buffalo,683,6,-,-,-,-,9,16,19,676,20,715
58,2020-11-22,Burnett,576,-,-,43,-,-,9,72,5,614,85,704
59,2020-11-22,Calumet,3246,36,51,15,-,-,143,371,242,2944,676,3862
60,2020-11-22,Chippewa,3443,167,39,33,-,-,38,535,76,3489,690,4255
61,2020-11-22,Clark,1121,-,-,-,-,-,31,801,225,1143,593,1961
62,2020-11-22,Columbia,2633,112,18,33,-,-,173,152,197,2248,676,3121
63,2020-11-22,Crawford,747,16,8,-,-,-,13,29,10,754,51,815
64,2020-11-22,Dane,18154,1859,892,202,-,-,3240,519,3819,19114,1933,24866
65,2020-11-22,Dodge,5381,660,64,64,-,-,529,999,750,4817,2130,7697
66,2020-11-22,Door,1344,7,9,-,-,-,33,128,102,1263,160,1525
67,2020-11-22,Douglas,1350,28,8,17,-,-,23,312,28,1296,414,1738
68,2020-11-22,Dunn,2053,17,57,9,-,-,54,223,40,2065,308,2413
69,2020-11-22,Eau Claire,6138,120,234,22,-,-,169,499,176,6394,612,7182
70,2020-11-22,Florence,222,-,-,-,-,-,5,75,-,200,103,304
71,2020-11-22,Fond du Lac,6702,198,87,30,-,-,230,612,625,6046,1188,7859
7,2020-11-22,Forest,512,-,-,142,-,-,9,27,-,634,54,691
8,2020-11-22,Grant,2642,16,13,-,-,-,104,426,130,2515,558,3203
9,2020-11-22,Green,1447,6,5,-,-,-,51,31,116,1338,88,1542
10,2020-11-22,Green Lake,1001,6,-,6,-,-,42,66,100,876,145,1121
11,2020-11-22,Iowa,1124,7,-,-,-,-,20,23,28,1096,56,1180
12,2020-11-22,Iron,259,-,-,-,-,-,-,58,7,215,104,326
13,2020-11-22,Jackson,1198,80,17,178,-,-,32,68,59,1400,114,1573
14,2020-11-22,Jefferson,3840,62,32,49,-,-,407,459,725,3414,710,4849
15,2020-11-22,Juneau,1170,169,12,51,-,-,56,319,75,1245,457,1777
16,2020-11-22,Kenosha,6057,634,109,25,-,-,685,915,1424,4897,2104,8425
17,2020-11-22,Kewaunee,1360,5,-,7,-,-,42,150,73,1244,250,1567
18,2020-11-22,La Crosse,5801,123,319,14,-,-,163,920,112,5823,1405,7340
19,2020-11-22,Lafayette,862,-,-,-,-,-,83,71,154,764,104,1022
20,2020-11-22,Langlade,1276,9,-,10,-,-,25,127,32,681,734,1447
21,2020-11-22,Lincoln,1429,10,11,-,-,-,28,293,25,1205,544,1774
