,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-28,Adams,1133,11,7,7,-,-,36,90,63,968,253,1284
1,2020-12-28,Ashland,640,-,-,147,-,-,20,175,6,755,226,987
2,2020-12-28,Barron,3263,162,14,24,-,-,181,754,214,3472,712,4398
3,2020-12-28,Bayfield,615,-,-,92,-,-,27,174,7,665,241,913
4,2020-12-28,Brown,19502,907,731,1070,-,-,1780,1707,3752,18872,3073,25697
5,2020-12-28,Buffalo,914,8,-,-,-,-,18,21,24,909,31,964
6,2020-12-28,Burnett,826,-,-,49,-,-,16,82,10,866,102,978
7,2020-12-28,Calumet,3871,38,56,22,-,-,169,446,288,3487,827,4602
8,2020-12-28,Chippewa,4617,232,65,48,-,-,77,758,93,4770,934,5797
9,2020-12-28,Clark,1513,-,-,-,-,-,42,1180,268,1706,770,2744
10,2020-12-28,Columbia,3494,190,20,47,-,-,206,190,265,2995,887,4147
11,2020-12-28,Crawford,1274,175,11,10,-,-,34,35,46,1343,150,1539
12,2020-12-28,Dane,23907,2628,1238,262,-,-,4041,645,5074,25217,2430,32721
13,2020-12-28,Dodge,7412,955,81,92,-,-,638,1114,919,6755,2618,10292
14,2020-12-28,Door,1751,12,10,-,-,-,39,144,113,1644,203,1960
15,2020-12-28,Douglas,2467,40,19,30,-,-,61,408,47,2401,577,3025
16,2020-12-28,Dunn,2944,23,88,13,-,-,79,292,57,2973,409,3439
17,2020-12-28,Eau Claire,7816,137,327,26,-,-,216,567,250,8162,677,9089
18,2020-12-28,Florence,282,-,-,-,-,-,8,101,-,259,133,394
19,2020-12-28,Fond du Lac,8722,267,111,50,-,-,303,693,731,7857,1558,10146
20,2020-12-28,Forest,607,-,-,168,-,-,12,37,5,757,66,828
21,2020-12-28,Grant,3338,26,23,-,-,-,119,531,158,3167,715,4040
22,2020-12-28,Green,2132,14,7,-,-,-,71,43,136,1994,140,2270
23,2020-12-28,Green Lake,1239,6,-,6,-,-,51,81,113,1087,183,1383
24,2020-12-28,Iowa,1558,12,9,-,-,-,24,32,38,1521,78,1637
25,2020-12-28,Iron,337,-,-,5,-,-,6,65,8,286,121,415
26,2020-12-28,Jackson,1729,171,25,234,-,-,54,114,92,2070,165,2327
27,2020-12-28,Jefferson,5149,74,37,62,-,-,511,656,884,4574,1031,6489
28,2020-12-28,Juneau,1591,182,16,59,-,-,60,484,81,1648,663,2392
29,2020-12-28,Kenosha,8731,828,162,30,-,-,912,1386,1854,6956,3239,12049
30,2020-12-28,Kewaunee,1766,9,5,8,-,-,40,185,76,1630,307,2013
