,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-27,Adams,1133,11,7,7,-,-,36,90,63,968,253,1284
1,2020-12-27,Ashland,637,-,-,147,-,-,20,174,6,753,224,983
2,2020-12-27,Barron,3258,162,14,24,-,-,181,754,214,3470,709,4393
3,2020-12-27,Bayfield,614,-,-,92,-,-,27,174,7,664,241,912
4,2020-12-27,Brown,19462,907,731,1069,-,-,1779,1706,3750,18836,3068,25654
5,2020-12-27,Buffalo,910,8,-,-,-,-,18,21,24,904,31,959
6,2020-12-27,Burnett,823,-,-,49,-,-,16,82,10,863,102,975
7,2020-12-27,Calumet,3863,38,56,22,-,-,169,445,287,3481,825,4593
8,2020-12-27,Chippewa,4605,232,65,48,-,-,77,758,93,4759,933,5785
9,2020-12-27,Clark,1511,-,-,-,-,-,42,1181,268,1704,771,2743
10,2020-12-27,Columbia,3485,190,20,47,-,-,206,189,265,2988,884,4137
11,2020-12-27,Crawford,1270,175,11,10,-,-,34,35,46,1339,150,1535
12,2020-12-27,Dane,23769,2623,1231,262,-,-,4026,644,5054,25084,2417,32555
13,2020-12-27,Dodge,7401,955,81,92,-,-,636,1114,919,6742,2618,10279
14,2020-12-27,Door,1750,12,10,-,-,-,39,144,113,1643,203,1959
15,2020-12-27,Douglas,2458,40,19,30,-,-,58,407,47,2394,571,3012
16,2020-12-27,Dunn,2934,23,87,13,-,-,79,290,57,2962,407,3426
17,2020-12-27,Eau Claire,7790,137,325,26,-,-,215,571,249,8137,678,9064
18,2020-12-27,Florence,282,-,-,-,-,-,8,101,-,259,133,394
19,2020-12-27,Fond du Lac,8717,267,111,51,-,-,303,694,732,7856,1555,10143
20,2020-12-27,Forest,606,-,-,168,-,-,12,37,5,756,66,827
21,2020-12-27,Grant,3327,26,23,-,-,-,119,529,158,3157,712,4027
22,2020-12-27,Green,2124,14,7,-,-,-,70,43,134,1987,140,2261
23,2020-12-27,Green Lake,1239,6,-,6,-,-,51,81,113,1087,183,1383
24,2020-12-27,Iowa,1558,12,9,-,-,-,24,32,38,1521,78,1637
25,2020-12-27,Iron,335,-,-,5,-,-,6,65,8,284,121,413
26,2020-12-27,Jackson,1727,171,25,233,-,-,54,114,92,2067,165,2324
27,2020-12-27,Jefferson,5123,74,37,62,-,-,510,656,881,4552,1029,6462
28,2020-12-27,Juneau,1588,181,16,59,-,-,60,483,81,1645,661,2387
29,2020-12-27,Kenosha,8714,828,161,30,-,-,912,1380,1853,6942,3230,12025
30,2020-12-27,Kewaunee,1766,9,5,8,-,-,40,185,76,1630,307,2013
31,2020-12-27,La Crosse,7934,159,429,29,-,-,206,1074,160,8012,1659,9831
32,2020-12-27,Lafayette,1048,-,-,-,-,-,89,79,157,944,122,1223
33,2020-12-27,Langlade,1546,9,-,13,-,-,29,166,40,770,956,1766
34,2020-12-27,Lincoln,1913,16,13,6,-,-,37,423,34,1610,764,2408
35,2020-12-27,Manitowoc,4941,64,99,22,-,-,102,721,354,4561,1034,5949
36,2020-12-27,Marathon,9552,123,751,47,-,-,224,978,412,6996,4267,11675
37,2020-12-27,Marinette,3130,11,13,11,-,-,101,226,59,3034,399,3492
38,2020-12-27,Marquette,1052,10,-,-,-,-,40,33,81,797,261,1139
39,2020-12-27,Menominee,31,-,-,651,-,-,12,8,9,668,26,703
40,2020-12-27,Milwaukee,45258,18422,3358,592,-,-,9029,6468,19550,50668,12909,83127
41,2020-12-27,Monroe,3025,33,24,58,-,-,109,126,209,2961,205,3375
42,2020-12-27,Oconto,3402,-,5,58,-,-,50,175,123,3283,286,3692
43,2020-12-27,Oneida,2099,30,11,23,-,-,41,552,24,2012,720,2756
44,2020-12-27,Outagamie,12107,214,387,438,-,-,769,1933,896,11761,3191,15848
45,2020-12-27,Ozaukee,5425,103,88,18,-,-,161,348,205,5107,831,6143
46,2020-12-27,Pepin,593,-,-,-,-,-,15,30,16,590,34,640
47,2020-12-27,Pierce,2664,24,10,-,-,-,29,126,73,2548,235,2856
48,2020-12-27,Polk,2613,11,-,31,-,-,32,269,38,2416,505,2959
49,2020-12-27,Portage,4726,50,205,18,-,-,154,291,288,4440,716,5444
50,2020-12-27,Price,416,-,15,-,-,-,7,478,-,421,496,919
51,2020-12-27,Racine,12847,2594,153,89,-,-,978,388,3157,12868,1024,17049
52,2020-12-27,Richland,779,-,12,-,-,-,35,236,65,709,291,1065
53,2020-12-27,Rock,9293,642,150,41,-,-,1047,651,1766,8834,1224,11824
54,2020-12-27,Rusk,488,7,-,-,-,-,9,581,20,646,423,1089
55,2020-12-27,Sauk,3708,42,30,82,-,-,339,195,472,3518,406,4396
56,2020-12-27,Sawyer,793,5,5,205,-,-,37,136,13,977,191,1181
57,2020-12-27,Shawano,2847,8,19,461,-,-,117,679,125,2851,1155,4131
58,2020-12-27,Sheboygan,8286,551,591,54,-,-,412,1236,1064,7822,2244,11130
59,2020-12-27,St. Croix,4587,32,39,8,-,-,89,633,138,4360,890,5388
60,2020-12-27,Taylor,1477,-,-,-,-,-,9,81,64,1403,108,1575
61,2020-12-27,Trempealeau,2461,21,11,8,-,-,153,250,397,2149,358,2904
62,2020-12-27,Vernon,1398,5,6,-,-,-,17,56,25,1366,92,1483
63,2020-12-27,Vilas,1080,-,-,173,-,-,25,281,20,1175,369,1564
64,2020-12-27,Walworth,6090,105,31,36,-,-,419,795,1110,5157,1209,7476
65,2020-12-27,Washburn,958,-,-,8,-,-,6,27,12,971,17,1000
66,2020-12-27,Washington,10568,146,128,30,-,-,254,235,373,8601,2387,11361
67,2020-12-27,Waukesha,27999,582,583,83,-,-,1375,2643,2131,23285,7849,33265
68,2020-12-27,Waupaca,3295,20,12,26,-,-,203,511,134,3032,901,4067
69,2020-12-27,Waushara,1557,116,13,23,-,-,98,93,268,1356,276,1900
70,2020-12-27,Winnebago,12326,651,396,109,-,-,606,858,800,11746,2400,14946
71,2020-12-27,Wood,4533,34,87,49,-,-,140,692,220,4413,902,5535
