,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
23,2020-12-25,Green Lake,1227,6,-,6,-,-,51,81,113,1076,182,1371
24,2020-12-25,Iowa,1552,12,9,-,-,-,24,30,38,1515,76,1629
25,2020-12-25,Iron,332,-,-,5,-,-,6,66,8,282,121,411
26,2020-12-25,Jackson,1716,171,25,233,-,-,53,112,92,2054,164,2310
27,2020-12-25,Jefferson,5093,73,36,62,-,-,505,649,873,4527,1018,6418
28,2020-12-25,Juneau,1582,181,16,59,-,-,59,479,81,1641,654,2376
29,2020-12-25,Kenosha,8647,821,157,30,-,-,907,1361,1842,6889,3192,11923
30,2020-12-25,Kewaunee,1748,9,5,8,-,-,40,185,76,1613,306,1995
31,2020-12-25,La Crosse,7891,157,427,29,-,-,204,1068,158,7966,1652,9776
32,2020-12-25,Lafayette,1040,-,-,-,-,-,89,77,157,937,119,1213
33,2020-12-25,Langlade,1542,9,-,13,-,-,29,166,40,770,952,1762
34,2020-12-25,Lincoln,1889,16,13,6,-,-,37,417,34,1588,756,2378
35,2020-12-25,Manitowoc,4902,64,99,22,-,-,101,720,353,4522,1033,5908
36,2020-12-25,Marathon,9502,123,747,46,-,-,223,966,411,6950,4246,11607
37,2020-12-25,Marinette,3117,11,13,11,-,-,99,225,59,3022,395,3476
38,2020-12-25,Marquette,1048,9,-,-,-,-,40,33,81,795,258,1134
39,2020-12-25,Menominee,31,-,-,648,-,-,12,8,9,665,26,700
40,2020-12-25,Milwaukee,45033,18356,3327,589,-,-,8989,6422,19482,50399,12835,82716
41,2020-12-25,Monroe,3007,33,24,58,-,-,109,126,209,2943,205,3357
42,2020-12-25,Oconto,3388,-,5,58,-,-,50,175,123,3269,286,3678
43,2020-12-25,Oneida,2093,30,11,23,-,-,41,553,24,2006,721,2751
44,2020-12-25,Outagamie,12038,214,380,435,-,-,765,1920,895,11686,3171,15752
45,2020-12-25,Ozaukee,5377,103,87,18,-,-,157,339,204,5058,819,6081
46,2020-12-25,Pepin,584,-,-,-,-,-,15,30,16,581,34,631
47,2020-12-25,Pierce,2650,24,10,-,-,-,29,126,73,2534,235,2842
48,2020-12-25,Polk,2594,11,-,31,-,-,31,267,38,2398,501,2937
49,2020-12-25,Portage,4695,50,201,18,-,-,153,287,287,4411,706,5404
50,2020-12-25,Price,413,-,15,-,-,-,7,471,-,417,490,909
51,2020-12-25,Racine,12724,2569,150,89,-,-,971,373,3138,12747,991,16876
52,2020-12-25,Richland,772,-,11,-,-,-,35,236,65,701,291,1057
53,2020-12-25,Rock,9186,640,147,41,-,-,1037,649,1748,8738,1214,11700
54,2020-12-25,Rusk,483,7,-,-,-,-,9,579,20,640,422,1082
55,2020-12-25,Sauk,3684,41,30,82,-,-,338,194,471,3495,403,4369
56,2020-12-25,Sawyer,784,5,5,199,-,-,36,135,13,963,188,1164
57,2020-12-25,Shawano,2828,8,19,455,-,-,117,678,125,2829,1151,4105
58,2020-12-25,Sheboygan,8241,549,591,54,-,-,412,1230,1062,7781,2234,11077
59,2020-12-25,St. Croix,4542,32,38,8,-,-,84,631,136,4314,885,5335
60,2020-12-25,Taylor,1461,-,-,-,-,-,9,80,64,1389,105,1558
61,2020-12-25,Trempealeau,2443,21,11,8,-,-,151,251,394,2135,356,2885
62,2020-12-25,Vernon,1384,-,6,-,-,-,17,56,25,1352,91,1468
63,2020-12-25,Vilas,1074,-,-,173,-,-,25,277,20,1169,365,1554
64,2020-12-25,Walworth,6049,105,31,36,-,-,419,786,1110,5119,1197,7426
65,2020-12-25,Washburn,945,-,-,8,-,-,6,27,11,959,17,987
66,2020-12-25,Washington,10487,145,127,30,-,-,249,228,372,8533,2361,11266
67,2020-12-25,Waukesha,27902,581,581,83,-,-,1370,2637,2125,23207,7822,33154
68,2020-12-25,Waupaca,3268,19,12,26,-,-,203,509,134,3007,896,4037
69,2020-12-25,Waushara,1549,116,13,23,-,-,98,92,268,1348,275,1891
70,2020-12-25,Winnebago,12210,647,391,109,-,-,602,853,790,11643,2379,14812
71,2020-12-25,Wood,4472,34,85,49,-,-,140,667,219,4361,867,5447
