,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-25,Adams,1128,11,7,7,-,-,36,90,63,964,252,1279
1,2020-12-25,Ashland,633,-,-,145,-,-,17,171,6,747,218,971
2,2020-12-25,Barron,3237,162,14,23,-,-,181,749,213,3447,706,4366
3,2020-12-25,Bayfield,608,-,-,92,-,-,24,173,7,659,236,902
4,2020-12-25,Brown,19398,906,731,1063,-,-,1777,1690,3742,18770,3053,25565
5,2020-12-25,Buffalo,906,8,-,-,-,-,18,20,24,900,30,954
6,2020-12-25,Burnett,820,-,-,49,-,-,15,82,10,859,102,971
7,2020-12-25,Calumet,3850,38,56,21,-,-,169,444,286,3470,822,4578
8,2020-12-25,Chippewa,4566,231,63,47,-,-,76,745,92,4713,923,5728
9,2020-12-25,Clark,1507,-,-,-,-,-,42,1170,268,1693,767,2728
10,2020-12-25,Columbia,3449,190,20,47,-,-,206,189,265,2962,874,4101
11,2020-12-25,Crawford,1266,175,11,10,-,-,34,35,46,1335,150,1531
12,2020-12-25,Dane,23632,2610,1225,262,-,-,4011,634,5033,24942,2399,32374
13,2020-12-25,Dodge,7366,955,80,92,-,-,637,1106,914,6708,2614,10236
14,2020-12-25,Door,1731,12,10,-,-,-,40,142,112,1627,200,1939
15,2020-12-25,Douglas,2419,39,19,30,-,-,58,407,47,2359,566,2972
16,2020-12-25,Dunn,2904,23,86,13,-,-,76,287,53,2930,406,3389
17,2020-12-25,Eau Claire,7734,136,323,26,-,-,214,567,247,8077,676,9000
18,2020-12-25,Florence,281,-,-,-,-,-,8,99,-,257,132,391
19,2020-12-25,Fond du Lac,8717,267,111,51,-,-,303,694,732,7856,1555,10143
20,2020-12-25,Forest,605,-,-,168,-,-,11,36,5,753,66,824
21,2020-12-25,Grant,3321,26,23,-,-,-,119,528,158,3151,711,4020
22,2020-12-25,Green,2108,13,7,-,-,-,69,42,133,1972,137,2242
