,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-26,Adams,1128,11,7,7,-,-,36,90,63,964,252,1279
1,2020-12-26,Ashland,636,-,-,147,-,-,19,171,6,752,220,978
2,2020-12-26,Barron,3237,162,14,23,-,-,181,749,213,3447,706,4366
3,2020-12-26,Bayfield,608,-,-,92,-,-,24,173,7,659,236,902
4,2020-12-26,Brown,19398,906,731,1063,-,-,1777,1691,3742,18772,3052,25566
5,2020-12-26,Buffalo,906,8,-,-,-,-,18,20,24,900,30,954
6,2020-12-26,Burnett,820,-,-,49,-,-,15,82,10,859,102,971
7,2020-12-26,Calumet,3852,38,56,21,-,-,169,444,287,3471,822,4580
8,2020-12-26,Chippewa,4570,231,63,47,-,-,76,746,92,4718,923,5733
9,2020-12-26,Clark,1507,-,-,-,-,-,42,1170,268,1693,767,2728
10,2020-12-26,Columbia,3463,190,20,47,-,-,206,189,265,2973,877,4115
11,2020-12-26,Crawford,1269,175,11,10,-,-,34,35,46,1338,150,1534
12,2020-12-26,Dane,23633,2610,1225,262,-,-,4011,634,5033,24943,2399,32375
13,2020-12-26,Dodge,7379,955,80,92,-,-,637,1110,916,6718,2619,10253
14,2020-12-26,Door,1731,12,10,-,-,-,39,143,112,1627,200,1939
15,2020-12-26,Douglas,2448,40,19,30,-,-,57,411,47,2385,573,3005
16,2020-12-26,Dunn,2904,23,86,13,-,-,76,287,53,2930,406,3389
17,2020-12-26,Eau Claire,7734,136,323,26,-,-,214,567,247,8077,676,9000
18,2020-12-26,Florence,281,-,-,-,-,-,8,99,-,257,132,391
19,2020-12-26,Fond du Lac,8717,267,111,51,-,-,303,694,732,7856,1555,10143
20,2020-12-26,Forest,605,-,-,168,-,-,11,36,5,753,66,824
21,2020-12-26,Grant,3328,26,23,-,-,-,119,529,158,3158,712,4028
22,2020-12-26,Green,2120,14,7,-,-,-,69,42,133,1983,139,2255
23,2020-12-26,Green Lake,1228,6,-,6,-,-,51,81,113,1077,182,1372
24,2020-12-26,Iowa,1552,12,9,-,-,-,24,30,38,1515,76,1629
25,2020-12-26,Iron,332,-,-,5,-,-,6,66,8,282,121,411
26,2020-12-26,Jackson,1728,171,25,233,-,-,54,114,92,2067,166,2325
27,2020-12-26,Jefferson,5111,73,37,62,-,-,510,657,876,4545,1029,6450
28,2020-12-26,Juneau,1584,181,16,59,-,-,59,484,81,1642,660,2383
29,2020-12-26,Kenosha,8654,821,157,30,-,-,907,1362,1843,6892,3196,11931
30,2020-12-26,Kewaunee,1748,9,5,8,-,-,40,185,76,1613,306,1995
31,2020-12-26,La Crosse,7890,157,427,29,-,-,204,1068,158,7966,1651,9775
32,2020-12-26,Lafayette,1047,-,-,-,-,-,89,79,157,943,122,1222
33,2020-12-26,Langlade,1542,9,-,13,-,-,29,166,40,770,952,1762
34,2020-12-26,Lincoln,1889,16,13,6,-,-,37,417,34,1588,756,2378
35,2020-12-26,Manitowoc,4902,64,99,22,-,-,101,720,353,4522,1033,5908
36,2020-12-26,Marathon,9502,123,747,46,-,-,223,966,411,6950,4246,11607
37,2020-12-26,Marinette,3124,11,13,11,-,-,101,227,59,3029,399,3487
38,2020-12-26,Marquette,1051,9,-,-,-,-,40,33,81,796,260,1137
39,2020-12-26,Menominee,31,-,-,648,-,-,12,8,9,665,26,700
40,2020-12-26,Milwaukee,45105,18388,3343,590,-,-,9003,6446,19505,50486,12884,82875
41,2020-12-26,Monroe,3020,33,24,58,-,-,109,126,209,2956,205,3370
42,2020-12-26,Oconto,3388,-,5,58,-,-,50,175,123,3269,286,3678
43,2020-12-26,Oneida,2093,30,11,23,-,-,41,553,24,2006,721,2751
