,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
44,2020-12-26,Outagamie,12052,214,382,435,-,-,765,1923,895,11701,3175,15771
45,2020-12-26,Ozaukee,5377,103,87,18,-,-,157,339,204,5058,819,6081
46,2020-12-26,Pepin,584,-,-,-,-,-,15,30,16,581,34,631
47,2020-12-26,Pierce,2652,24,10,-,-,-,29,126,73,2536,235,2844
48,2020-12-26,Polk,2594,11,-,31,-,-,31,267,38,2398,501,2937
49,2020-12-26,Portage,4709,50,205,18,-,-,154,290,288,4429,709,5426
50,2020-12-26,Price,413,-,15,-,-,-,7,471,-,417,490,909
51,2020-12-26,Racine,12737,2572,151,89,-,-,973,374,3145,12758,993,16896
52,2020-12-26,Richland,773,-,11,-,-,-,35,236,65,702,291,1058
53,2020-12-26,Rock,9187,640,147,41,-,-,1037,648,1748,8739,1213,11700
54,2020-12-26,Rusk,485,7,-,-,-,-,9,580,20,642,423,1085
55,2020-12-26,Sauk,3684,41,30,82,-,-,338,194,471,3495,403,4369
56,2020-12-26,Sawyer,784,5,5,199,-,-,36,135,13,963,188,1164
57,2020-12-26,Shawano,2836,8,19,455,-,-,118,679,125,2837,1153,4115
58,2020-12-26,Sheboygan,8274,551,591,54,-,-,412,1231,1063,7811,2239,11113
59,2020-12-26,St. Croix,4565,32,38,8,-,-,86,632,136,4338,887,5361
60,2020-12-26,Taylor,1461,-,-,-,-,-,9,80,64,1389,105,1558
61,2020-12-26,Trempealeau,2446,21,11,8,-,-,151,251,394,2137,357,2888
62,2020-12-26,Vernon,1394,-,6,-,-,-,17,56,25,1361,92,1478
63,2020-12-26,Vilas,1076,-,-,173,-,-,25,276,20,1170,365,1555
64,2020-12-26,Walworth,6049,105,31,36,-,-,419,786,1110,5119,1197,7426
65,2020-12-26,Washburn,945,-,-,8,-,-,6,27,11,959,17,987
66,2020-12-26,Washington,10488,145,127,30,-,-,249,228,372,8534,2361,11267
67,2020-12-26,Waukesha,27901,581,581,83,-,-,1370,2637,2125,23206,7822,33153
68,2020-12-26,Waupaca,3268,19,12,26,-,-,203,509,134,3007,896,4037
69,2020-12-26,Waushara,1549,116,13,23,-,-,98,92,268,1348,275,1891
70,2020-12-26,Winnebago,12304,650,395,109,-,-,605,859,798,11730,2394,14922
71,2020-12-26,Wood,4476,34,85,49,-,-,140,671,219,4368,868,5455
