,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-09,Adams,1020,7,7,7,-,-,34,77,61,885,206,1152
1,2020-12-09,Ashland,535,-,-,124,-,-,14,136,6,616,191,813
2,2020-12-09,Barron,2887,157,10,18,-,-,172,661,202,3077,626,3905
3,2020-12-09,Bayfield,505,-,-,86,-,-,21,155,7,553,211,771
4,2020-12-09,Brown,18032,863,643,968,-,-,1733,1645,3615,17353,2916,23884
5,2020-12-09,Buffalo,846,7,-,-,-,-,11,19,21,841,23,885
6,2020-12-09,Burnett,725,-,-,47,-,-,12,76,7,762,95,864
7,2020-12-09,Calumet,3604,37,55,18,-,-,159,403,263,3250,763,4276
8,2020-12-09,Chippewa,4216,217,57,45,-,-,67,675,88,4332,857,5277
9,2020-12-09,Clark,1356,-,-,-,-,-,37,993,251,1457,686,2394
10,2020-12-09,Columbia,3090,186,20,44,-,-,202,180,243,2665,814,3722
11,2020-12-09,Crawford,1161,174,11,10,-,-,33,34,46,1233,144,1423
12,2020-12-09,Dane,21444,2366,1096,236,-,-,3806,668,4608,22646,2362,29616
13,2020-12-09,Dodge,6553,860,71,85,-,-,598,1055,851,5886,2485,9222
14,2020-12-09,Door,1531,11,10,-,-,-,36,135,108,1440,179,1727
15,2020-12-09,Douglas,1989,34,12,25,-,-,53,353,40,1922,504,2466
16,2020-12-09,Dunn,2592,21,82,10,-,-,66,268,47,2622,370,3039
17,2020-12-09,Eau Claire,7105,127,289,23,-,-,193,533,214,7409,647,8270
18,2020-12-09,Florence,269,-,-,-,-,-,7,89,-,244,121,367
19,2020-12-09,Fond du Lac,7932,241,106,48,-,-,285,671,687,7167,1429,9283
20,2020-12-09,Forest,562,-,-,158,-,-,11,32,5,699,62,766
21,2020-12-09,Grant,3065,23,18,-,-,-,113,485,147,2914,646,3707
22,2020-12-09,Green,1803,7,6,-,-,-,61,36,123,1676,116,1915
23,2020-12-09,Green Lake,1111,6,-,6,-,-,43,74,107,970,163,1240
24,2020-12-09,Iowa,1344,7,6,-,-,-,25,29,29,1311,73,1413
25,2020-12-09,Iron,304,-,-,5,-,-,5,64,8,253,119,380
26,2020-12-09,Jackson,1491,136,23,206,-,-,43,101,80,1772,148,2000
27,2020-12-09,Jefferson,4606,69,33,55,-,-,477,589,816,4100,913,5829
28,2020-12-09,Juneau,1384,175,16,53,-,-,55,393,77,1457,542,2076
29,2020-12-09,Kenosha,7666,748,131,29,-,-,842,1125,1706,6096,2739,10541
30,2020-12-09,Kewaunee,1556,6,-,8,-,-,40,159,74,1429,269,1772
31,2020-12-09,La Crosse,7183,147,387,18,-,-,186,987,141,7221,1546,8908
32,2020-12-09,Lafayette,960,-,-,-,-,-,84,74,152,864,108,1124
33,2020-12-09,Langlade,1415,9,-,12,-,-,28,147,38,732,842,1612
34,2020-12-09,Lincoln,1676,11,12,5,-,-,34,366,31,1415,658,2104
35,2020-12-09,Manitowoc,4410,53,89,19,-,-,96,663,328,4037,965,5330
36,2020-12-09,Marathon,8650,115,650,40,-,-,204,923,379,6105,4098,10582
37,2020-12-09,Marinette,2867,11,13,11,-,-,93,204,50,2784,365,3199
38,2020-12-09,Marquette,1000,9,-,-,-,-,37,33,81,759,243,1083
39,2020-12-09,Menominee,30,-,-,548,-,-,12,9,7,562,31,600
40,2020-12-09,Milwaukee,40426,16585,2899,532,-,-,8207,5848,17723,45223,11551,74497
41,2020-12-09,Monroe,2607,31,22,52,-,-,97,106,185,2554,176,2915
