,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
42,2020-12-09,Oconto,3099,-,6,55,-,-,45,162,116,2978,275,3369
43,2020-12-09,Oneida,1891,29,8,21,-,-,40,519,24,1812,672,2508
44,2020-12-09,Outagamie,11141,195,324,392,-,-,696,1801,835,10820,2894,14549
45,2020-12-09,Ozaukee,4618,93,78,15,-,-,141,362,183,4269,855,5307
46,2020-12-09,Pepin,485,-,-,-,-,-,12,27,13,483,30,526
47,2020-12-09,Pierce,2285,23,10,-,-,-,22,118,62,2192,206,2460
48,2020-12-09,Polk,2244,5,-,26,-,-,24,219,32,2045,444,2521
49,2020-12-09,Portage,4325,47,183,17,-,-,145,266,266,4071,646,4983
50,2020-12-09,Price,381,-,15,-,-,-,7,418,-,364,458,824
51,2020-12-09,Racine,11384,2353,131,82,-,-,893,309,2894,11402,856,15152
52,2020-12-09,Richland,671,-,11,-,-,-,33,216,57,615,262,934
53,2020-12-09,Rock,7980,516,133,37,-,-,969,618,1576,7537,1140,10253
54,2020-12-09,Rusk,445,7,-,-,-,-,8,517,17,576,388,981
55,2020-12-09,Sauk,3272,39,26,79,-,-,307,174,433,3114,350,3897
56,2020-12-09,Sawyer,674,5,5,160,-,-,27,120,13,814,164,991
57,2020-12-09,Shawano,2647,5,19,410,-,-,108,639,125,2638,1065,3828
58,2020-12-09,Sheboygan,7246,519,502,51,-,-,380,1169,980,6824,2063,9867
59,2020-12-09,St. Croix,3984,28,32,7,-,-,70,594,127,3778,810,4715
60,2020-12-09,Taylor,1319,-,-,-,-,-,8,72,62,1254,89,1405
61,2020-12-09,Trempealeau,2221,21,11,8,-,-,139,245,369,1935,341,2645
62,2020-12-09,Vernon,1205,-,5,-,-,-,15,52,24,1177,81,1282
63,2020-12-09,Vilas,956,-,-,158,-,-,22,237,16,1036,326,1378
64,2020-12-09,Walworth,5371,100,25,31,-,-,390,713,999,4534,1097,6630
65,2020-12-09,Washburn,789,-,-,7,-,-,-,29,10,805,15,830
66,2020-12-09,Washington,8965,119,99,29,-,-,218,448,306,6969,2603,9878
67,2020-12-09,Waukesha,24415,517,464,77,-,-,1219,2441,1880,20233,7020,29133
68,2020-12-09,Waupaca,3096,15,11,23,-,-,198,485,124,2851,853,3828
69,2020-12-09,Waushara,1468,113,12,22,-,-,95,87,264,1272,261,1797
70,2020-12-09,Winnebago,11404,607,369,99,-,-,577,820,756,10875,2245,13876
71,2020-12-09,Wood,3968,28,68,43,-,-,131,531,193,3825,751,4769
