,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-19,Adams,1095,9,7,7,-,-,36,85,63,935,241,1239
1,2020-12-19,Ashland,619,-,-,136,-,-,15,165,6,721,212,939
2,2020-12-19,Barron,3117,160,13,21,-,-,176,722,206,3322,681,4209
3,2020-12-19,Bayfield,586,-,-,92,-,-,21,170,7,634,233,874
4,2020-12-19,Brown,18965,895,709,1041,-,-,1764,1668,3698,18343,3001,25042
5,2020-12-19,Buffalo,889,8,-,-,-,-,15,20,24,884,26,934
6,2020-12-19,Burnett,804,-,-,48,-,-,14,81,10,842,100,952
7,2020-12-19,Calumet,3791,38,56,20,-,-,168,436,281,3421,807,4509
8,2020-12-19,Chippewa,4472,229,59,47,-,-,70,727,91,4609,904,5604
9,2020-12-19,Clark,1468,-,-,-,-,-,38,1122,265,1635,737,2637
10,2020-12-19,Columbia,3339,190,20,47,-,-,207,187,261,2877,852,3990
11,2020-12-19,Crawford,1238,175,11,10,-,-,34,35,46,1306,151,1503
12,2020-12-19,Dane,22897,2539,1186,250,-,-,3965,692,4901,24122,2506,31529
13,2020-12-19,Dodge,7164,950,77,92,-,-,630,1086,900,6504,2595,9999
14,2020-12-19,Door,1680,11,10,-,-,-,39,142,109,1581,196,1886
15,2020-12-19,Douglas,2321,37,18,29,-,-,50,391,47,2257,542,2846
16,2020-12-19,Dunn,2815,22,84,12,-,-,70,287,49,2845,396,3290
17,2020-12-19,Eau Claire,7507,135,313,26,-,-,207,563,233,7853,665,8751
18,2020-12-19,Florence,280,-,-,-,-,-,8,96,-,256,129,387
19,2020-12-19,Fond du Lac,8525,264,111,50,-,-,301,691,721,7689,1532,9942
20,2020-12-19,Forest,589,-,-,162,-,-,11,35,5,731,64,800
21,2020-12-19,Grant,3259,26,21,-,-,-,117,516,154,3089,699,3942
22,2020-12-19,Green,2009,8,7,-,-,-,67,38,128,1875,128,2131
23,2020-12-19,Green Lake,1204,6,-,6,-,-,51,79,112,1058,176,1346
24,2020-12-19,Iowa,1494,12,6,-,-,-,25,30,35,1459,75,1569
25,2020-12-19,Iron,326,-,-,5,-,-,6,67,8,276,122,406
26,2020-12-19,Jackson,1653,156,25,222,-,-,50,107,91,1965,157,2213
27,2020-12-19,Jefferson,4932,71,33,60,-,-,497,624,857,4384,976,6217
