,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
28,2020-12-19,Juneau,1539,181,16,59,-,-,58,454,81,1604,622,2307
29,2020-12-19,Kenosha,8366,796,150,30,-,-,897,1266,1807,6652,3046,11505
30,2020-12-19,Kewaunee,1708,8,-,8,-,-,40,181,76,1569,304,1949
31,2020-12-19,La Crosse,7635,154,417,27,-,-,198,1063,156,7710,1628,9494
32,2020-12-19,Lafayette,1010,-,-,-,-,-,88,76,155,909,116,1180
33,2020-12-19,Langlade,1504,9,-,13,-,-,28,167,40,758,925,1723
34,2020-12-19,Lincoln,1816,14,13,6,-,-,36,404,34,1525,730,2289
35,2020-12-19,Manitowoc,4766,63,98,22,-,-,99,704,347,4391,1014,5752
36,2020-12-19,Marathon,9223,120,713,44,-,-,218,962,404,6645,4231,11280
37,2020-12-19,Marinette,3068,11,13,11,-,-,97,221,59,2972,390,3421
38,2020-12-19,Marquette,1034,9,-,-,-,-,40,33,81,786,253,1120
39,2020-12-19,Menominee,30,-,-,633,-,-,12,8,8,649,27,684
40,2020-12-19,Milwaukee,43908,17879,3213,575,-,-,8777,6281,19075,49028,12530,80633
41,2020-12-19,Monroe,2882,32,24,56,-,-,104,119,201,2821,195,3217
42,2020-12-19,Oconto,3313,-,5,57,-,-,49,171,120,3194,283,3597
43,2020-12-19,Oneida,2029,30,11,23,-,-,40,545,24,1954,700,2678
44,2020-12-19,Outagamie,11765,208,361,428,-,-,754,1879,882,11424,3089,15395
45,2020-12-19,Ozaukee,5118,103,84,18,-,-,150,370,198,4802,843,5843
46,2020-12-19,Pepin,559,-,-,-,-,-,14,30,16,555,34,605
47,2020-12-19,Pierce,2559,24,10,-,-,-,28,123,68,2448,230,2746
48,2020-12-19,Polk,2489,7,-,30,-,-,30,262,38,2288,495,2821
49,2020-12-19,Portage,4560,49,195,18,-,-,148,283,278,4287,688,5253
50,2020-12-19,Price,403,-,15,-,-,-,7,458,-,402,482,886
51,2020-12-19,Racine,12375,2516,147,87,-,-,955,372,3073,12391,988,16452
52,2020-12-19,Richland,741,-,11,-,-,-,35,232,64,673,285,1022
53,2020-12-19,Rock,8906,624,143,40,-,-,1026,645,1711,8467,1206,11384
54,2020-12-19,Rusk,473,7,-,-,-,-,9,556,19,619,411,1049
55,2020-12-19,Sauk,3539,39,29,82,-,-,327,185,460,3356,385,4201
56,2020-12-19,Sawyer,757,5,5,190,-,-,32,129,13,927,178,1118
57,2020-12-19,Shawano,2767,8,19,442,-,-,115,667,125,2774,1119,4018
58,2020-12-19,Sheboygan,7986,544,573,54,-,-,397,1209,1044,7545,2174,10763
59,2020-12-19,St. Croix,4370,30,40,8,-,-,79,624,136,4147,868,5151
60,2020-12-19,Taylor,1429,-,-,-,-,-,8,77,63,1358,99,1520
61,2020-12-19,Trempealeau,2390,21,11,8,-,-,145,252,387,2093,347,2827
62,2020-12-19,Vernon,1319,-,6,-,-,-,16,53,25,1290,84,1399
63,2020-12-19,Vilas,1038,-,-,170,-,-,24,266,20,1130,353,1503
64,2020-12-19,Walworth,5876,104,28,35,-,-,418,766,1086,4966,1175,7227
65,2020-12-19,Washburn,901,-,-,8,-,-,5,28,10,917,16,943
66,2020-12-19,Washington,10038,140,118,30,-,-,248,287,347,8011,2503,10861
67,2020-12-19,Waukesha,27049,563,553,82,-,-,1343,2592,2075,22469,7638,32182
68,2020-12-19,Waupaca,3217,18,11,26,-,-,200,500,132,2964,876,3972
69,2020-12-19,Waushara,1523,115,13,23,-,-,98,92,268,1323,273,1864
70,2020-12-19,Winnebago,11997,628,381,107,-,-,596,849,776,11443,2339,14558
71,2020-12-19,Wood,4343,33,84,49,-,-,138,626,211,4230,832,5273
