,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-20,Adams,1097,9,7,7,-,-,36,87,63,937,243,1243
1,2020-12-20,Ashland,621,-,-,138,-,-,15,165,6,726,211,943
2,2020-12-20,Barron,3135,160,13,21,-,-,177,724,207,3338,685,4230
3,2020-12-20,Bayfield,590,-,-,92,-,-,22,170,7,638,234,879
4,2020-12-20,Brown,19015,896,715,1042,-,-,1769,1673,3706,18397,3007,25110
5,2020-12-20,Buffalo,892,8,-,-,-,-,15,20,24,887,26,937
6,2020-12-20,Burnett,809,-,-,48,-,-,14,81,10,847,100,957
7,2020-12-20,Calumet,3802,38,56,20,-,-,168,436,282,3430,808,4520
8,2020-12-20,Chippewa,4489,229,59,47,-,-,70,731,91,4628,906,5625
9,2020-12-20,Clark,1469,-,-,-,-,-,39,1129,265,1639,742,2646
10,2020-12-20,Columbia,3370,190,20,47,-,-,207,187,261,2901,859,4021
11,2020-12-20,Crawford,1243,175,11,10,-,-,34,35,46,1311,151,1508
12,2020-12-20,Dane,22981,2548,1191,250,-,-,3981,689,4922,24209,2509,31640
13,2020-12-20,Dodge,7184,950,77,92,-,-,626,1088,902,6522,2593,10017
14,2020-12-20,Door,1687,11,10,-,-,-,39,142,109,1588,196,1893
15,2020-12-20,Douglas,2342,37,19,30,-,-,51,397,47,2280,549,2876
16,2020-12-20,Dunn,2832,23,85,12,-,-,75,286,53,2860,400,3313
17,2020-12-20,Eau Claire,7546,136,316,26,-,-,206,563,235,7893,665,8793
18,2020-12-20,Florence,280,-,-,-,-,-,8,97,-,256,130,388
19,2020-12-20,Fond du Lac,8526,264,111,50,-,-,301,690,722,7689,1531,9942
20,2020-12-20,Forest,589,-,-,162,-,-,11,35,5,731,64,800
21,2020-12-20,Grant,3268,26,22,-,-,-,117,516,154,3098,700,3952
22,2020-12-20,Green,2026,10,7,-,-,-,67,38,130,1892,128,2150
23,2020-12-20,Green Lake,1206,6,-,6,-,-,51,79,112,1059,177,1348
24,2020-12-20,Iowa,1502,12,6,-,-,-,25,30,35,1467,75,1577
25,2020-12-20,Iron,326,-,-,5,-,-,6,67,8,276,122,406
26,2020-12-20,Jackson,1663,156,25,224,-,-,50,109,91,1979,157,2227
27,2020-12-20,Jefferson,4968,72,33,62,-,-,499,633,859,4417,991,6267
28,2020-12-20,Juneau,1544,181,16,59,-,-,58,456,81,1609,624,2314
29,2020-12-20,Kenosha,8395,800,150,30,-,-,897,1286,1809,6675,3074,11558
30,2020-12-20,Kewaunee,1713,8,-,8,-,-,40,181,76,1574,304,1954
31,2020-12-20,La Crosse,7677,154,418,28,-,-,198,1065,156,7752,1632,9540
32,2020-12-20,Lafayette,1014,-,-,-,-,-,88,76,156,913,116,1185
33,2020-12-20,Langlade,1505,9,-,13,-,-,28,167,40,759,925,1724
34,2020-12-20,Lincoln,1827,14,13,6,-,-,37,404,34,1534,733,2301
35,2020-12-20,Manitowoc,4782,64,98,22,-,-,99,711,348,4411,1017,5776
36,2020-12-20,Marathon,9265,120,715,44,-,-,220,968,403,6695,4234,11332
37,2020-12-20,Marinette,3071,11,13,11,-,-,97,221,59,2975,390,3424
38,2020-12-20,Marquette,1038,9,-,-,-,-,40,33,81,789,254,1124
39,2020-12-20,Menominee,30,-,-,634,-,-,12,8,8,650,27,685
40,2020-12-20,Milwaukee,44088,17980,3229,581,-,-,8811,6289,19145,49240,12593,80978
41,2020-12-20,Monroe,2902,32,24,57,-,-,104,119,201,2841,196,3238
42,2020-12-20,Oconto,3321,-,5,57,-,-,49,172,120,3202,284,3606
43,2020-12-20,Oneida,2044,30,11,23,-,-,40,547,24,1966,705,2695
44,2020-12-20,Outagamie,11791,209,365,429,-,-,755,1886,884,11450,3101,15435
45,2020-12-20,Ozaukee,5129,103,85,18,-,-,150,373,198,4810,850,5858
46,2020-12-20,Pepin,560,-,-,-,-,-,14,30,16,556,34,606
47,2020-12-20,Pierce,2569,24,10,-,-,-,28,123,70,2457,230,2757
48,2020-12-20,Polk,2508,7,-,30,-,-,30,263,38,2307,496,2841
49,2020-12-20,Portage,4598,50,197,18,-,-,148,285,281,4320,695,5296
50,2020-12-20,Price,403,-,15,-,-,-,7,458,-,402,482,886
51,2020-12-20,Racine,12404,2522,147,87,-,-,958,375,3077,12420,996,16493
52,2020-12-20,Richland,744,-,11,-,-,-,35,232,65,675,285,1025
53,2020-12-20,Rock,8958,628,145,40,-,-,1032,647,1720,8521,1209,11450
54,2020-12-20,Rusk,473,7,-,-,-,-,9,561,19,622,413,1054
55,2020-12-20,Sauk,3549,39,29,82,-,-,328,187,461,3367,386,4214
56,2020-12-20,Sawyer,764,5,5,191,-,-,32,130,13,936,178,1127
57,2020-12-20,Shawano,2773,8,19,442,-,-,115,668,125,2777,1123,4025
