,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
58,2020-12-20,Sheboygan,8054,544,577,54,-,-,403,1211,1047,7607,2189,10843
59,2020-12-20,St. Croix,4433,30,40,8,-,-,82,627,136,4204,880,5220
60,2020-12-20,Taylor,1429,-,-,-,-,-,9,78,63,1360,99,1522
61,2020-12-20,Trempealeau,2399,21,11,8,-,-,146,253,388,2099,351,2838
62,2020-12-20,Vernon,1331,-,6,-,-,-,18,53,25,1302,86,1413
63,2020-12-20,Vilas,1042,-,-,170,-,-,25,265,20,1132,355,1507
64,2020-12-20,Walworth,5895,104,29,35,-,-,418,768,1089,4982,1178,7249
65,2020-12-20,Washburn,906,-,-,8,-,-,5,29,10,923,16,949
66,2020-12-20,Washington,10079,140,120,30,-,-,248,290,347,8039,2521,10907
67,2020-12-20,Waukesha,27121,565,554,82,-,-,1347,2596,2082,22516,7667,32265
68,2020-12-20,Waupaca,3221,18,11,26,-,-,200,502,132,2968,878,3978
69,2020-12-20,Waushara,1531,115,13,23,-,-,98,93,268,1331,274,1873
70,2020-12-20,Winnebago,12041,631,384,107,-,-,597,850,777,11486,2347,14610
71,2020-12-20,Wood,4361,33,85,49,-,-,139,627,212,4245,837,5294
