,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
48,2020-12-16,Polk,2424,6,-,29,-,-,28,249,37,2215,487,2739
49,2020-12-16,Portage,4496,49,188,18,-,-,145,279,271,4235,669,5175
50,2020-12-16,Price,400,-,15,-,-,-,7,445,-,391,477,870
51,2020-12-16,Racine,12094,2469,144,84,-,-,940,361,3017,12106,969,16092
52,2020-12-16,Richland,710,-,11,-,-,-,34,227,60,645,280,985
53,2020-12-16,Rock,8579,598,142,39,-,-,1004,640,1665,8148,1189,11002
54,2020-12-16,Rusk,467,7,-,-,-,-,9,542,18,607,404,1029
55,2020-12-16,Sauk,3426,39,27,82,-,-,317,179,449,3251,370,4070
56,2020-12-16,Sawyer,738,5,5,177,-,-,28,124,13,894,170,1077
57,2020-12-16,Shawano,2717,6,19,432,-,-,113,651,124,2719,1095,3938
58,2020-12-16,Sheboygan,7761,540,545,52,-,-,389,1191,1030,7320,2128,10478
59,2020-12-16,St. Croix,4248,30,39,7,-,-,77,613,134,4031,849,5014
60,2020-12-16,Taylor,1399,-,-,-,-,-,8,76,62,1333,94,1489
61,2020-12-16,Trempealeau,2341,21,12,8,-,-,144,249,385,2044,346,2775
62,2020-12-16,Vernon,1278,-,6,-,-,-,15,53,25,1248,84,1357
63,2020-12-16,Vilas,1002,-,-,167,-,-,25,264,17,1094,352,1463
64,2020-12-16,Walworth,5692,103,27,34,-,-,413,758,1057,4807,1163,7027
65,2020-12-16,Washburn,875,-,-,7,-,-,5,31,10,892,17,919
66,2020-12-16,Washington,9773,132,115,30,-,-,240,309,335,7610,2654,10599
67,2020-12-16,Waukesha,26316,550,533,80,-,-,1304,2554,1996,21874,7467,31337
68,2020-12-16,Waupaca,3168,17,11,26,-,-,197,500,128,2920,871,3919
69,2020-12-16,Waushara,1509,114,13,22,-,-,98,90,269,1307,270,1846
70,2020-12-16,Winnebago,11815,621,377,103,-,-,589,847,770,11270,2312,14352
71,2020-12-16,Wood,4226,32,77,47,-,-,136,585,208,4089,806,5103
