date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
2020-11-04,Adams,589,5,-,5,-,-,25,35,52,518,93,663
2020-11-04,Ashland,217,-,-,51,-,-,-,63,-,235,101,338
2020-11-04,Barron,1069,119,6,5,-,-,127,168,164,1150,180,1494
2020-11-04,Bayfield,201,-,-,48,-,-,11,74,-,238,95,335
2020-11-04,Brown,12332,670,430,691,-,-,1494,1349,3045,11750,2171,16966
2020-11-04,Buffalo,357,5,-,-,-,-,7,-,18,349,6,373
2020-11-04,Burnett,291,-,-,22,-,-,9,33,-,317,38,359
2020-11-04,Calumet,2511,32,36,10,-,-,112,296,192,2295,510,2997
2020-11-04,Chippewa,1890,46,20,10,-,-,21,273,26,1883,351,2260
2020-11-04,Clark,684,-,-,-,-,-,17,404,173,603,331,1107
2020-11-04,Columbia,1730,59,9,20,-,-,127,100,150,1490,405,2045
2020-11-04,Crawford,400,-,-,-,-,-,-,20,-,398,28,429
2020-11-04,Dane,12597,1198,589,115,-,-,2080,384,2311,13407,1245,16963
2020-11-04,Dodge,3508,405,41,48,-,-,426,703,571,3038,1522,5131
2020-11-04,Door,897,6,8,-,-,-,23,101,72,841,123,1036
2020-11-04,Douglas,711,21,5,9,-,-,18,169,22,681,230,933
2020-11-04,Dunn,1141,12,36,5,-,-,38,144,27,1149,200,1376
2020-11-04,Eau Claire,3714,76,137,16,-,-,124,249,123,3857,336,4316
2020-11-04,Florence,175,-,-,-,-,-,-,54,-,160,74,234
2020-11-04,Fond du Lac,4682,123,56,15,-,-,164,526,503,4121,942,5566
2020-11-04,Forest,395,-,-,110,-,-,-,22,-,486,44,532
2020-11-04,Grant,1821,9,9,-,-,-,61,297,88,1743,368,2199
2020-11-04,Green,1029,5,-,-,-,-,31,24,78,960,57,1095
2020-11-04,Green Lake,759,5,-,-,-,-,33,53,89,657,108,854
2020-11-04,Iowa,602,-,-,-,-,-,11,18,18,589,32,639
2020-11-04,Iron,185,-,-,-,-,-,-,40,7,153,72,232
2020-11-04,Jackson,557,50,9,74,-,-,14,16,38,646,36,720
2020-11-04,Jefferson,2552,40,20,37,-,-,305,292,572,2244,430,3246
2020-11-04,Juneau,627,57,-,23,-,-,21,187,28,639,251,918
2020-11-04,Kenosha,4215,479,73,12,-,-,467,646,1139,3412,1341,5892
2020-11-04,Kewaunee,1060,-,-,-,-,-,40,129,67,965,208,1240
2020-11-04,La Crosse,3786,92,208,9,-,-,118,697,75,3794,1041,4910
2020-11-04,Lafayette,496,-,-,-,-,-,71,50,127,441,54,622
2020-11-04,Langlade,1008,7,-,8,-,-,18,90,21,566,544,1131
2020-11-04,Lincoln,881,-,5,-,-,-,19,171,15,718,348,1081
2020-11-04,Manitowoc,2736,27,45,9,-,-,57,376,216,2500,534,3250
2020-11-04,Marathon,4901,64,328,20,-,-,126,493,246,3279,2407,5932
2020-11-04,Marinette,1793,11,10,8,-,-,67,126,43,1778,194,2015
2020-11-04,Marquette,703,-,-,-,-,-,26,24,60,554,143,757
2020-11-04,Menominee,18,-,-,325,-,-,9,6,-,336,19,359
2020-11-04,Milwaukee,23960,10611,1679,324,-,-,5305,4027,12082,26872,6952,45906
2020-11-04,Monroe,1221,13,11,23,-,-,67,38,148,1160,65,1373
2020-11-04,Oconto,2171,-,-,34,-,-,36,132,99,2069,209,2377
2020-11-04,Oneida,1078,-,-,14,-,-,23,337,18,992,448,1458
2020-11-04,Outagamie,7875,114,201,265,-,-,492,1360,623,7671,2013,10307
2020-11-04,Ozaukee,2453,58,49,10,-,-,80,160,120,2368,322,2810
2020-11-04,Pepin,180,-,-,-,-,-,7,11,10,174,16,200
