,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-04,Adams,981,7,7,7,-,-,34,73,58,856,195,1109
1,2020-12-04,Ashland,505,-,-,116,-,-,10,129,5,578,181,764
2,2020-12-04,Barron,2771,154,10,18,-,-,165,636,201,2953,600,3754
3,2020-12-04,Bayfield,476,-,-,83,-,-,17,146,7,519,200,726
4,2020-12-04,Brown,17522,848,615,948,-,-,1709,1625,3578,16829,2860,23267
5,2020-12-04,Buffalo,807,7,-,-,-,-,11,18,21,802,22,845
6,2020-12-04,Burnett,669,-,-,47,-,-,11,74,6,706,93,805
7,2020-12-04,Calumet,3502,37,55,16,-,-,151,395,253,3167,736,4156
8,2020-12-04,Chippewa,4044,208,52,43,-,-,58,646,88,4143,820,5051
9,2020-12-04,Clark,1295,-,-,-,-,-,36,949,246,1377,665,2288
10,2020-12-04,Columbia,2975,185,20,43,-,-,190,170,231,2577,775,3583
11,2020-12-04,Crawford,1114,169,12,10,-,-,34,33,45,1188,139,1372
12,2020-12-04,Dane,20720,2259,1058,230,-,-,3705,638,4450,21891,2269,28610
13,2020-12-04,Dodge,6236,766,69,80,-,-,574,1036,828,5568,2365,8761
14,2020-12-04,Door,1453,11,10,-,-,-,34,133,108,1363,174,1645
15,2020-12-04,Douglas,1774,34,11,21,-,-,40,331,38,1713,460,2211
16,2020-12-04,Dunn,2502,20,74,10,-,-,66,259,47,2523,361,2931
17,2020-12-04,Eau Claire,6912,126,267,23,-,-,186,525,200,7196,643,8039
18,2020-12-04,Florence,250,-,-,-,-,-,6,81,-,224,114,339
19,2020-12-04,Fond du Lac,7585,239,105,46,-,-,272,663,670,6854,1386,8910
20,2020-12-04,Forest,544,-,-,156,-,-,11,31,5,679,61,745
21,2020-12-04,Grant,2965,21,16,-,-,-,111,476,146,2817,628,3591
22,2020-12-04,Green,1695,7,6,-,-,-,61,35,124,1570,112,1806
23,2020-12-04,Green Lake,1090,6,-,6,-,-,43,73,106,951,161,1218
24,2020-12-04,Iowa,1277,7,6,-,-,-,24,27,29,1245,69,1343
25,2020-12-04,Iron,291,-,-,5,-,-,5,63,8,241,117,366
26,2020-12-04,Jackson,1375,92,19,189,-,-,34,87,65,1598,133,1796
27,2020-12-04,Jefferson,4417,68,33,54,-,-,454,563,796,3926,867,5589
28,2020-12-04,Juneau,1333,173,15,52,-,-,54,382,77,1402,530,2009
29,2020-12-04,Kenosha,7168,709,127,26,-,-,794,1074,1608,5750,2540,9898
30,2020-12-04,Kewaunee,1505,6,-,8,-,-,41,158,75,1381,265,1721
31,2020-12-04,La Crosse,6871,143,372,18,-,-,177,975,132,6912,1512,8556
32,2020-12-04,Lafayette,938,-,-,-,-,-,83,74,152,843,106,1101
33,2020-12-04,Langlade,1388,9,-,11,-,-,27,145,38,718,825,1581
34,2020-12-04,Lincoln,1614,11,12,5,-,-,33,338,30,1366,617,2013
35,2020-12-04,Manitowoc,4201,52,84,17,-,-,91,641,316,3840,930,5086
36,2020-12-04,Marathon,8272,112,611,38,-,-,192,884,359,5770,3980,10109
