,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
22,2020-11-05,Adams,597,5,-,-,-,-,25,35,53,527,90,670
2,2020-11-05,Ashland,227,-,-,51,-,-,-,64,-,246,102,350
40,2020-11-05,Barron,1121,143,6,5,-,-,130,181,165,1219,202,1586
41,2020-11-05,Bayfield,204,-,-,48,-,-,11,78,-,240,100,342
55,2020-11-05,Brown,12557,682,435,704,-,-,1505,1374,3073,11968,2216,17257
3,2020-11-05,Buffalo,371,5,-,-,-,-,7,-,17,363,7,387
23,2020-11-05,Burnett,302,-,-,23,-,-,9,35,-,328,41,373
24,2020-11-05,Calumet,2551,33,38,10,-,-,114,301,195,2336,516,3047
56,2020-11-05,Chippewa,2026,57,21,12,-,-,21,297,33,2003,398,2434
4,2020-11-05,Clark,710,-,-,-,-,-,19,424,179,632,344,1155
25,2020-11-05,Columbia,1762,59,9,22,-,-,127,102,150,1521,410,2081
57,2020-11-05,Crawford,420,-,-,-,-,-,-,21,-,417,30,450
5,2020-11-05,Dane,12848,1216,601,123,-,-,2110,397,2373,13651,1271,17295
26,2020-11-05,Dodge,3670,416,42,49,-,-,428,720,578,3165,1582,5325
42,2020-11-05,Door,916,6,8,-,-,-,25,101,74,860,123,1057
58,2020-11-05,Douglas,724,21,6,9,-,-,18,169,22,696,229,947
30,2020-11-05,Dunn,1200,12,36,5,-,-,40,146,27,1206,206,1439
61,2020-11-05,Eau Claire,3906,84,139,17,-,-,126,284,126,4055,375,4556
31,2020-11-05,Florence,175,-,-,-,-,-,-,55,-,160,75,235
43,2020-11-05,Fond du Lac,4816,124,58,16,-,-,165,529,507,4248,953,5708
62,2020-11-05,Forest,403,-,-,114,-,-,5,23,-,500,44,546
63,2020-11-05,Grant,1874,9,9,-,-,-,61,307,89,1795,378,2262
11,2020-11-05,Green,1061,5,-,-,-,-,31,24,80,989,58,1127
44,2020-11-05,Green Lake,769,5,-,5,-,-,34,53,89,668,109,866
12,2020-11-05,Iowa,642,5,-,-,-,-,14,18,21,630,32,683
64,2020-11-05,Iron,190,-,-,-,-,-,-,44,7,157,77,241
13,2020-11-05,Jackson,579,51,9,76,-,-,15,16,40,668,38,746
14,2020-11-05,Jefferson,2616,42,23,38,-,-,311,304,578,2310,446,3334
65,2020-11-05,Juneau,646,57,-,24,-,-,21,191,28,657,257,942
66,2020-11-05,Kenosha,4344,487,75,14,-,-,489,669,1156,3499,1423,6078
15,2020-11-05,Kewaunee,1072,-,-,5,-,-,40,129,67,976,210,1253
67,2020-11-05,La Crosse,3894,93,209,9,-,-,120,710,78,3901,1056,5035
49,2020-11-05,Lafayette,508,-,-,-,-,-,71,52,130,449,57,636
50,2020-11-05,Langlade,1018,7,-,8,-,-,18,92,21,568,554,1143
21,2020-11-05,Lincoln,913,-,5,-,-,-,19,175,16,743,358,1117
51,2020-11-05,Manitowoc,2764,28,46,9,-,-,58,387,216,2529,547,3292
52,2020-11-05,Marathon,5041,68,338,20,-,-,129,509,251,3387,2467,6105
53,2020-11-05,Marinette,1829,11,10,8,-,-,68,131,43,1810,204,2057
1,2020-11-05,Marquette,712,-,-,-,-,-,26,25,60,560,147,767
54,2020-11-05,Menominee,20,-,-,340,-,-,9,6,-,353,20,377
39,2020-11-05,Milwaukee,24519,10752,1702,331,-,-,5378,4123,12227,27424,7154,46805
9,2020-11-05,Monroe,1268,13,11,23,-,-,67,39,148,1205,68,1421
59,2020-11-05,Oconto,2189,-,-,39,-,-,36,132,99,2092,209,2400
29,2020-11-05,Oneida,1088,-,-,14,-,-,23,344,18,1003,455,1476
60,2020-11-05,Outagamie,8005,115,207,270,-,-,502,1377,631,7803,2042,10476
10,2020-11-05,Ozaukee,2510,60,50,10,-,-,83,164,120,2417,340,2877
16,2020-11-05,Pepin,196,-,-,-,-,-,7,11,10,190,16,216
68,2020-11-05,Pierce,888,17,-,-,-,-,6,47,41,853,69,963
32,2020-11-05,Polk,715,-,-,5,-,-,7,55,10,696,80,786
45,2020-11-05,Portage,2806,36,161,6,-,-,98,174,190,2681,410,3281
33,2020-11-05,Price,209,-,-,-,-,-,-,235,-,180,269,450
35,2020-11-05,Racine,6582,1583,58,31,-,-,568,157,1927,6651,401,8979
17,2020-11-05,Richland,377,-,5,-,-,-,22,144,40,345,165,550
47,2020-11-05,Rock,4632,343,79,23,-,-,574,440,999,4347,745,6091
37,2020-11-05,Rusk,154,-,-,-,-,-,-,166,8,161,156,325
38,2020-11-05,Sauk,1853,23,18,42,-,-,212,79,305,1770,152,2227
18,2020-11-05,Sawyer,308,-,-,78,-,-,17,55,5,369,89,463
71,2020-11-05,Shawano,1919,5,7,301,-,-,89,500,108,1933,780,2821
19,2020-11-05,Sheboygan,4153,463,192,38,-,-,214,697,629,3976,1152,5757
70,2020-11-05,St. Croix,2018,15,16,-,-,-,42,290,95,1932,356,2383
48,2020-11-05,Taylor,605,-,-,-,-,-,6,14,52,561,14,627
20,2020-11-05,Trempealeau,1042,10,8,-,-,-,98,115,277,859,141,1277
0,2020-11-05,Vernon,568,-,-,-,-,-,6,28,11,549,47,607
6,2020-11-05,Vilas,525,-,-,71,-,-,13,131,11,548,185,744
7,2020-11-05,Walworth,3100,64,16,19,-,-,251,380,694,2626,510,3830
27,2020-11-05,Washburn,296,-,-,-,-,-,-,-,5,297,-,304
8,2020-11-05,Washington,5039,53,41,13,-,-,135,175,203,4201,1052,5456
28,2020-11-05,Waukesha,12139,286,243,39,-,-,612,1356,994,10299,3382,14675
46,2020-11-05,Waupaca,2240,12,10,15,-,-,158,344,104,2088,587,2779
34,2020-11-05,Waushara,1146,109,10,20,-,-,79,62,207,1027,192,1426
36,2020-11-05,Winnebago,8193,400,244,71,-,-,408,627,574,7825,1544,9943
69,2020-11-05,Wood,1932,10,25,24,-,-,70,147,76,1784,348,2208
