,date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
0,2020-12-07,Adams,1004,7,7,7,-,-,34,74,61,871,201,1133
1,2020-12-07,Ashland,531,-,-,119,-,-,14,132,6,606,188,800
2,2020-12-07,Barron,2845,157,10,18,-,-,171,653,201,3032,621,3854
3,2020-12-07,Bayfield,495,-,-,83,-,-,20,151,7,540,206,753
4,2020-12-07,Brown,17721,855,624,955,-,-,1723,1632,3596,17030,2884,23510
5,2020-12-07,Buffalo,828,7,-,-,-,-,11,18,21,823,22,866
6,2020-12-07,Burnett,705,-,-,47,-,-,11,81,6,742,100,848
7,2020-12-07,Calumet,3574,37,55,17,-,-,154,396,254,3230,749,4233
8,2020-12-07,Chippewa,4167,215,55,44,-,-,67,670,88,4281,849,5218
9,2020-12-07,Clark,1321,-,-,-,-,-,37,978,248,1417,679,2344
10,2020-12-07,Columbia,3037,186,20,44,-,-,199,173,240,2624,795,3659
11,2020-12-07,Crawford,1135,171,11,10,-,-,33,35,46,1206,143,1395
12,2020-12-07,Dane,21185,2330,1086,234,-,-,3784,684,4560,22380,2363,29303
13,2020-12-07,Dodge,6453,826,71,83,-,-,591,1052,843,5787,2446,9076
14,2020-12-07,Door,1481,11,10,-,-,-,36,134,108,1394,174,1676
15,2020-12-07,Douglas,1902,34,11,24,-,-,53,349,38,1837,498,2373
16,2020-12-07,Dunn,2547,21,78,10,-,-,67,265,47,2574,367,2988
17,2020-12-07,Eau Claire,7024,126,284,23,-,-,188,533,208,7324,646,8178
18,2020-12-07,Florence,264,-,-,-,-,-,7,85,-,239,117,358
19,2020-12-07,Fond du Lac,7780,240,105,48,-,-,281,667,679,7035,1407,9121
20,2020-12-07,Forest,558,-,-,158,-,-,11,32,6,694,62,762
21,2020-12-07,Grant,3021,23,18,-,-,-,112,485,147,2872,643,3662
22,2020-12-07,Green,1754,7,6,-,-,-,60,35,123,1628,113,1864
23,2020-12-07,Green Lake,1103,6,-,6,-,-,43,74,107,962,163,1232
24,2020-12-07,Iowa,1313,7,6,-,-,-,25,27,29,1280,71,1380
25,2020-12-07,Iron,299,-,-,5,-,-,5,65,8,248,120,376
26,2020-12-07,Jackson,1460,135,23,202,-,-,41,98,78,1733,148,1959
27,2020-12-07,Jefferson,4522,69,33,54,-,-,470,577,803,4025,897,5725
28,2020-12-07,Juneau,1370,175,15,52,-,-,54,385,77,1439,535,2051
29,2020-12-07,Kenosha,7321,718,130,27,-,-,809,1091,1638,5859,2599,10096
30,2020-12-07,Kewaunee,1526,6,-,8,-,-,41,158,75,1401,266,1742
31,2020-12-07,La Crosse,7005,145,377,18,-,-,184,977,139,7036,1531,8706
32,2020-12-07,Lafayette,953,-,-,-,-,-,84,74,152,858,107,1117
33,2020-12-07,Langlade,1399,9,-,11,-,-,28,148,38,728,830,1596
34,2020-12-07,Lincoln,1654,11,12,5,-,-,35,357,31,1396,647,2074
35,2020-12-07,Manitowoc,4326,53,85,19,-,-,95,666,325,3953,966,5244
36,2020-12-07,Marathon,8470,114,632,40,-,-,198,907,373,5952,4036,10361
37,2020-12-07,Marinette,2814,11,13,11,-,-,93,203,49,2732,364,3145
38,2020-12-07,Marquette,993,9,-,-,-,-,37,32,81,754,240,1075
39,2020-12-07,Menominee,29,-,-,540,-,-,12,9,6,554,31,591
40,2020-12-07,Milwaukee,39563,16223,2815,522,-,-,8046,5841,17373,44268,11369,73010
41,2020-12-07,Monroe,2563,31,22,51,-,-,96,101,185,2509,170,2864
42,2020-12-07,Oconto,3036,-,6,55,-,-,44,163,115,2923,268,3306
43,2020-12-07,Oneida,1876,29,8,20,-,-,40,512,24,1793,668,2485
44,2020-12-07,Outagamie,11020,193,322,384,-,-,688,1781,831,10704,2853,14388
45,2020-12-07,Ozaukee,4459,93,75,14,-,-,140,344,178,4132,815,5125
46,2020-12-07,Pepin,478,-,-,-,-,-,11,27,12,476,30,518
47,2020-12-07,Pierce,2241,22,10,-,-,-,22,115,62,2147,203,2412
48,2020-12-07,Polk,2180,5,-,25,-,-,24,204,32,1985,424,2441
49,2020-12-07,Portage,4280,46,183,16,-,-,143,261,261,4032,636,4929
50,2020-12-07,Price,370,-,15,-,-,-,6,408,-,352,448,802
51,2020-12-07,Racine,11161,2313,129,82,-,-,881,293,2857,11177,825,14859
52,2020-12-07,Richland,661,-,11,-,-,-,33,216,57,606,261,924
53,2020-12-07,Rock,7872,509,131,36,-,-,955,616,1555,7426,1138,10119
54,2020-12-07,Rusk,432,7,-,-,-,-,7,508,17,556,385,958
55,2020-12-07,Sauk,3192,36,26,79,-,-,304,178,429,3043,343,3815
56,2020-12-07,Sawyer,666,5,5,156,-,-,27,118,13,803,161,977
57,2020-12-07,Shawano,2604,5,17,387,-,-,106,624,123,2578,1042,3743
58,2020-12-07,Sheboygan,7075,516,487,51,-,-,373,1144,967,6670,2009,9646
59,2020-12-07,St. Croix,3917,26,31,8,-,-,68,596,124,3711,811,4646
60,2020-12-07,Taylor,1261,-,-,-,-,-,8,55,62,1186,80,1328
61,2020-12-07,Trempealeau,2186,20,11,8,-,-,137,240,367,1901,334,2602
62,2020-12-07,Vernon,1173,-,5,-,-,-,14,51,24,1145,79,1248
