,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
0,2020-11-11,GILCHRIST,43,489,-,-,-,32,81,84,473,88,1468
1,2020-11-11,PUTNAM,670,1539,-,-,-,241,55,477,1942,86,6252
2,2020-11-11,TAYLOR,573,837,-,-,-,80,53,131,1323,89,2791
3,2020-11-11,OKALOOSA,578,3643,-,-,-,1422,1561,718,4913,1573,15611
4,2020-11-11,CALHOUN,109,524,-,-,-,57,84,30,634,110,1539
5,2020-11-11,PALM BEACH,8483,24028,-,-,-,9834,13615,15155,25835,14970,122743
6,2020-11-11,ST. LUCIE,2168,4231,-,-,-,1302,1907,2175,5088,2345,21692
7,2020-11-11,PASCO,826,8670,-,-,-,1732,757,2770,8234,981,28272
8,2020-11-11,GADSDEN,1308,941,-,-,-,583,264,587,2114,395,5979
9,2020-11-11,LEON,3285,5251,-,-,-,1701,2594,1134,7450,4247,26940
10,2020-11-11,JEFFERSON,351,292,-,-,-,43,16,33,621,48,1410
11,2020-11-11,MADISON,666,370,-,-,-,57,33,55,979,92,2373
12,2020-11-11,LIBERTY,126,369,-,-,-,29,26,30,401,119,2603
13,2020-11-11,HAMILTON,434,417,-,-,-,63,12,119,674,133,2651
14,2020-11-11,BAY,696,4283,-,-,-,903,1229,553,4947,1611,10855
15,2020-11-11,COLUMBIA,1275,2718,-,-,-,194,217,267,3862,275,7643
16,2020-11-11,BAKER,249,1011,-,-,-,62,542,21,1168,675,3121
17,2020-11-11,HOLMES,88,761,-,-,-,56,78,35,821,127,1984
18,2020-11-11,MARTIN,286,2695,-,-,-,1207,1394,1919,2444,1219,12688
19,2020-11-11,HILLSBOROUGH,6573,20201,-,-,-,7387,17161,13343,18864,19115,105509
20,2020-11-11,MANATEE,1346,7874,-,-,-,2309,2714,3988,7205,3050,29155
21,2020-11-11,CLAY,938,4028,-,-,-,529,1170,607,4772,1286,15936
22,2020-11-11,HARDEE,132,1190,-,-,-,232,108,974,563,125,3095
23,2020-11-11,MARION,2070,7617,-,-,-,995,744,1553,8738,1135,30656
24,2020-11-11,VOLUSIA,1704,6962,-,-,-,2677,2488,2237,8450,3144,34842
25,2020-11-11,DIXIE,188,680,-,-,-,31,24,55,830,38,1827
26,2020-11-11,LAKE,1094,4047,-,-,-,1771,2381,1548,5052,2693,24952
27,2020-11-11,LEVY,189,751,-,-,-,188,92,233,868,119,3283
28,2020-11-11,SUMTER,509,1628,-,-,-,159,798,151,1851,1092,7038
29,2020-11-11,SEMINOLE,1365,7281,-,-,-,1544,899,2885,7309,895,28276
30,2020-11-11,ORANGE,7773,18145,-,-,-,10497,12948,14174,17390,17799,107580
31,2020-11-11,CITRUS,208,2982,-,-,-,258,230,198,3133,347,9206
32,2020-11-11,HERNANDO,335,3172,-,-,-,549,44,722,3292,86,9101
33,2020-11-11,PINELLAS,4536,18130,-,-,-,2632,2709,3267,19585,5155,63588
34,2020-11-11,SUWANNEE,608,1893,-,-,-,432,133,537,2321,208,5149
35,2020-11-11,DUVAL,11370,11772,-,-,-,4277,9583,3195,22486,11321,86186
36,2020-11-11,LAFAYETTE,347,880,-,-,-,40,20,156,1048,83,1622
37,2020-11-11,GULF,283,665,-,-,-,18,20,43,893,50,1894
38,2020-11-11,UNION,314,819,-,-,-,37,20,39,1136,15,2431
