,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
0,2020-11-17,GILCHRIST,44,519,-,-,-,33,83,86,504,89,1524
1,2020-11-17,PUTNAM,671,1571,-,-,-,249,52,484,1983,76,6321
2,2020-11-17,TAYLOR,577,855,-,-,-,81,66,131,1350,98,2836
3,2020-11-17,OKALOOSA,618,3880,-,-,-,1484,1697,747,5234,1698,16271
4,2020-11-17,CALHOUN,113,548,-,-,-,57,89,30,659,118,1585
5,2020-11-17,PALM BEACH,8742,25393,-,-,-,10152,14283,15772,27264,15534,125943
6,2020-11-17,ST. LUCIE,2204,4433,-,-,-,1336,1930,2237,5289,2377,22138
7,2020-11-17,PASCO,848,9203,-,-,-,1789,807,2884,8692,1071,29263
8,2020-11-17,GADSDEN,1327,954,-,-,-,596,263,598,2149,393,6032
9,2020-11-17,LEON,3438,5481,-,-,-,1750,2605,1186,7844,4244,27550
10,2020-11-17,JEFFERSON,355,297,-,-,-,43,16,34,628,49,1424
11,2020-11-17,MADISON,684,393,-,-,-,58,35,57,1015,98,2433
12,2020-11-17,LIBERTY,126,376,-,-,-,29,25,30,408,118,2610
13,2020-11-17,HAMILTON,434,420,-,-,-,63,15,119,677,136,2662
14,2020-11-17,BAY,720,4559,-,-,-,933,1292,574,5215,1715,11322
15,2020-11-17,COLUMBIA,1303,2788,-,-,-,204,216,268,3955,288,7748
16,2020-11-17,BAKER,257,1037,-,-,-,66,547,21,1195,691,3180
17,2020-11-17,HOLMES,90,793,-,-,-,59,79,36,856,129,2036
18,2020-11-17,MARTIN,290,2769,-,-,-,1213,1454,1924,2527,1275,12915
19,2020-11-17,HILLSBOROUGH,6765,21053,-,-,-,7661,17610,13862,19814,19413,107816
20,2020-11-17,MANATEE,1382,8213,-,-,-,2369,2894,4126,7606,3126,29894
21,2020-11-17,CLAY,966,4224,-,-,-,547,1244,633,4986,1362,16300
22,2020-11-17,HARDEE,133,1211,-,-,-,237,113,994,575,125,3152
23,2020-11-17,MARION,2097,7873,-,-,-,1016,852,1580,9029,1229,31131
24,2020-11-17,VOLUSIA,1735,7241,-,-,-,2750,2618,2311,8745,3288,35444
25,2020-11-17,DIXIE,189,691,-,-,-,32,23,55,843,37,1841
26,2020-11-17,LAKE,1104,4250,-,-,-,1800,2494,1610,5272,2766,25374
27,2020-11-17,LEVY,196,779,-,-,-,190,98,235,904,124,3351
28,2020-11-17,SUMTER,505,1674,-,-,-,161,826,154,1894,1118,7128
29,2020-11-17,SEMINOLE,1409,7504,-,-,-,1578,1115,2983,7541,1082,28881
30,2020-11-17,ORANGE,8021,19066,-,-,-,10941,13839,15183,18453,18231,110159
31,2020-11-17,CITRUS,214,3235,-,-,-,272,278,211,3387,401,9605
32,2020-11-17,HERNANDO,343,3302,-,-,-,568,69,751,3397,134,9428
33,2020-11-17,PINELLAS,4635,18876,-,-,-,2715,2970,3369,20371,5456,64867
34,2020-11-17,SUWANNEE,614,1929,-,-,-,440,141,538,2374,212,5237
35,2020-11-17,DUVAL,11692,12320,-,-,-,4468,10049,3345,23468,11716,87876
36,2020-11-17,LAFAYETTE,347,885,-,-,-,41,19,156,1056,80,1630
37,2020-11-17,GULF,287,684,-,-,-,18,20,43,915,51,1919
38,2020-11-17,UNION,318,822,-,-,-,37,20,39,1143,15,2445
39,2020-11-17,BRADFORD,298,907,-,-,-,59,57,34,1229,58,2998
40,2020-11-17,WAKULLA,243,1045,-,-,-,105,91,65,1279,140,3441
41,2020-11-17,BREVARD,1452,7322,-,-,-,1092,3844,1462,7941,4307,32775
42,2020-11-17,POLK,4328,15149,-,-,-,2118,3790,7407,13287,4691,44413
43,2020-11-17,OSCEOLA,1004,6439,-,-,-,5038,3636,8843,3682,3592,30288
44,2020-11-17,HIGHLANDS,396,2015,-,-,-,449,403,788,1972,503,7511
45,2020-11-17,LEE,2346,13154,-,-,-,1604,9098,5671,11158,9373,52264
46,2020-11-17,COLLIER,885,8566,-,-,-,1700,4697,5692,5658,4498,31059
47,2020-11-17,DADE,17142,92207,-,-,-,28972,65339,106820,31659,65181,347049
48,2020-11-17,MONROE,190,2076,-,-,-,102,415,929,1380,474,7807
49,2020-11-17,SANTA ROSA,632,4671,-,-,-,401,887,286,5287,1018,14534
50,2020-11-17,WALTON,258,1949,-,-,-,135,644,381,1965,640,5335
51,2020-11-17,JACKSON,676,1712,-,-,-,177,945,122,1986,1402,6542
52,2020-11-17,WASHINGTON,294,862,-,-,-,61,179,42,932,422,2456
53,2020-11-17,NASSAU,238,2070,-,-,-,115,143,107,2273,186,6665
54,2020-11-17,GLADES,116,461,-,-,-,34,30,240,368,33,887
55,2020-11-17,CHARLOTTE,269,3264,-,-,-,359,461,319,3387,647,9437
56,2020-11-17,SARASOTA,759,6709,-,-,-,1157,2744,1531,6674,3164,25645
