,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
0,2020-11-29,GILCHRIST,55,581,-,-,-,38,89,91,574,98,1642
1,2020-11-29,PUTNAM,696,1715,-,-,-,264,62,515,2140,82,6550
2,2020-11-29,TAYLOR,585,902,-,-,-,82,71,132,1402,106,2909
3,2020-11-29,OKALOOSA,703,4448,-,-,-,1576,2041,813,5978,1977,17699
4,2020-11-29,CALHOUN,114,596,-,-,-,65,91,30,709,127,1679
5,2020-11-29,PALM BEACH,9253,28668,-,-,-,10877,15487,17153,30281,16851,133038
6,2020-11-29,ST. LUCIE,2304,4921,-,-,-,1436,2042,2416,5788,2499,23309
7,2020-11-29,PASCO,926,10561,-,-,-,1927,1229,3148,9943,1552,31731
8,2020-11-29,GADSDEN,1407,1002,-,-,-,625,266,639,2250,411,6232
9,2020-11-29,LEON,4026,6082,-,-,-,1878,2554,1359,9044,4137,29088
10,2020-11-29,JEFFERSON,368,322,-,-,-,44,22,37,663,56,1499
11,2020-11-29,MADISON,710,436,-,-,-,62,42,62,1076,112,2568
12,2020-11-29,LIBERTY,126,410,-,-,-,30,28,30,440,124,2662
13,2020-11-29,HAMILTON,440,449,-,-,-,64,17,120,713,137,2710
14,2020-11-29,BAY,775,5030,-,-,-,973,1354,597,5760,1775,12114
15,2020-11-29,COLUMBIA,1358,2947,-,-,-,217,241,278,4126,359,8003
16,2020-11-29,BAKER,264,1115,-,-,-,68,563,22,1272,716,3345
17,2020-11-29,HOLMES,93,889,-,-,-,66,95,37,948,158,2196
18,2020-11-29,MARTIN,301,3049,-,-,-,1228,1591,1947,2762,1460,13563
19,2020-11-29,HILLSBOROUGH,7210,23438,-,-,-,8332,18693,15109,22297,20267,113390
20,2020-11-29,MANATEE,1490,9295,-,-,-,2476,3219,4360,8634,3486,31756
21,2020-11-29,CLAY,1070,4784,-,-,-,616,1468,701,5534,1703,17377
22,2020-11-29,HARDEE,135,1255,-,-,-,246,120,1024,598,134,3264
23,2020-11-29,MARION,2213,8663,-,-,-,1071,995,1752,9790,1400,32484
24,2020-11-29,VOLUSIA,1884,8524,-,-,-,3011,2753,2546,9693,3933,37682
25,2020-11-29,DIXIE,189,715,-,-,-,33,22,55,868,36,1876
26,2020-11-29,LAKE,1157,4800,-,-,-,1913,2652,1778,5808,2936,26426
27,2020-11-29,LEVY,224,874,-,-,-,191,109,242,1014,142,3529
28,2020-11-29,SUMTER,510,1831,-,-,-,171,911,160,2057,1206,7460
29,2020-11-29,SEMINOLE,1499,8191,-,-,-,1769,1340,3292,8238,1269,30410
30,2020-11-29,ORANGE,8543,21378,-,-,-,11881,15508,17500,20887,18923,115739
31,2020-11-29,CITRUS,239,3811,-,-,-,309,348,252,3969,486,10680
32,2020-11-29,HERNANDO,360,3789,-,-,-,635,155,837,3816,286,10294
33,2020-11-29,PINELLAS,4864,21359,-,-,-,2920,3229,3673,22383,6316,68241
34,2020-11-29,SUWANNEE,637,2008,-,-,-,456,152,547,2484,222,5391
