,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
35,2020-11-29,DUVAL,12741,14592,-,-,-,4874,10770,3631,25746,13600,92622
36,2020-11-29,LAFAYETTE,350,907,-,-,-,43,22,160,1078,84,1664
37,2020-11-29,GULF,290,715,-,-,-,20,21,43,952,51,1968
38,2020-11-29,UNION,324,846,-,-,-,38,19,39,1173,15,2483
39,2020-11-29,BRADFORD,312,976,-,-,-,63,55,37,1311,58,3111
40,2020-11-29,WAKULLA,264,1139,-,-,-,110,96,67,1398,144,3630
41,2020-11-29,BREVARD,1557,8054,-,-,-,1209,4558,1611,8799,4968,34454
42,2020-11-29,POLK,4533,16751,-,-,-,2525,3510,8567,14596,4156,46777
43,2020-11-29,OSCEOLA,1101,7296,-,-,-,5682,3975,10151,4187,3716,32532
44,2020-11-29,HIGHLANDS,420,2339,-,-,-,495,456,864,2285,561,8069
45,2020-11-29,LEE,2557,15241,-,-,-,1958,9444,6254,13200,9746,55902
46,2020-11-29,COLLIER,935,9572,-,-,-,1828,4983,6044,6523,4751,32866
47,2020-11-29,DADE,18345,106812,-,-,-,33061,67011,123218,36188,65823,370319
48,2020-11-29,MONROE,224,2422,-,-,-,118,489,1049,1622,582,8483
49,2020-11-29,SANTA ROSA,654,5269,-,-,-,434,999,305,5911,1140,15429
50,2020-11-29,WALTON,274,2184,-,-,-,148,711,408,2181,728,5775
51,2020-11-29,JACKSON,731,1940,-,-,-,196,959,128,2252,1446,6866
52,2020-11-29,WASHINGTON,305,970,-,-,-,71,158,45,1055,404,2626
53,2020-11-29,NASSAU,255,2350,-,-,-,122,177,116,2541,247,7155
54,2020-11-29,GLADES,119,480,-,-,-,35,31,240,390,35,925
55,2020-11-29,CHARLOTTE,303,3720,-,-,-,393,596,347,3832,833,10143
56,2020-11-29,SARASOTA,855,8421,-,-,-,1243,2805,1755,7939,3630,28236
57,2020-11-29,DESOTO,213,1318,-,-,-,154,702,842,758,787,4494
58,2020-11-29,FLAGLER,369,1647,-,-,-,441,249,352,2045,309,7284
59,2020-11-29,HENDRY,297,1918,-,-,-,122,141,1563,798,117,4776
60,2020-11-29,INDIAN RIVER,516,3121,-,-,-,404,896,980,2929,1028,12013
61,2020-11-29,BROWARD,24673,50061,-,-,-,15555,15343,40874,49416,15342,223017
62,2020-11-29,ESCAMBIA,3022,6515,-,-,-,1802,3540,490,10267,4122,32678
63,2020-11-29,OKEECHOBEE,235,1464,-,-,-,215,106,765,1150,105,3895
64,2020-11-29,FRANKLIN,233,543,-,-,-,22,21,68,674,77,1689
65,2020-11-29,ALACHUA,2846,6823,-,-,-,1332,1692,1675,9105,1913,27776
66,2020-11-29,ST. JOHNS,585,6260,-,-,-,585,1147,688,6461,1428,22569
