,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
0,2020-12-05,GILCHRIST,62,625,-,-,-,39,88,92,624,98,1687
1,2020-12-05,PUTNAM,722,1844,-,-,-,280,66,528,2293,91,6769
2,2020-12-05,TAYLOR,595,927,-,-,-,82,77,133,1435,113,2973
3,2020-12-05,OKALOOSA,758,4882,-,-,-,1628,2347,845,6452,2318,18742
4,2020-12-05,CALHOUN,116,613,-,-,-,98,91,30,743,145,1738
5,2020-12-05,PALM BEACH,9613,30486,-,-,-,11381,16081,18000,31999,17562,136889
6,2020-12-05,ST. LUCIE,2377,5204,-,-,-,1508,2117,2516,6097,2593,24039
7,2020-12-05,PASCO,976,11391,-,-,-,2035,1398,3348,10661,1791,33096
8,2020-12-05,GADSDEN,1459,1022,-,-,-,639,269,655,2322,412,6350
9,2020-12-05,LEON,4394,6393,-,-,-,1967,2553,1430,9762,4115,29997
10,2020-12-05,JEFFERSON,386,331,-,-,-,47,21,38,694,53,1545
11,2020-12-05,MADISON,729,467,-,-,-,63,42,66,1119,116,2648
12,2020-12-05,LIBERTY,126,434,-,-,-,32,30,32,464,126,2695
13,2020-12-05,HAMILTON,449,471,-,-,-,70,20,124,748,138,2786
14,2020-12-05,BAY,816,5362,-,-,-,1000,1520,631,6118,1949,12763
15,2020-12-05,COLUMBIA,1388,3047,-,-,-,223,253,284,4245,382,8178
16,2020-12-05,BAKER,267,1180,-,-,-,70,573,22,1340,728,3471
17,2020-12-05,HOLMES,94,956,-,-,-,76,99,42,1018,165,2311
18,2020-12-05,MARTIN,309,3194,-,-,-,1242,1670,1964,2904,1547,13913
19,2020-12-05,HILLSBOROUGH,7444,24859,-,-,-,8817,19174,16060,23553,20681,116572
20,2020-12-05,MANATEE,1559,9849,-,-,-,2592,3367,4486,9163,3718,32752
21,2020-12-05,CLAY,1151,5152,-,-,-,639,1524,734,5870,1862,17983
22,2020-12-05,HARDEE,135,1289,-,-,-,248,128,1032,621,147,3329
23,2020-12-05,MARION,2295,9268,-,-,-,1118,1082,1888,10369,1506,33384
24,2020-12-05,VOLUSIA,1971,9184,-,-,-,3076,2841,2662,10264,4146,38830
25,2020-12-05,DIXIE,190,733,-,-,-,35,22,55,889,36,1901
26,2020-12-05,LAKE,1193,5140,-,-,-,1976,2676,1876,6146,2963,26960
27,2020-12-05,LEVY,244,927,-,-,-,197,107,256,1078,141,3638
28,2020-12-05,SUMTER,517,2005,-,-,-,179,980,172,2231,1278,7747
29,2020-12-05,SEMINOLE,1539,8500,-,-,-,1848,1588,3439,8519,1517,31316
30,2020-12-05,ORANGE,8942,22901,-,-,-,12606,16159,19010,22286,19312,118972
31,2020-12-05,CITRUS,252,4117,-,-,-,330,368,278,4275,514,11145
32,2020-12-05,HERNANDO,372,4091,-,-,-,670,178,918,4106,287,10810
33,2020-12-05,PINELLAS,4985,22559,-,-,-,3057,3424,3850,23498,6677,70037
34,2020-12-05,SUWANNEE,642,2097,-,-,-,466,158,562,2569,232,5529
35,2020-12-05,DUVAL,13422,16080,-,-,-,5164,11215,3835,27144,14902,95783
36,2020-12-05,LAFAYETTE,352,942,-,-,-,43,22,162,1112,85,1709
37,2020-12-05,GULF,291,744,-,-,-,20,25,43,982,55,2012
38,2020-12-05,UNION,328,867,-,-,-,38,21,39,1198,17,2520
39,2020-12-05,BRADFORD,316,1024,-,-,-,67,57,40,1362,62,3203
40,2020-12-05,WAKULLA,268,1230,-,-,-,110,97,69,1489,147,3781
41,2020-12-05,BREVARD,1626,8518,-,-,-,1278,4971,1686,9330,5377,35494
42,2020-12-05,POLK,4660,17806,-,-,-,2831,3449,9327,15459,3960,48396
43,2020-12-05,OSCEOLA,1160,7802,-,-,-,6062,4236,11011,4464,3785,33933
44,2020-12-05,HIGHLANDS,438,2518,-,-,-,520,490,926,2439,601,8356
45,2020-12-05,LEE,2695,16618,-,-,-,2217,9628,6712,14507,9939,58172
46,2020-12-05,COLLIER,972,10220,-,-,-,1916,5216,6276,7045,5003,34055
47,2020-12-05,DADE,19088,115494,-,-,-,35867,67945,133172,38761,66461,384142
48,2020-12-05,MONROE,236,2565,-,-,-,126,514,1117,1716,608,8731
49,2020-12-05,SANTA ROSA,680,5666,-,-,-,454,1094,322,6329,1243,16094
50,2020-12-05,WALTON,279,2314,-,-,-,152,766,418,2311,782,5993
51,2020-12-05,JACKSON,746,2029,-,-,-,196,970,128,2360,1453,6996
52,2020-12-05,WASHINGTON,307,1019,-,-,-,74,163,47,1108,408,2699
53,2020-12-05,NASSAU,260,2562,-,-,-,126,196,118,2723,303,7536
54,2020-12-05,GLADES,123,500,-,-,-,37,30,256,401,33,960
55,2020-12-05,CHARLOTTE,319,4011,-,-,-,413,644,374,4098,915,10531
56,2020-12-05,SARASOTA,882,9125,-,-,-,1294,2888,1821,8405,3963,29352
57,2020-12-05,DESOTO,219,1378,-,-,-,160,727,863,810,811,4584
58,2020-12-05,FLAGLER,381,1733,-,-,-,463,264,372,2141,328,7480
59,2020-12-05,HENDRY,309,1993,-,-,-,130,152,1608,853,123,4928
60,2020-12-05,INDIAN RIVER,530,3322,-,-,-,415,885,1033,3106,1013,12280
61,2020-12-05,BROWARD,25680,53597,-,-,-,16390,15908,43185,52058,16332,231709
62,2020-12-05,ESCAMBIA,3123,6922,-,-,-,1862,3697,507,10747,4350,33493
63,2020-12-05,OKEECHOBEE,236,1510,-,-,-,224,115,788,1186,111,3984
64,2020-12-05,FRANKLIN,233,547,-,-,-,23,21,68,679,77,1697
65,2020-12-05,ALACHUA,2993,7093,-,-,-,1381,1719,1735,9507,1944,28343
66,2020-12-05,ST. JOHNS,609,6717,-,-,-,627,1323,720,6864,1692,23564
