,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
0,2020-12-15,GILCHRIST,68,669,-,-,-,40,91,92,669,107,1750
1,2020-12-15,PUTNAM,809,2072,-,-,-,294,81,556,2591,109,7152
2,2020-12-15,TAYLOR,605,994,-,-,-,82,84,134,1504,127,3091
3,2020-12-15,OKALOOSA,829,5579,-,-,-,1724,2602,938,7270,2526,20378
4,2020-12-15,CALHOUN,117,652,-,-,-,136,100,30,810,165,1857
5,2020-12-15,PALM BEACH,10275,33417,-,-,-,12209,16696,19296,34681,18620,143112
6,2020-12-15,ST. LUCIE,2561,5722,-,-,-,1609,2264,2775,6627,2754,25272
7,2020-12-15,PASCO,1106,12864,-,-,-,2267,1774,3687,11964,2360,35852
8,2020-12-15,GADSDEN,1554,1061,-,-,-,653,266,669,2463,402,6543
9,2020-12-15,LEON,4904,7021,-,-,-,2095,2561,1542,10930,4109,31583
10,2020-12-15,JEFFERSON,409,350,-,-,-,50,22,38,737,56,1621
11,2020-12-15,MADISON,764,520,-,-,-,70,46,73,1201,126,2798
12,2020-12-15,LIBERTY,128,459,-,-,-,35,32,33,492,129,2738
13,2020-12-15,HAMILTON,469,494,-,-,-,70,20,127,786,140,2868
14,2020-12-15,BAY,872,5862,-,-,-,1044,1771,686,6652,2211,13777
15,2020-12-15,COLUMBIA,1435,3246,-,-,-,231,279,300,4481,410,8558
16,2020-12-15,BAKER,273,1265,-,-,-,76,587,22,1424,755,3631
17,2020-12-15,HOLMES,94,1026,-,-,-,77,120,44,1080,193,2440
18,2020-12-15,MARTIN,334,3449,-,-,-,1258,1783,1992,3140,1692,14510
19,2020-12-15,HILLSBOROUGH,8092,27914,-,-,-,9947,20038,17978,26089,21924,123654
20,2020-12-15,MANATEE,1688,10924,-,-,-,2922,3411,4838,10070,4037,34559
21,2020-12-15,CLAY,1244,5683,-,-,-,690,1692,814,6364,2131,18915
22,2020-12-15,HARDEE,136,1339,-,-,-,257,154,1046,665,175,3448
23,2020-12-15,MARION,2431,10117,-,-,-,1207,1268,2091,11194,1738,34828
24,2020-12-15,VOLUSIA,2131,10263,-,-,-,3276,2962,2868,11187,4577,40687
25,2020-12-15,DIXIE,192,751,-,-,-,35,23,55,908,38,1935
26,2020-12-15,LAKE,1327,5916,-,-,-,2182,3018,2141,6923,3379,28525
27,2020-12-15,LEVY,266,1008,-,-,-,203,118,274,1173,148,3819
28,2020-12-15,SUMTER,523,2265,-,-,-,204,1052,186,2488,1370,8161
29,2020-12-15,SEMINOLE,1774,9561,-,-,-,2130,2021,3871,9447,2168,33656
30,2020-12-15,ORANGE,9531,25120,-,-,-,13755,16386,21096,24117,19579,123164
31,2020-12-15,CITRUS,266,4585,-,-,-,355,407,310,4706,597,11896
32,2020-12-15,HERNANDO,412,4625,-,-,-,739,287,1027,4569,467,11792
33,2020-12-15,PINELLAS,5283,25027,-,-,-,3335,4030,4244,25688,7743,73849
34,2020-12-15,SUWANNEE,652,2229,-,-,-,477,165,577,2702,244,5724
35,2020-12-15,DUVAL,14594,18332,-,-,-,5582,11759,4151,29451,16665,100581
36,2020-12-15,LAFAYETTE,355,970,-,-,-,43,22,162,1142,86,1752
37,2020-12-15,GULF,293,791,-,-,-,23,29,44,1034,58,2083
38,2020-12-15,UNION,335,925,-,-,-,40,25,40,1259,26,2610
39,2020-12-15,BRADFORD,349,1128,-,-,-,74,60,42,1490,79,3423
40,2020-12-15,WAKULLA,278,1308,-,-,-,117,104,75,1573,159,3938
41,2020-12-15,BREVARD,1754,9415,-,-,-,1499,5246,1876,10206,5832,37050
42,2020-12-15,POLK,4954,19755,-,-,-,3139,3623,10223,17106,4142,51491
43,2020-12-15,OSCEOLA,1315,9016,-,-,-,6789,4418,12459,5024,4055,36577
44,2020-12-15,HIGHLANDS,458,2778,-,-,-,557,540,1002,2674,657,8809
45,2020-12-15,LEE,2920,18871,-,-,-,2657,9774,7532,16583,10107,61932
46,2020-12-15,COLLIER,1042,11133,-,-,-,2091,5409,6725,7755,5195,35677
47,2020-12-15,DADE,20367,129520,-,-,-,40847,68744,149481,42625,67372,406169
48,2020-12-15,MONROE,250,2819,-,-,-,130,533,1204,1899,629,9155
49,2020-12-15,SANTA ROSA,727,6421,-,-,-,498,1242,364,7099,1425,17207
50,2020-12-15,WALTON,288,2541,-,-,-,166,859,435,2537,882,6366
51,2020-12-15,JACKSON,773,2137,-,-,-,204,998,131,2518,1463,7191
52,2020-12-15,WASHINGTON,312,1094,-,-,-,80,176,49,1184,429,2820
53,2020-12-15,NASSAU,273,2859,-,-,-,137,238,129,2993,385,8078
54,2020-12-15,GLADES,127,522,-,-,-,39,32,263,422,35,998
55,2020-12-15,CHARLOTTE,349,4483,-,-,-,445,769,430,4512,1104,11291
56,2020-12-15,SARASOTA,942,10271,-,-,-,1375,2972,1962,9254,4344,31230
57,2020-12-15,DESOTO,226,1479,-,-,-,168,745,908,880,830,4757
58,2020-12-15,FLAGLER,410,1882,-,-,-,490,294,410,2304,362,7832
59,2020-12-15,HENDRY,336,2168,-,-,-,157,191,1751,941,160,5335
60,2020-12-15,INDIAN RIVER,569,3654,-,-,-,449,880,1149,3394,1009,12777
61,2020-12-15,BROWARD,27207,58829,-,-,-,17887,16315,46806,56175,17257,244266
62,2020-12-15,ESCAMBIA,3348,7667,-,-,-,1996,3900,552,11686,4673,34935
63,2020-12-15,OKEECHOBEE,239,1599,-,-,-,226,121,838,1236,111,4114
64,2020-12-15,FRANKLIN,233,558,-,-,-,23,23,68,689,80,1719
