,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
0,2020-11-09,GILCHRIST,42,480,-,-,-,32,81,84,463,88,1456
1,2020-11-09,PUTNAM,668,1520,-,-,-,240,56,476,1922,86,6214
2,2020-11-09,TAYLOR,573,827,-,-,-,81,53,131,1311,92,2767
3,2020-11-09,OKALOOSA,569,3551,-,-,-,1392,1522,710,4800,1524,15399
4,2020-11-09,CALHOUN,109,511,-,-,-,56,82,29,620,109,1516
5,2020-11-09,PALM BEACH,8418,23534,-,-,-,9728,13601,14969,25395,14917,121897
6,2020-11-09,ST. LUCIE,2162,4173,-,-,-,1288,1910,2152,5041,2340,21556
7,2020-11-09,PASCO,812,8525,-,-,-,1705,722,2735,8082,947,27934
8,2020-11-09,GADSDEN,1305,938,-,-,-,580,263,585,2108,393,5966
9,2020-11-09,LEON,3219,5142,-,-,-,1672,2597,1110,7276,4244,26692
10,2020-11-09,JEFFERSON,349,290,-,-,-,43,16,33,617,48,1403
11,2020-11-09,MADISON,653,365,-,-,-,57,33,55,962,91,2347
12,2020-11-09,LIBERTY,126,367,-,-,-,29,26,30,399,119,2588
13,2020-11-09,HAMILTON,434,410,-,-,-,62,12,118,666,134,2636
14,2020-11-09,BAY,688,4185,-,-,-,895,1220,545,4857,1586,10682
15,2020-11-09,COLUMBIA,1268,2702,-,-,-,193,215,266,3838,274,7599
16,2020-11-09,BAKER,245,1001,-,-,-,61,541,20,1158,670,3098
17,2020-11-09,HOLMES,88,744,-,-,-,56,83,35,804,132,1962
18,2020-11-09,MARTIN,283,2667,-,-,-,1206,1379,1916,2413,1206,12622
19,2020-11-09,HILLSBOROUGH,6483,19874,-,-,-,7302,17086,13160,18537,19048,104717
20,2020-11-09,MANATEE,1337,7737,-,-,-,2292,2664,3947,7035,3048,28919
21,2020-11-09,CLAY,921,3954,-,-,-,524,1126,598,4689,1238,15762
22,2020-11-09,HARDEE,132,1182,-,-,-,231,106,973,557,121,3081
23,2020-11-09,MARION,2061,7545,-,-,-,993,732,1541,8665,1125,30520
24,2020-11-09,VOLUSIA,1687,6852,-,-,-,2657,2446,2208,8339,3095,34613
25,2020-11-09,DIXIE,188,678,-,-,-,30,23,55,826,38,1821
26,2020-11-09,LAKE,1090,3950,-,-,-,1754,2385,1535,4964,2680,24813
27,2020-11-09,LEVY,185,744,-,-,-,188,91,232,860,116,3247
28,2020-11-09,SUMTER,509,1612,-,-,-,158,795,151,1833,1090,7010
29,2020-11-09,SEMINOLE,1358,7223,-,-,-,1532,839,2865,7248,839,28081
30,2020-11-09,ORANGE,7705,17881,-,-,-,10368,12661,13899,17104,17612,106828
31,2020-11-09,CITRUS,205,2914,-,-,-,254,224,194,3057,346,9080
32,2020-11-09,HERNANDO,331,3128,-,-,-,531,39,705,3244,80,8992
33,2020-11-09,PINELLAS,4498,17866,-,-,-,2597,2664,3225,19297,5103,63190
34,2020-11-09,SUWANNEE,607,1882,-,-,-,432,133,538,2307,209,5133
35,2020-11-09,DUVAL,11246,11580,-,-,-,4233,9304,3122,22030,11211,85465
36,2020-11-09,LAFAYETTE,350,883,-,-,-,40,20,156,1054,83,1630
37,2020-11-09,GULF,283,660,-,-,-,17,21,43,887,51,1894
38,2020-11-09,UNION,311,813,-,-,-,37,19,39,1127,14,2419
39,2020-11-09,BRADFORD,293,864,-,-,-,58,54,34,1183,52,2939
40,2020-11-09,WAKULLA,235,949,-,-,-,104,91,64,1177,138,3293
41,2020-11-09,BREVARD,1377,6857,-,-,-,1038,3439,1368,7406,3937,31778
42,2020-11-09,POLK,4180,14220,-,-,-,2039,3644,7023,12440,4620,42960
43,2020-11-09,OSCEOLA,957,5973,-,-,-,4765,3399,8140,3421,3533,29051
44,2020-11-09,HIGHLANDS,385,1801,-,-,-,429,347,748,1770,444,7164
45,2020-11-09,LEE,2222,12003,-,-,-,1464,8812,5377,10012,9112,50200
46,2020-11-09,COLLIER,869,8076,-,-,-,1650,4502,5553,5181,4363,30142
47,2020-11-09,DADE,16560,85323,-,-,-,27181,64201,98979,29313,64973,335721
48,2020-11-09,MONROE,184,1897,-,-,-,100,356,884,1244,409,7456
49,2020-11-09,SANTA ROSA,617,4301,-,-,-,390,884,273,4908,1011,14032
50,2020-11-09,WALTON,245,1808,-,-,-,117,582,360,1815,577,5043
51,2020-11-09,JACKSON,641,1576,-,-,-,159,927,115,1770,1418,6286
52,2020-11-09,WASHINGTON,282,808,-,-,-,55,153,39,866,393,2346
53,2020-11-09,NASSAU,228,1957,-,-,-,112,126,106,2157,160,6429
54,2020-11-09,GLADES,115,449,-,-,-,35,27,239,356,31,871
55,2020-11-09,CHARLOTTE,248,3034,-,-,-,339,383,308,3142,554,9065
56,2020-11-09,SARASOTA,740,6092,-,-,-,1121,2390,1427,5959,2957,24368
57,2020-11-09,DESOTO,183,1071,-,-,-,137,335,759,578,389,4125
58,2020-11-09,FLAGLER,318,1368,-,-,-,395,195,306,1731,239,6678
59,2020-11-09,HENDRY,264,1797,-,-,-,111,123,1495,702,98,4537
60,2020-11-09,INDIAN RIVER,461,2460,-,-,-,385,853,808,2355,996,10942
61,2020-11-09,BROWARD,22389,40903,-,-,-,13282,14016,35100,42253,13237,199988
62,2020-11-09,ESCAMBIA,2708,5396,-,-,-,1576,3217,440,8752,3705,30501
63,2020-11-09,OKEECHOBEE,220,1283,-,-,-,202,104,692,1015,102,3575
64,2020-11-09,FRANKLIN,233,513,-,-,-,22,21,67,645,77,1644
65,2020-11-09,ALACHUA,2440,5897,-,-,-,1186,1639,1479,7845,1838,26143
66,2020-11-09,ST. JOHNS,504,5139,-,-,-,488,823,597,5363,994,19860
