,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
47,2020-12-01,DADE,18432,108047,-,-,-,33411,67249,124683,36596,65860,372307
48,2020-12-01,MONROE,224,2448,-,-,-,122,484,1062,1636,580,8521
49,2020-12-01,SANTA ROSA,655,5297,-,-,-,434,1001,306,5944,1137,15470
50,2020-12-01,WALTON,274,2190,-,-,-,148,713,408,2186,731,5789
51,2020-12-01,JACKSON,733,1943,-,-,-,195,960,128,2256,1447,6870
52,2020-12-01,WASHINGTON,306,974,-,-,-,71,159,45,1060,405,2633
53,2020-12-01,NASSAU,255,2372,-,-,-,123,180,116,2556,258,7195
54,2020-12-01,GLADES,119,481,-,-,-,35,36,244,390,37,931
55,2020-12-01,CHARLOTTE,305,3743,-,-,-,394,604,349,3849,848,10173
56,2020-12-01,SARASOTA,858,8520,-,-,-,1239,2810,1773,8029,3625,28367
57,2020-12-01,DESOTO,215,1325,-,-,-,153,710,844,764,795,4502
58,2020-12-01,FLAGLER,368,1656,-,-,-,442,257,355,2047,321,7308
59,2020-12-01,HENDRY,299,1925,-,-,-,121,142,1567,803,117,4787
60,2020-12-01,INDIAN RIVER,517,3143,-,-,-,404,903,987,2947,1033,12051
61,2020-12-01,BROWARD,24789,50548,-,-,-,15658,15448,41190,49752,15501,224054
62,2020-12-01,ESCAMBIA,3034,6546,-,-,-,1805,3535,491,10312,4117,32731
63,2020-12-01,OKEECHOBEE,235,1466,-,-,-,215,107,765,1152,106,3898
64,2020-12-01,FRANKLIN,233,543,-,-,-,22,21,68,674,77,1689
65,2020-12-01,ALACHUA,2864,6848,-,-,-,1334,1698,1684,9139,1921,27832
66,2020-12-01,ST. JOHNS,591,6318,-,-,-,587,1184,689,6510,1481,22700
