,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
53,2020-12-28,NASSAU,299,3462,-,-,-,161,296,150,3540,528,9001
54,2020-12-28,GLADES,128,553,-,-,-,41,38,279,439,42,1053
55,2020-12-28,CHARLOTTE,410,5245,-,-,-,488,911,496,5219,1339,12376
56,2020-12-28,SARASOTA,1039,11846,-,-,-,1490,3007,2176,10455,4751,33548
57,2020-12-28,DESOTO,230,1654,-,-,-,175,770,951,1014,864,5047
58,2020-12-28,FLAGLER,447,2195,-,-,-,532,358,469,2622,441,8446
59,2020-12-28,HENDRY,378,2400,-,-,-,201,241,1933,1081,206,5822
60,2020-12-28,INDIAN RIVER,656,4336,-,-,-,554,942,1363,4028,1097,13847
61,2020-12-28,BROWARD,29293,65699,-,-,-,20005,17009,51276,61772,18958,260751
62,2020-12-28,ESCAMBIA,3813,8889,-,-,-,2194,4261,609,13257,5291,37284
63,2020-12-28,OKEECHOBEE,243,1730,-,-,-,238,118,893,1317,119,4314
64,2020-12-28,FRANKLIN,238,578,-,-,-,24,24,68,715,81,1757
65,2020-12-28,ALACHUA,3601,8330,-,-,-,1580,1799,1978,11276,2056,30650
66,2020-12-28,ST. JOHNS,707,8751,-,-,-,859,1972,870,8725,2694,27819
