,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
0,2020-12-19,GILCHRIST,72,693,-,-,-,41,95,96,696,109,1784
1,2020-12-19,PUTNAM,845,2189,-,-,-,305,90,567,2745,117,7350
2,2020-12-19,TAYLOR,610,1023,-,-,-,83,90,135,1533,138,3148
3,2020-12-19,OKALOOSA,860,5852,-,-,-,1755,2675,960,7535,2647,20902
4,2020-12-19,CALHOUN,118,684,-,-,-,155,99,31,853,172,1932
5,2020-12-19,PALM BEACH,10515,34576,-,-,-,12565,16915,19807,35731,19033,145629
6,2020-12-19,ST. LUCIE,2637,5962,-,-,-,1675,2326,2901,6861,2838,25814
7,2020-12-19,PASCO,1144,13398,-,-,-,2401,1896,3846,12453,2540,36867
8,2020-12-19,GADSDEN,1593,1076,-,-,-,659,267,673,2521,401,6606
9,2020-12-19,LEON,5061,7252,-,-,-,2142,2559,1573,11337,4104,32129
10,2020-12-19,JEFFERSON,412,366,-,-,-,52,25,39,756,60,1661
11,2020-12-19,MADISON,776,541,-,-,-,71,49,73,1230,134,2849
12,2020-12-19,LIBERTY,128,470,-,-,-,36,31,34,503,128,2759
13,2020-12-19,HAMILTON,487,513,-,-,-,72,22,127,824,143,2929
14,2020-12-19,BAY,899,6121,-,-,-,1070,1951,706,6942,2393,14331
15,2020-12-19,COLUMBIA,1471,3352,-,-,-,239,294,307,4602,447,8766
16,2020-12-19,BAKER,277,1300,-,-,-,76,593,23,1459,764,3713
17,2020-12-19,HOLMES,96,1083,-,-,-,86,127,45,1142,205,2542
18,2020-12-19,MARTIN,347,3590,-,-,-,1269,1872,2012,3256,1810,14817
19,2020-12-19,HILLSBOROUGH,8312,29091,-,-,-,10476,20271,18720,27039,22391,126402
20,2020-12-19,MANATEE,1757,11345,-,-,-,3049,3451,4961,10399,4242,35266
21,2020-12-19,CLAY,1285,5904,-,-,-,705,1763,831,6568,2258,19326
22,2020-12-19,HARDEE,136,1381,-,-,-,264,159,1063,691,186,3514
23,2020-12-19,MARION,2480,10530,-,-,-,1231,1341,2166,11584,1832,35470
24,2020-12-19,VOLUSIA,2189,10711,-,-,-,3358,3072,2937,11578,4815,41499
25,2020-12-19,DIXIE,195,774,-,-,-,35,25,56,932,41,1970
26,2020-12-19,LAKE,1385,6276,-,-,-,2249,3115,2233,7289,3503,29221
