,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
0,2020-11-23,GILCHRIST,48,557,-,-,-,35,92,90,549,93,1603
1,2020-11-23,PUTNAM,681,1651,-,-,-,257,57,501,2062,83,6447
2,2020-11-23,TAYLOR,581,880,-,-,-,81,68,131,1379,100,2880
3,2020-11-23,OKALOOSA,662,4182,-,-,-,1534,1885,779,5629,1855,17032
4,2020-11-23,CALHOUN,113,571,-,-,-,59,90,30,683,120,1624
5,2020-11-23,PALM BEACH,9002,27052,-,-,-,10515,15051,16510,28822,16288,129653
6,2020-11-23,ST. LUCIE,2260,4668,-,-,-,1384,1977,2320,5544,2425,22715
7,2020-11-23,PASCO,889,9876,-,-,-,1856,1051,3009,9322,1341,30592
8,2020-11-23,GADSDEN,1359,975,-,-,-,611,265,619,2193,398,6117
9,2020-11-23,LEON,3730,5767,-,-,-,1809,2581,1285,8420,4182,28341
10,2020-11-23,JEFFERSON,360,304,-,-,-,43,19,34,641,51,1453
11,2020-11-23,MADISON,694,415,-,-,-,60,40,60,1041,108,2504
12,2020-11-23,LIBERTY,126,383,-,-,-,29,28,30,414,122,2621
13,2020-11-23,HAMILTON,434,436,-,-,-,63,18,119,694,138,2686
14,2020-11-23,BAY,749,4820,-,-,-,958,1385,593,5516,1803,11783
15,2020-11-23,COLUMBIA,1321,2848,-,-,-,211,224,272,4022,310,7847
16,2020-11-23,BAKER,261,1073,-,-,-,67,552,21,1235,697,3260
17,2020-11-23,HOLMES,91,843,-,-,-,61,90,37,903,145,2117
18,2020-11-23,MARTIN,295,2883,-,-,-,1218,1532,1931,2626,1371,13215
19,2020-11-23,HILLSBOROUGH,6968,22162,-,-,-,8014,18312,14523,21044,19889,110712
20,2020-11-23,MANATEE,1435,8716,-,-,-,2433,3120,4251,8167,3286,30884
21,2020-11-23,CLAY,1012,4486,-,-,-,583,1370,669,5265,1517,16837
22,2020-11-23,HARDEE,133,1236,-,-,-,241,117,1015,582,130,3222
23,2020-11-23,MARION,2155,8260,-,-,-,1036,956,1659,9421,1327,31855
24,2020-11-23,VOLUSIA,1813,7746,-,-,-,2875,2673,2416,9170,3521,36351
25,2020-11-23,DIXIE,189,704,-,-,-,33,24,55,857,38,1864
26,2020-11-23,LAKE,1126,4516,-,-,-,1856,2567,1692,5525,2848,25908
27,2020-11-23,LEVY,205,837,-,-,-,191,101,236,970,128,3445
28,2020-11-23,SUMTER,506,1740,-,-,-,165,878,155,1958,1176,7290
29,2020-11-23,SEMINOLE,1446,7845,-,-,-,1655,1234,3139,7891,1150,29621
30,2020-11-23,ORANGE,8273,20162,-,-,-,11357,14850,16353,19658,18631,112982
31,2020-11-23,CITRUS,227,3496,-,-,-,292,322,223,3662,452,10151
32,2020-11-23,HERNANDO,353,3531,-,-,-,612,114,794,3604,212,9859
