,date,county,black,white,ai_an,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total
57,2020-11-16,DESOTO,191,1100,-,-,-,136,367,771,602,421,4170
58,2020-11-16,FLAGLER,334,1431,-,-,-,412,203,318,1814,248,6809
59,2020-11-16,HENDRY,270,1836,-,-,-,113,128,1514,732,101,4605
60,2020-11-16,INDIAN RIVER,478,2666,-,-,-,393,872,868,2529,1012,11306
61,2020-11-16,BROWARD,22929,43273,-,-,-,13834,14384,36601,44054,13765,205436
62,2020-11-16,ESCAMBIA,2799,5720,-,-,-,1680,3320,450,9225,3844,31190
63,2020-11-16,OKEECHOBEE,228,1322,-,-,-,204,111,709,1048,108,3664
64,2020-11-16,FRANKLIN,233,525,-,-,-,22,21,68,656,77,1663
65,2020-11-16,ALACHUA,2547,6182,-,-,-,1216,1687,1531,8211,1890,26643
66,2020-11-16,ST. JOHNS,522,5422,-,-,-,516,926,620,5672,1094,20634
