date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
2020-10-27,Adams,445,-,-,-,-,-,19,26,41,395,66,502
2020-10-27,Ashland,166,-,-,48,-,-,-,54,-,184,88,274
2020-10-27,Barron,754,101,5,5,-,-,120,108,161,804,128,1093
2020-10-27,Bayfield,131,-,-,34,-,-,5,54,-,153,70,225
2020-10-27,Brown,10971,573,381,603,-,-,1389,1186,2788,10424,1891,15103
2020-10-27,Buffalo,249,-,-,-,-,-,7,-,13,244,5,262
2020-10-27,Burnett,256,-,-,20,-,-,5,23,-,277,27,308
2020-10-27,Calumet,2242,29,31,10,-,-,104,260,184,2049,443,2676
2020-10-27,Chippewa,1329,24,14,5,-,-,15,194,19,1332,230,1581
2020-10-27,Clark,544,-,-,-,-,-,14,308,157,464,246,867
2020-10-27,Columbia,1478,58,9,16,-,-,113,87,137,1290,334,1761
2020-10-27,Crawford,307,-,-,-,-,-,-,15,-,305,20,328
2020-10-27,Dane,10830,1030,508,94,-,-,1776,322,1871,11610,1079,14560
2020-10-27,Dodge,2775,300,33,36,-,-,333,574,469,2356,1226,4051
2020-10-27,Door,672,5,6,-,-,-,22,75,59,627,94,780
2020-10-27,Douglas,598,20,-,8,-,-,11,133,19,578,177,774
2020-10-27,Dunn,848,11,33,-,-,-,36,107,23,869,147,1039
2020-10-27,Eau Claire,2979,60,107,12,-,-,111,173,104,3095,243,3442
2020-10-27,Florence,157,-,-,-,-,-,-,48,-,144,66,210
2020-10-27,Fond du Lac,3722,97,29,5,-,-,145,463,455,3202,804,4461
2020-10-27,Forest,359,-,-,82,-,-,-,19,-,425,37,464
2020-10-27,Grant,1527,7,8,-,-,-,54,235,70,1463,300,1833
2020-10-27,Green,871,-,-,-,-,-,29,23,74,807,51,932
2020-10-27,Green Lake,657,-,-,-,-,-,27,52,81,559,101,741
2020-10-27,Iowa,436,-,-,-,-,-,8,17,18,421,27,466
2020-10-27,Iron,145,-,-,-,-,-,-,38,6,119,65,190
2020-10-27,Jackson,378,24,-,49,-,-,7,10,23,425,24,472
2020-10-27,Jefferson,2127,35,19,31,-,-,252,233,489,1886,322,2697
2020-10-27,Juneau,519,51,-,21,-,-,21,159,23,538,213,774
2020-10-27,Kenosha,3541,427,66,10,-,-,400,514,1027,2884,1047,4958
2020-10-27,Kewaunee,906,-,-,-,-,-,38,116,63,821,185,1069
2020-10-27,La Crosse,3172,84,170,7,-,-,110,644,61,3178,948,4187
2020-10-27,Lafayette,420,-,-,-,-,-,63,43,119,372,40,531
2020-10-27,Langlade,849,5,-,8,-,-,12,80,18,473,463,954
2020-10-27,Lincoln,637,-,-,-,-,-,16,124,15,513,255,783
2020-10-27,Manitowoc,2323,25,43,7,-,-,53,313,215,2111,438,2764
2020-10-27,Marathon,3826,48,259,14,-,-,98,375,202,2581,1837,4620
2020-10-27,Marinette,1528,10,8,7,-,-,48,108,39,1516,154,1709
2020-10-27,Marquette,573,-,-,-,-,-,12,18,46,460,101,607
2020-10-27,Menominee,16,-,-,268,-,-,8,5,-,277,19,298
2020-10-27,Milwaukee,20554,9454,1504,267,-,-,4790,3574,11112,23170,5861,40143
2020-10-27,Monroe,980,7,10,21,-,-,59,34,135,920,56,1111
2020-10-27,Oconto,1897,-,-,28,-,-,35,126,98,1798,194,2090
2020-10-27,Oneida,889,-,-,13,-,-,18,297,15,806,401,1222
2020-10-27,Outagamie,7014,97,178,230,-,-,421,1236,567,6849,1760,9176
2020-10-27,Ozaukee,1952,47,40,7,-,-,59,104,103,1929,177,2209
2020-10-27,Pepin,126,-,-,-,-,-,7,5,10,123,7,140
2020-10-27,Pierce,638,16,-,-,-,-,5,31,38,609,46,693
2020-10-27,Polk,496,-,-,-,-,-,7,38,7,485,56,548
2020-10-27,Portage,2273,34,152,-,-,-,88,179,168,2213,349,2730
2020-10-27,Price,168,-,-,-,-,-,-,182,-,151,203,355
2020-10-27,Racine,5257,1367,44,22,-,-,482,127,1685,5285,329,7299
2020-10-27,Richland,306,-,5,-,-,-,19,126,35,283,140,458
2020-10-27,Rock,3836,309,73,22,-,-,453,384,836,3605,636,5077
2020-10-27,Rusk,110,-,-,-,-,-,-,91,5,114,86,205
2020-10-27,Sauk,1421,21,14,38,-,-,173,65,255,1369,108,1732
2020-10-27,Sawyer,246,-,-,61,-,-,16,44,-,292,76,372
2020-10-27,Shawano,1640,-,6,242,-,-,81,433,99,1645,662,2406
2020-10-27,Sheboygan,3275,449,152,34,-,-,187,600,531,3201,965,4697
2020-10-27,St. Croix,1540,14,12,-,-,-,32,207,83,1475,248,1806
2020-10-27,Taylor,460,-,-,-,-,-,5,9,47,419,9,475
2020-10-27,Trempealeau,795,10,7,-,-,-,95,96,266,631,109,1006
2020-10-27,Vernon,460,-,-,-,-,-,5,25,10,442,43,495
2020-10-27,Vilas,385,-,-,52,-,-,8,106,7,402,146,555
2020-10-27,Walworth,2726,56,13,14,-,-,235,341,651,2294,440,3385
2020-10-27,Washburn,235,-,-,-,-,-,-,-,5,235,-,242
2020-10-27,Washington,4051,43,34,12,-,-,119,108,182,3618,567,4367
2020-10-27,Waukesha,10048,247,210,35,-,-,486,1160,863,8539,2784,12186
2020-10-27,Waupaca,1906,11,8,10,-,-,139,297,97,1771,503,2371
2020-10-27,Waushara,840,38,6,9,-,-,64,52,166,732,111,1009
2020-10-27,Winnebago,7187,356,212,67,-,-,365,539,496,6902,1328,8726
2020-10-27,Wood,1503,5,22,22,-,-,46,81,57,1377,245,1679
