date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
2020-10-30,Adams,502,-,-,-,-,-,20,28,45,441,76,562
2020-10-30,Ashland,181,-,-,47,-,-,-,56,-,198,91,291
2020-10-30,Barron,847,113,5,5,-,-,123,130,161,912,150,1223
2020-10-30,Bayfield,147,-,-,36,-,-,8,64,-,173,81,256
2020-10-30,Brown,11576,625,409,649,-,-,1432,1292,2912,11025,2046,15983
2020-10-30,Buffalo,294,-,-,-,-,-,7,-,14,289,6,309
2020-10-30,Burnett,263,-,-,20,-,-,6,27,-,284,32,320
2020-10-30,Calumet,2326,30,32,10,-,-,105,269,186,2125,461,2772
2020-10-30,Chippewa,1571,27,16,6,-,-,17,228,20,1575,270,1865
2020-10-30,Clark,609,-,-,-,-,-,16,335,162,528,272,962
2020-10-30,Columbia,1571,58,9,16,-,-,116,93,144,1361,358,1863
2020-10-30,Crawford,343,-,-,-,-,-,-,16,-,342,23,367
2020-10-30,Dane,11536,1106,540,104,-,-,1911,324,2068,12323,1130,15521
2020-10-30,Dodge,3048,346,35,39,-,-,370,615,498,2640,1315,4453
2020-10-30,Door,776,6,8,-,-,-,23,82,60,732,104,896
2020-10-30,Douglas,622,20,-,9,-,-,13,152,20,601,199,820
2020-10-30,Dunn,925,11,33,-,-,-,36,121,24,937,169,1130
2020-10-30,Eau Claire,3206,67,123,14,-,-,111,217,111,3334,293,3738
2020-10-30,Florence,161,-,-,-,-,-,-,50,-,148,68,216
2020-10-30,Fond du Lac,4030,101,38,5,-,-,149,494,466,3490,861,4817
2020-10-30,Forest,370,-,-,99,-,-,-,21,-,453,39,494
2020-10-30,Grant,1643,8,9,-,-,-,57,255,75,1573,326,1974
2020-10-30,Green,935,-,-,-,-,-,31,23,76,871,52,999
2020-10-30,Green Lake,697,-,-,-,-,-,31,52,85,596,104,785
2020-10-30,Iowa,491,-,-,-,-,-,10,17,18,476,29,523
2020-10-30,Iron,162,-,-,-,-,-,-,39,7,132,69,208
2020-10-30,Jackson,445,36,5,58,-,-,8,12,26,505,33,564
2020-10-30,Jefferson,2263,37,19,36,-,-,269,256,517,2006,357,2880
2020-10-30,Juneau,556,55,-,23,-,-,22,165,23,582,219,824
2020-10-30,Kenosha,3790,452,71,11,-,-,433,564,1075,3085,1161,5321
2020-10-30,Kewaunee,957,-,-,-,-,-,39,117,63,869,190,1122
2020-10-30,La Crosse,3405,90,190,9,-,-,111,668,68,3414,991,4473
2020-10-30,Lafayette,456,-,-,-,-,-,68,47,122,408,46,576
2020-10-30,Langlade,927,6,-,8,-,-,16,88,19,526,500,1045
2020-10-30,Lincoln,711,-,-,-,-,-,17,136,15,577,280,872
2020-10-30,Manitowoc,2480,25,43,9,-,-,54,340,218,2255,478,2951
2020-10-30,Marathon,4212,53,289,15,-,-,111,447,215,2823,2089,5127
2020-10-30,Marinette,1612,11,8,7,-,-,58,112,41,1602,165,1808
2020-10-30,Marquette,609,-,-,-,-,-,15,19,47,488,112,647
2020-10-30,Menominee,16,-,-,300,-,-,9,6,-,309,19,332
2020-10-30,Milwaukee,21621,9812,1550,286,-,-,4951,3712,11424,24374,6134,41932
2020-10-30,Monroe,1060,10,11,22,-,-,63,34,140,1002,58,1200
2020-10-30,Oconto,1995,-,-,30,-,-,36,131,98,1893,205,2196
2020-10-30,Oneida,975,-,-,15,-,-,22,310,18,886,423,1327
2020-10-30,Outagamie,7338,103,184,246,-,-,443,1278,587,7169,1836,9592
2020-10-30,Ozaukee,2125,51,43,10,-,-,64,127,106,2080,234,2420
2020-10-30,Pepin,144,-,-,-,-,-,7,9,10,141,11,162
2020-10-30,Pierce,700,17,-,-,-,-,5,38,39,672,54,765
2020-10-30,Polk,544,-,-,-,-,-,7,39,8,531,58,597
2020-10-30,Portage,2456,36,155,5,-,-,92,160,170,2356,378,2904
2020-10-30,Price,184,-,-,-,-,-,-,193,-,164,217,382
2020-10-30,Racine,5680,1455,48,27,-,-,518,161,1790,5698,401,7889
2020-10-30,Richland,333,-,5,-,-,-,19,129,36,306,146,488
2020-10-30,Rock,4084,319,77,23,-,-,491,414,868,3849,691,5408
2020-10-30,Rusk,120,-,-,-,-,-,-,108,5,130,97,232
2020-10-30,Sauk,1557,21,14,38,-,-,183,71,267,1492,125,1884
2020-10-30,Sawyer,269,-,-,65,-,-,16,45,-,318,78,400
2020-10-30,Shawano,1738,5,6,275,-,-,86,459,101,1756,712,2569
2020-10-30,Sheboygan,3536,457,156,36,-,-,187,638,564,3429,1017,5010
2020-10-30,St. Croix,1683,14,12,-,-,-,33,231,86,1611,277,1974
2020-10-30,Taylor,505,-,-,-,-,-,5,11,47,466,10,523
2020-10-30,Trempealeau,885,10,7,-,-,-,95,101,266,717,118,1101
2020-10-30,Vernon,492,-,-,-,-,-,5,26,10,474,44,528
2020-10-30,Vilas,432,-,-,54,-,-,10,112,9,447,156,612
2020-10-30,Walworth,2829,58,14,14,-,-,242,345,664,2390,448,3502
2020-10-30,Washburn,253,-,-,-,-,-,-,-,5,255,-,261
2020-10-30,Washington,4379,46,35,12,-,-,121,128,189,3799,733,4721
2020-10-30,Waukesha,10761,259,216,36,-,-,528,1240,905,9132,3003,13040
2020-10-30,Waupaca,2011,12,9,10,-,-,145,332,99,1877,543,2519
2020-10-30,Waushara,888,38,7,9,-,-,65,58,169,777,119,1065
2020-10-30,Winnebago,7528,378,225,67,-,-,384,583,521,7224,1420,9165
2020-10-30,Wood,1628,8,24,24,-,-,49,101,61,1492,281,1834
