date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
2020-10-24,Adams,399,-,-,-,-,-,14,24,35,355,57,447
2020-10-24,Ashland,155,-,-,47,-,-,-,50,-,174,81,257
2020-10-24,Barron,666,89,-,5,-,-,117,89,161,700,109,970
2020-10-24,Bayfield,113,-,-,33,-,-,-,53,-,136,66,204
2020-10-24,Brown,10526,559,363,584,-,-,1353,1048,2682,10016,1735,14433
2020-10-24,Buffalo,229,-,-,-,-,-,7,-,12,225,5,242
2020-10-24,Burnett,244,-,-,20,-,-,5,19,-,265,23,292
2020-10-24,Calumet,2157,29,30,8,-,-,101,244,177,1972,420,2569
2020-10-24,Chippewa,1179,13,13,5,-,-,13,174,17,1181,199,1397
2020-10-24,Clark,500,-,-,-,-,-,10,282,144,428,221,793
2020-10-24,Columbia,1383,56,9,14,-,-,107,83,131,1209,312,1652
2020-10-24,Crawford,294,-,-,-,-,-,-,13,-,292,18,313
2020-10-24,Dane,10299,975,481,86,-,-,1695,295,1730,11075,1026,13831
2020-10-24,Dodge,2553,249,32,34,-,-,274,530,444,2119,1109,3672
2020-10-24,Door,626,5,6,-,-,-,22,66,55,582,88,725
2020-10-24,Douglas,564,20,-,7,-,-,11,133,19,542,177,738
2020-10-24,Dunn,794,11,33,-,-,-,36,104,23,816,143,982
2020-10-24,Eau Claire,2659,52,90,9,-,-,105,142,97,2754,206,3057
2020-10-24,Florence,153,-,-,-,-,-,-,48,-,142,64,206
2020-10-24,Fond du Lac,3453,88,20,-,-,-,136,425,432,2969,725,4126
2020-10-24,Forest,347,-,-,73,-,-,-,18,-,408,32,442
2020-10-24,Grant,1456,7,8,-,-,-,55,230,68,1394,296,1758
2020-10-24,Green,844,-,-,-,-,-,29,22,71,785,48,904
2020-10-24,Green Lake,614,-,-,-,-,-,24,49,75,524,93,692
2020-10-24,Iowa,402,-,-,-,-,-,8,17,17,388,27,432
2020-10-24,Iron,134,-,-,-,-,-,-,38,6,114,59,179
2020-10-24,Jackson,303,7,-,40,-,-,-,8,16,334,14,364
2020-10-24,Jefferson,1999,35,19,28,-,-,241,223,467,1772,306,2545
2020-10-24,Juneau,492,47,-,21,-,-,20,150,22,508,203,733
2020-10-24,Kenosha,3364,415,63,10,-,-,376,492,1002,2751,967,4720
2020-10-24,Kewaunee,860,-,-,-,-,-,38,108,61,778,176,1015
2020-10-24,La Crosse,3062,82,149,6,-,-,108,618,60,3054,911,4025
2020-10-24,Lafayette,399,-,-,-,-,-,59,40,112,354,36,502
2020-10-24,Langlade,764,-,-,7,-,-,12,71,16,423,419,858
2020-10-24,Lincoln,589,-,-,-,-,-,14,104,13,465,235,713
2020-10-24,Manitowoc,2149,23,42,6,-,-,48,288,214,1954,388,2556
2020-10-24,Marathon,3453,44,221,14,-,-,90,335,201,2368,1588,4157
2020-10-24,Marinette,1434,10,8,6,-,-,36,105,36,1417,146,1599
2020-10-24,Marquette,560,-,-,-,-,-,12,15,45,451,95,591
2020-10-24,Menominee,15,-,-,254,-,-,8,5,-,261,20,283
2020-10-24,Milwaukee,19443,8987,1419,250,-,-,4603,3406,10786,21903,5419,38108
2020-10-24,Monroe,927,7,7,20,-,-,57,34,131,868,53,1052
2020-10-24,Oconto,1826,-,-,25,-,-,35,125,93,1729,192,2014
2020-10-24,Oneida,831,-,-,11,-,-,18,293,15,744,399,1158
2020-10-24,Outagamie,6659,90,170,221,-,-,398,1185,526,6514,1683,8723
2020-10-24,Ozaukee,1849,42,37,7,-,-,55,94,95,1835,154,2084
2020-10-24,Pepin,110,-,-,-,-,-,7,5,10,107,7,124
2020-10-24,Pierce,603,15,-,-,-,-,5,29,37,575,43,655
2020-10-24,Polk,446,-,-,-,-,-,5,35,-,434,54,491
2020-10-24,Portage,2131,31,151,-,-,-,81,168,162,2079,324,2565
2020-10-24,Price,154,-,-,-,-,-,-,176,-,142,192,335
2020-10-24,Racine,4957,1337,42,21,-,-,471,120,1627,5020,301,6948
2020-10-24,Richland,288,-,5,-,-,-,17,121,32,265,136,433
2020-10-24,Rock,3466,291,67,21,-,-,413,349,758,3279,570,4607
2020-10-24,Rusk,102,-,-,-,-,-,-,84,5,107,78,190
2020-10-24,Sauk,1322,20,14,38,-,-,153,64,232,1275,104,1611
2020-10-24,Sawyer,236,-,-,61,-,-,16,44,-,282,76,362
2020-10-24,Shawano,1563,-,-,232,-,-,77,408,85,1574,628,2287
2020-10-24,Sheboygan,3033,442,146,33,-,-,177,544,471,2986,918,4375
2020-10-24,St. Croix,1417,10,12,-,-,-,30,199,80,1354,235,1669
2020-10-24,Taylor,435,-,-,-,-,-,5,8,47,394,8,449
2020-10-24,Trempealeau,756,10,7,-,-,-,95,94,265,594,106,965
2020-10-24,Vernon,430,-,-,-,-,-,5,23,9,413,41,463
2020-10-24,Vilas,361,-,-,50,-,-,8,100,8,375,138,521
2020-10-24,Walworth,2638,53,13,14,-,-,231,333,636,2222,424,3282
2020-10-24,Washburn,217,-,-,-,-,-,-,-,5,216,-,223
2020-10-24,Washington,3897,43,33,12,-,-,118,95,177,3516,505,4198
2020-10-24,Waukesha,9555,240,202,34,-,-,473,1111,829,8175,2611,11615
2020-10-24,Waupaca,1824,9,8,10,-,-,131,279,92,1703,466,2261
2020-10-24,Waushara,783,35,6,9,-,-,62,50,155,686,104,945
2020-10-24,Winnebago,6820,336,201,63,-,-,349,512,478,6575,1228,8281
2020-10-24,Wood,1405,5,21,18,-,-,40,83,54,1276,242,1572
