date,name,white,black,asian,american_indian,nh_pi,two_plus,other,race_unknown,hispanic,non-hispanic,eth_unknown,total_cases
2020-10-26,Adams,418,-,-,-,-,-,14,24,36,373,57,466
2020-10-26,Ashland,164,-,-,47,-,-,-,52,-,181,86,269
2020-10-26,Barron,727,101,-,5,-,-,119,106,161,777,124,1062
2020-10-26,Bayfield,127,-,-,33,-,-,5,55,-,149,70,221
2020-10-26,Brown,10626,561,368,589,-,-,1352,1092,2716,10105,1767,14588
2020-10-26,Buffalo,240,-,-,-,-,-,7,-,12,236,5,253
2020-10-26,Burnett,248,-,-,20,-,-,5,20,-,269,24,297
2020-10-26,Calumet,2201,29,31,10,-,-,102,255,183,2014,431,2628
2020-10-26,Chippewa,1293,13,14,5,-,-,14,194,18,1297,218,1533
2020-10-26,Clark,517,-,-,-,-,-,11,297,148,442,236,826
2020-10-26,Columbia,1444,57,9,14,-,-,109,85,135,1259,324,1718
2020-10-26,Crawford,304,-,-,-,-,-,-,13,-,302,18,323
2020-10-26,Dane,10645,1010,498,90,-,-,1755,307,1823,11434,1048,14305
2020-10-26,Dodge,2722,278,32,35,-,-,306,572,461,2288,1196,3945
2020-10-26,Door,652,5,6,-,-,-,22,70,56,609,90,755
2020-10-26,Douglas,585,20,-,7,-,-,11,140,19,563,184,766
2020-10-26,Dunn,828,11,33,-,-,-,36,105,23,848,146,1017
2020-10-26,Eau Claire,2871,58,100,11,-,-,108,172,106,2981,233,3320
2020-10-26,Florence,156,-,-,-,-,-,-,49,-,145,65,210
2020-10-26,Fond du Lac,3453,88,20,-,-,-,136,423,434,2967,723,4124
2020-10-26,Forest,352,-,-,75,-,-,-,18,-,414,33,449
2020-10-26,Grant,1502,7,8,-,-,-,54,236,70,1438,301,1809
2020-10-26,Green,863,-,-,-,-,-,29,23,74,800,50,924
2020-10-26,Green Lake,644,-,-,-,-,-,26,50,80,547,98,725
2020-10-26,Iowa,428,-,-,-,-,-,8,17,17,414,27,458
2020-10-26,Iron,139,-,-,-,-,-,-,38,6,116,62,184
2020-10-26,Jackson,371,23,-,49,-,-,7,10,23,417,24,464
2020-10-26,Jefferson,2062,35,19,29,-,-,245,231,477,1825,319,2621
2020-10-26,Juneau,510,51,-,21,-,-,20,154,23,528,208,759
2020-10-26,Kenosha,3527,425,66,10,-,-,398,523,1020,2867,1062,4949
2020-10-26,Kewaunee,877,-,-,-,-,-,38,110,62,792,180,1034
2020-10-26,La Crosse,3123,84,152,7,-,-,109,628,60,3119,924,4103
2020-10-26,Lafayette,407,-,-,-,-,-,60,42,113,363,38,514
2020-10-26,Langlade,806,-,-,7,-,-,12,72,18,440,443,901
2020-10-26,Lincoln,616,-,-,-,-,-,16,118,15,494,247,756
2020-10-26,Manitowoc,2258,23,42,7,-,-,49,317,219,2050,427,2696
2020-10-26,Marathon,3716,48,246,14,-,-,100,371,201,2507,1787,4495
2020-10-26,Marinette,1480,10,8,6,-,-,38,108,38,1460,152,1650
2020-10-26,Marquette,569,-,-,-,-,-,12,17,46,458,98,602
2020-10-26,Menominee,14,-,-,260,-,-,8,5,-,268,18,288
2020-10-26,Milwaukee,19962,9242,1462,264,-,-,4704,3524,10960,22516,5682,39158
2020-10-26,Monroe,958,7,10,19,-,-,57,34,132,896,57,1085
2020-10-26,Oconto,1871,-,-,28,-,-,35,125,96,1775,192,2063
2020-10-26,Oneida,880,-,-,11,-,-,18,294,15,793,400,1208
2020-10-26,Outagamie,6864,96,175,227,-,-,412,1213,543,6709,1735,8987
2020-10-26,Ozaukee,1897,44,37,7,-,-,58,99,100,1873,169,2142
2020-10-26,Pepin,119,-,-,-,-,-,7,5,10,116,7,133
2020-10-26,Pierce,627,15,-,-,-,-,5,31,38,598,45,681
2020-10-26,Polk,486,-,-,-,-,-,6,38,7,474,56,537
2020-10-26,Portage,2223,32,152,-,-,-,82,181,166,2164,343,2673
2020-10-26,Price,166,-,-,-,-,-,-,181,-,149,202,352
2020-10-26,Racine,5002,1347,42,21,-,-,472,120,1641,5064,299,7004
2020-10-26,Richland,299,-,5,-,-,-,18,125,35,276,138,449
2020-10-26,Rock,3733,300,71,22,-,-,433,364,809,3515,599,4923
2020-10-26,Rusk,106,-,-,-,-,-,-,89,5,111,83,199
2020-10-26,Sauk,1349,21,14,38,-,-,156,65,238,1299,106,1643
2020-10-26,Sawyer,240,-,-,61,-,-,16,47,-,286,79,369
2020-10-26,Shawano,1611,-,5,236,-,-,78,422,90,1617,649,2356
2020-10-26,Sheboygan,3196,448,150,33,-,-,184,579,516,3124,950,4590
2020-10-26,St. Croix,1516,12,12,-,-,-,31,203,83,1452,240,1775
2020-10-26,Taylor,461,-,-,-,-,-,5,8,49,417,9,475
2020-10-26,Trempealeau,779,10,7,-,-,-,95,96,265,616,109,990
2020-10-26,Vernon,450,-,-,-,-,-,5,25,10,432,43,485
2020-10-26,Vilas,372,-,-,52,-,-,8,108,8,385,150,543
2020-10-26,Walworth,2697,55,13,14,-,-,235,341,648,2263,444,3355
2020-10-26,Washburn,224,-,-,-,-,-,-,-,5,223,-,230
2020-10-26,Washington,3971,43,34,12,-,-,119,102,180,3561,540,4281
2020-10-26,Waukesha,9788,241,208,35,-,-,476,1128,840,8335,2701,11876
2020-10-26,Waupaca,1854,10,8,10,-,-,134,297,93,1724,496,2313
2020-10-26,Waushara,813,36,6,9,-,-,64,52,160,714,106,980
2020-10-26,Winnebago,7046,355,207,67,-,-,354,524,491,6786,1276,8553
2020-10-26,Wood,1461,5,22,20,-,-,46,80,57,1340,237,1634
