,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
114,2020-12-18,WARREN,46,133,0,-,-,-,0,3,166,32,42,211
160,2020-12-18,WASHINGTON,369,548,0,-,-,-,0,18,803,188,284,1105
161,2020-12-18,WAYNE,846,232,9,-,-,-,0,60,992,604,639,1691
116,2020-12-18,WEBSTER,17,37,0,-,-,-,0,0,53,1,2,55
157,2020-12-18,WHEELER,152,77,2,-,-,-,0,7,214,147,157,378
20,2020-12-18,WHITE,1524,28,2,-,-,-,0,35,1467,244,296,1798
102,2020-12-18,WHITFIELD,6079,309,71,-,-,-,4,3981,3565,3675,2592,10138
15,2020-12-18,WILCOX,181,132,1,-,-,-,0,7,289,44,62,358
100,2020-12-18,WILKES,184,209,0,-,-,-,0,26,360,48,55,441
110,2020-12-18,WILKINSON,198,220,0,-,-,-,0,5,379,73,107,491
117,2020-12-18,WORTH,375,339,1,-,-,-,0,10,680,80,105,795
