,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
25,2020-12-18,APPLING,731,246,7,-,-,-,2,118,818,379,429,1365
26,2020-12-18,ATKINSON,300,106,0,-,-,-,0,163,324,197,116,603
22,2020-12-18,BACON,489,104,4,-,-,-,0,110,546,162,103,759
23,2020-12-18,BAKER,60,56,0,-,-,-,0,16,94,8,14,124
0,2020-12-18,BALDWIN,1342,840,22,-,-,-,1,75,1954,561,737,2766
28,2020-12-18,BANKS,806,29,9,-,-,-,1,62,734,222,271,1067
31,2020-12-18,BARROW,2589,512,125,-,-,-,2,508,2623,1100,1197,4328
27,2020-12-18,BARTOW,3531,560,51,-,-,-,8,644,3143,1854,2217,6004
29,2020-12-18,BEN HILL,522,347,4,-,-,-,0,61,824,276,264,1149
107,2020-12-18,BERRIEN,518,98,0,-,-,-,2,46,598,111,85,729
4,2020-12-18,BIBB,2334,4940,98,-,-,-,1,201,6815,1293,1650,8666
30,2020-12-18,BLECKLEY,395,181,2,-,-,-,0,21,524,31,64,609
32,2020-12-18,BRANTLEY,488,24,1,-,-,-,0,6,491,110,126,623
127,2020-12-18,BROOKS,240,325,1,-,-,-,0,54,493,172,191,738
121,2020-12-18,BRYAN,1085,270,20,-,-,-,2,79,1269,298,327,1675
36,2020-12-18,BULLOCH,1989,871,27,-,-,-,2,148,2663,694,772,3583
122,2020-12-18,BURKE,344,597,4,-,-,-,0,34,845,173,239,1118
33,2020-12-18,BUTTS,635,287,3,-,-,-,0,14,773,247,385,1172
133,2020-12-18,CALHOUN,68,175,2,-,-,-,0,5,223,56,73,301
115,2020-12-18,CAMDEN,1255,424,22,-,-,-,0,102,1565,378,412,2079
37,2020-12-18,CANDLER,314,119,2,-,-,-,0,81,386,161,129,596
106,2020-12-18,CARROLL,2841,1041,28,-,-,-,2,318,2636,1083,2041,4995
34,2020-12-18,CATOOSA,1939,64,20,-,-,-,3,67,1726,1004,1237,3030
35,2020-12-18,CHARLTON,289,173,5,-,-,-,0,105,357,326,331,793
43,2020-12-18,CHATHAM,5212,4863,249,-,-,-,18,831,9203,1828,2136,12170
39,2020-12-18,CHATTAHOOCHEE,1478,274,35,-,-,-,0,135,696,352,1308,2139
38,2020-12-18,CHATTOOGA,792,102,5,-,-,-,3,92,722,531,619,1433
132,2020-12-18,CHEROKEE,8197,616,124,-,-,-,4,1768,6960,2734,2947,11675
3,2020-12-18,CLARKE,4487,1536,288,-,-,-,4,957,5266,1667,1759,7982
134,2020-12-18,CLAY,34,82,0,-,-,-,1,5,109,22,25,139
40,2020-12-18,CLAYTON,1518,6970,407,-,-,-,9,1787,7015,3461,3563,12365
41,2020-12-18,CLINCH,251,148,3,-,-,-,1,20,389,115,109,518
42,2020-12-18,COBB,15092,8311,899,-,-,-,28,6793,19255,9386,7668,33716
10,2020-12-18,COFFEE,1512,961,11,-,-,-,2,356,2129,763,764,3249
45,2020-12-18,COLQUITT,1353,468,16,-,-,-,1,773,1372,609,302,2447
13,2020-12-18,COLUMBIA,3545,1410,174,-,-,-,4,263,4546,1539,1863,6672
101,2020-12-18,COOK,494,259,2,-,-,-,0,56,737,185,147,940
44,2020-12-18,COWETA,2667,1003,42,-,-,-,2,407,3238,1020,1089,4734
105,2020-12-18,CRAWFORD,172,97,0,-,-,-,0,4,249,51,67,320
46,2020-12-18,CRISP,333,403,9,-,-,-,1,42,671,167,200,913
48,2020-12-18,DADE,464,8,5,-,-,-,0,17,419,196,237,673
136,2020-12-18,DAWSON,1245,9,6,-,-,-,1,80,1163,235,253,1496
47,2020-12-18,DECATUR,692,621,3,-,-,-,1,137,1119,232,293,1549
120,2020-12-18,DEKALB,7961,14925,1461,-,-,-,24,4162,19958,8196,8447,32567
118,2020-12-18,DODGE,470,271,3,-,-,-,0,10,673,46,107,790
54,2020-12-18,DOOLY,187,260,2,-,-,-,0,33,408,57,65,506
52,2020-12-18,DOUGHERTY,709,2761,19,-,-,-,0,90,3181,347,565,3836
129,2020-12-18,DOUGLAS,2100,2926,108,-,-,-,3,859,4301,1194,1171,6331
53,2020-12-18,EARLY,182,402,1,-,-,-,0,6,553,96,122,681
50,2020-12-18,ECHOLS,143,8,2,-,-,-,0,134,105,152,66,305
109,2020-12-18,EFFINGHAM,1553,398,14,-,-,-,0,109,1814,361,403,2326
16,2020-12-18,ELBERT,530,382,8,-,-,-,0,52,811,186,243,1106
51,2020-12-18,EMANUEL,605,397,9,-,-,-,1,35,934,344,387,1356
49,2020-12-18,EVANS,256,146,1,-,-,-,0,92,366,165,110,568
135,2020-12-18,FANNIN,1056,2,0,-,-,-,1,49,964,158,204,1217
138,2020-12-18,FAYETTE,1526,907,63,-,-,-,8,254,2151,958,1057,3462
137,2020-12-18,FLOYD,3279,787,41,-,-,-,9,788,3158,2160,2330,6276
59,2020-12-18,FORSYTH,5513,276,371,-,-,-,7,1157,4954,2252,2308,8419
103,2020-12-18,FRANKLIN,1094,132,11,-,-,-,0,80,1101,267,323,1504
12,2020-12-18,FULTON,16255,18195,1272,-,-,-,43,4884,30561,11382,11702,47147
56,2020-12-18,GILMER,1264,6,9,-,-,-,0,258,1011,233,243,1512
55,2020-12-18,GLASCOCK,53,14,0,-,-,-,0,0,61,13,19,80
58,2020-12-18,GLYNN,2598,1155,53,-,-,-,1,595,3367,767,612,4574
57,2020-12-18,GORDON,2288,141,51,-,-,-,10,737,1804,1368,1317,3858
61,2020-12-18,GRADY,561,320,0,-,-,-,4,240,669,131,107,1016
104,2020-12-18,GREENE,334,317,1,-,-,-,0,51,510,169,260,821
65,2020-12-18,GWINNETT,16528,8638,2717,-,-,-,52,11602,19770,18688,15251,46623
62,2020-12-18,HABERSHAM,2350,77,40,-,-,-,0,548,1954,722,687,3189
139,2020-12-18,HALL,9668,927,118,-,-,-,2,4570,8047,5451,3549,16166
113,2020-12-18,HANCOCK,91,311,0,-,-,-,0,3,367,151,183,553
63,2020-12-18,HARALSON,925,28,3,-,-,-,0,11,599,190,536,1146
141,2020-12-18,HARRIS,702,254,7,-,-,-,0,32,868,176,239,1139
108,2020-12-18,HART,614,231,12,-,-,-,1,45,794,170,189,1028
64,2020-12-18,HEARD,297,52,1,-,-,-,0,3,300,45,92,395
9,2020-12-18,HENRY,2986,4326,198,-,-,-,17,668,6294,2517,3082,10044
142,2020-12-18,HOUSTON,2222,1742,89,-,-,-,7,275,3703,1413,1495,5473
60,2020-12-18,IRWIN,258,140,1,-,-,-,0,27,392,119,99,518
130,2020-12-18,JACKSON,3079,272,93,-,-,-,8,362,2857,1091,1324,4543
140,2020-12-18,JASPER,231,82,0,-,-,-,0,7,287,60,79,373
144,2020-12-18,JEFF DAVIS,647,96,4,-,-,-,0,119,641,173,160,920
18,2020-12-18,JEFFERSON,312,643,2,-,-,-,3,26,854,134,214,1094
69,2020-12-18,JENKINS,229,238,1,-,-,-,0,24,427,39,56,507
147,2020-12-18,JOHNSON,298,202,0,-,-,-,0,7,450,16,59,516
145,2020-12-18,JONES,516,271,4,-,-,-,0,7,717,130,197,921
146,2020-12-18,LAMAR,365,198,2,-,-,-,1,9,508,158,207,724
70,2020-12-18,LANIER,162,83,0,-,-,-,0,35,236,133,107,378
67,2020-12-18,LAURENS,1348,1022,14,-,-,-,2,37,2197,164,316,2550
143,2020-12-18,LEE,501,325,5,-,-,-,1,25,755,155,207,987
153,2020-12-18,LIBERTY,548,843,24,-,-,-,1,123,1199,310,404,1726
124,2020-12-18,LINCOLN,141,111,0,-,-,-,0,3,224,64,89,316
68,2020-12-18,LONG,230,102,2,-,-,-,0,28,297,71,80,405
6,2020-12-18,LOWNDES,2269,2091,53,-,-,-,4,351,4193,1450,1323,5867
66,2020-12-18,LUMPKIN,1410,29,5,-,-,-,1,56,1397,234,226,1679
5,2020-12-18,MACON,74,171,1,-,-,-,0,25,242,95,74,341
99,2020-12-18,MADISON,908,166,10,-,-,-,0,114,862,332,440,1416
150,2020-12-18,MARION,96,91,2,-,-,-,0,24,180,55,40,244
71,2020-12-18,MCDUFFIE,353,400,2,-,-,-,0,39,643,170,243,925
123,2020-12-18,MCINTOSH,217,168,0,-,-,-,0,4,362,45,64,430
75,2020-12-18,MERIWETHER,279,397,3,-,-,-,1,9,618,90,143,770
14,2020-12-18,MILLER,199,156,1,-,-,-,0,14,343,47,46,403
149,2020-12-18,MITCHELL,373,551,3,-,-,-,0,68,808,119,170,1046
11,2020-12-18,MONROE,571,355,4,-,-,-,3,19,866,202,250,1135
151,2020-12-18,MONTGOMERY,303,108,0,-,-,-,0,41,374,52,48,463
159,2020-12-18,MORGAN,386,217,1,-,-,-,1,12,501,114,206,719
126,2020-12-18,MURRAY,1789,17,3,-,-,-,0,470,1395,569,513,2378
72,2020-12-18,MUSCOGEE,2626,3590,103,-,-,-,9,523,5609,1858,2054,8186
152,2020-12-18,NEWTON,1448,2067,22,-,-,-,3,288,2980,768,1040,4308
73,2020-12-18,OCONEE,1036,71,24,-,-,-,0,87,955,287,376,1418
74,2020-12-18,OGLETHORPE,363,154,1,-,-,-,0,40,441,135,172,653
76,2020-12-18,PAULDING,3005,1103,28,-,-,-,13,411,2856,1310,2192,5459
79,2020-12-18,PEACH,366,497,4,-,-,-,0,58,792,239,256,1106
7,2020-12-18,PICKENS,1181,15,2,-,-,-,0,45,1040,169,282,1367
119,2020-12-18,PIERCE,568,108,1,-,-,-,0,36,628,153,166,830
111,2020-12-18,PIKE,412,54,1,-,-,-,0,17,428,115,137,582
148,2020-12-18,POLK,1258,239,9,-,-,-,6,379,1195,826,764,2338
17,2020-12-18,PULASKI,200,194,4,-,-,-,1,5,328,22,88,421
128,2020-12-18,PUTNAM,488,351,4,-,-,-,0,82,678,232,315,1075
112,2020-12-18,QUITMAN,7,34,0,-,-,-,0,0,41,7,7,48
81,2020-12-18,RABUN,735,12,1,-,-,-,0,83,637,158,186,906
21,2020-12-18,RANDOLPH,69,212,1,-,-,-,1,4,300,68,47,351
80,2020-12-18,RICHMOND,3357,6146,122,-,-,-,4,364,8747,2121,2639,11750
77,2020-12-18,ROCKDALE,807,1817,46,-,-,-,5,362,2167,641,787,3316
78,2020-12-18,SCHLEY,82,51,1,-,-,-,0,3,130,18,19,152
87,2020-12-18,SCREVEN,187,226,6,-,-,-,0,8,407,88,92,507
85,2020-12-18,SEMINOLE,303,203,0,-,-,-,0,8,485,37,50,543
84,2020-12-18,SPALDING,1064,785,14,-,-,-,1,103,1548,537,750,2401
155,2020-12-18,STEPHENS,1514,190,13,-,-,-,0,34,1615,292,360,2009
82,2020-12-18,STEWART,52,140,4,-,-,-,0,299,193,404,108,600
8,2020-12-18,SUMTER,362,609,5,-,-,-,1,64,940,260,233,1237
83,2020-12-18,TALBOT,59,134,0,-,-,-,0,0,191,34,36,227
86,2020-12-18,TALIAFERRO,12,30,0,-,-,-,0,1,40,2,3,44
92,2020-12-18,TATTNALL,600,178,1,-,-,-,0,154,654,402,373,1181
154,2020-12-18,TAYLOR,113,157,2,-,-,-,1,5,274,52,46,325
91,2020-12-18,TELFAIR,329,150,1,-,-,-,1,33,421,79,106,560
156,2020-12-18,TERRELL,73,319,3,-,-,-,1,5,369,34,56,430
89,2020-12-18,THOMAS,958,1022,11,-,-,-,2,83,1824,163,249,2156
90,2020-12-18,TIFT,1284,821,14,-,-,-,1,392,2011,621,338,2741
88,2020-12-18,TOOMBS,805,380,9,-,-,-,3,185,1146,711,577,1908
95,2020-12-18,TOWNS,600,4,4,-,-,-,1,18,577,80,94,689
98,2020-12-18,TREUTLEN,197,150,4,-,-,-,0,1,328,23,45,374
97,2020-12-18,TROUP,1323,1726,17,-,-,-,4,118,2523,753,1182,3823
131,2020-12-18,TURNER,159,204,4,-,-,-,0,14,365,79,67,446
93,2020-12-18,TWIGGS,87,185,1,-,-,-,0,4,245,46,70,319
125,2020-12-18,UNION,1137,6,7,-,-,-,0,23,1087,132,172,1282
96,2020-12-18,UPSON,496,387,4,-,-,-,0,18,863,187,193,1074
158,2020-12-18,WALKER,2209,150,15,-,-,-,4,87,1971,1169,1489,3547
19,2020-12-18,WALTON,2216,760,51,-,-,-,4,161,2691,903,1082,3934
94,2020-12-18,WARE,975,605,10,-,-,-,1,84,1415,463,555,2054
