,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
22,2020-11-06,APPLING,615,210,6,-,-,-,3,116,669,360,409,1194
20,2020-11-06,ATKINSON,243,56,0,-,-,-,0,151,227,193,114,492
29,2020-11-06,BACON,399,90,2,-,-,-,0,103,439,153,102,644
25,2020-11-06,BAKER,43,47,0,-,-,-,0,10,74,8,14,98
4,2020-11-06,BALDWIN,1150,681,15,-,-,-,1,59,1608,526,706,2373
26,2020-11-06,BANKS,459,19,6,-,-,-,1,41,427,111,128,596
30,2020-11-06,BARROW,1650,331,72,-,-,-,1,346,1685,705,728,2759
27,2020-11-06,BARTOW,2177,388,35,-,-,-,4,485,1877,1250,1492,3854
28,2020-11-06,BEN HILL,391,261,4,-,-,-,0,41,608,245,252,901
110,2020-11-06,BERRIEN,352,67,0,-,-,-,2,29,408,86,70,507
1,2020-11-06,BIBB,1742,3694,59,-,-,-,0,162,5013,1328,1648,6823
31,2020-11-06,BLECKLEY,324,166,2,-,-,-,0,17,440,25,60,517
32,2020-11-06,BRANTLEY,374,22,1,-,-,-,0,3,387,93,100,490
127,2020-11-06,BROOKS,183,233,1,-,-,-,0,40,366,137,148,554
122,2020-11-06,BRYAN,846,207,13,-,-,-,1,49,979,271,310,1338
36,2020-11-06,BULLOCH,1702,716,19,-,-,-,0,129,2214,725,819,3162
121,2020-11-06,BURKE,261,494,3,-,-,-,0,31,664,159,222,917
33,2020-11-06,BUTTS,385,226,2,-,-,-,0,11,522,164,244,777
129,2020-11-06,CALHOUN,65,165,2,-,-,-,0,10,202,46,66,278
117,2020-11-06,CAMDEN,825,343,16,-,-,-,0,72,1066,315,361,1499
34,2020-11-06,CANDLER,279,112,0,-,-,-,2,82,341,172,142,565
107,2020-11-06,CARROLL,1934,761,7,-,-,-,1,242,1635,855,1681,3558
35,2020-11-06,CATOOSA,1026,48,8,-,-,-,3,49,879,531,688,1616
37,2020-11-06,CHARLTON,215,133,5,-,-,-,0,98,262,303,296,656
38,2020-11-06,CHATHAM,3946,3875,159,-,-,-,10,638,7107,1742,1987,9732
41,2020-11-06,CHATTAHOOCHEE,1269,226,31,-,-,-,0,111,606,313,1122,1839
42,2020-11-06,CHATTOOGA,518,81,3,-,-,-,4,83,462,422,483,1028
130,2020-11-06,CHEROKEE,5383,417,74,-,-,-,2,1306,4410,1824,1984,7700
2,2020-11-06,CLARKE,3413,960,219,-,-,-,1,743,3799,1447,1498,6040
139,2020-11-06,CLAY,26,80,0,-,-,-,1,4,105,17,15,124
43,2020-11-06,CLAYTON,1001,4785,250,-,-,-,6,1275,4579,2715,2903,8757
39,2020-11-06,CLINCH,204,134,0,-,-,-,0,20,324,133,127,471
40,2020-11-06,COBB,10156,5876,583,-,-,-,20,5163,13139,6446,4779,23081
0,2020-11-06,COFFEE,1062,597,7,-,-,-,2,294,1371,702,705,2370
46,2020-11-06,COLQUITT,1173,417,11,-,-,-,1,743,1137,567,289,2169
13,2020-11-06,COLUMBIA,2311,905,111,-,-,-,3,170,2928,1288,1520,4618
103,2020-11-06,COOK,317,161,1,-,-,-,0,50,466,175,138,654
47,2020-11-06,COWETA,1539,693,22,-,-,-,1,306,1918,837,868,3092
105,2020-11-06,CRAWFORD,89,69,0,-,-,-,0,1,141,45,61,203
45,2020-11-06,CRISP,216,311,8,-,-,-,1,35,496,147,152,683
44,2020-11-06,DADE,264,7,5,-,-,-,0,15,226,134,169,410
135,2020-11-06,DAWSON,816,9,2,-,-,-,1,59,748,121,142,949
48,2020-11-06,DECATUR,605,527,2,-,-,-,1,122,950,205,268,1340
119,2020-11-06,DEKALB,5255,10214,1130,-,-,-,11,3313,12801,5964,6460,22574
115,2020-11-06,DODGE,378,233,2,-,-,-,0,8,556,53,102,666
49,2020-11-06,DOOLY,122,203,1,-,-,-,0,32,299,61,56,387
50,2020-11-06,DOUGHERTY,600,2425,16,-,-,-,0,76,2639,303,629,3344
132,2020-11-06,DOUGLAS,1412,2007,76,-,-,-,1,641,2958,870,767,4366
55,2020-11-06,EARLY,143,348,1,-,-,-,0,6,449,77,114,569
52,2020-11-06,ECHOLS,89,7,1,-,-,-,0,117,66,149,63,246
106,2020-11-06,EFFINGHAM,1234,339,12,-,-,-,0,88,1431,324,390,1909
21,2020-11-06,ELBERT,353,320,4,-,-,-,0,46,620,139,150,816
51,2020-11-06,EMANUEL,532,364,9,-,-,-,1,33,831,347,389,1253
53,2020-11-06,EVANS,213,127,1,-,-,-,0,72,298,151,122,492
137,2020-11-06,FANNIN,756,2,0,-,-,-,0,36,693,105,134,863
138,2020-11-06,FAYETTE,933,583,36,-,-,-,2,150,1291,714,827,2268
136,2020-11-06,FLOYD,2174,496,29,-,-,-,5,646,1977,1635,1716,4339
54,2020-11-06,FORSYTH,3394,173,189,-,-,-,3,800,2913,1329,1375,5088
101,2020-11-06,FRANKLIN,688,93,5,-,-,-,0,61,704,225,246,1011
14,2020-11-06,FULTON,10194,13046,668,-,-,-,26,3498,20119,8751,9068,32685
56,2020-11-06,GILMER,938,4,6,-,-,-,0,217,715,143,159,1091
59,2020-11-06,GLASCOCK,35,9,0,-,-,-,0,0,40,10,14,54
60,2020-11-06,GLYNN,2122,944,39,-,-,-,0,546,2692,764,631,3869
61,2020-11-06,GORDON,1453,90,29,-,-,-,6,566,1103,1033,942,2611
57,2020-11-06,GRADY,485,275,0,-,-,-,2,230,549,126,109,888
102,2020-11-06,GREENE,236,234,0,-,-,-,0,30,366,127,201,597
58,2020-11-06,GWINNETT,11892,5717,1707,-,-,-,28,8995,12778,12814,10385,32158
