,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
1,2020-12-14,APPLING,685,243,7,-,-,-,2,124,766,363,410,1300
2,2020-12-14,ATKINSON,280,91,0,-,-,-,0,156,292,192,115,563
3,2020-12-14,BACON,433,98,4,-,-,-,0,109,485,159,100,694
4,2020-12-14,BAKER,51,54,0,-,-,-,0,10,88,10,17,115
5,2020-12-14,BALDWIN,1302,806,22,-,-,-,2,72,1874,526,712,2658
6,2020-12-14,BANKS,697,27,9,-,-,-,1,54,639,195,236,929
7,2020-12-14,BARROW,2292,445,118,-,-,-,1,457,2328,973,1044,3829
8,2020-12-14,BARTOW,3071,496,45,-,-,-,7,600,2683,1685,2021,5304
9,2020-12-14,BEN HILL,478,321,4,-,-,-,0,49,757,262,259,1065
10,2020-12-14,BERRIEN,464,85,0,-,-,-,2,42,533,107,83,658
11,2020-12-14,BIBB,2180,4636,91,-,-,-,0,185,6380,1232,1574,8139
12,2020-12-14,BLECKLEY,368,176,3,-,-,-,0,17,491,31,70,578
13,2020-12-14,BRANTLEY,460,23,1,-,-,-,0,4,463,108,125,592
14,2020-12-14,BROOKS,223,295,1,-,-,-,0,52,454,174,187,693
15,2020-12-14,BRYAN,1009,246,18,-,-,-,2,66,1180,285,314,1560
16,2020-12-14,BULLOCH,1903,831,24,-,-,-,2,144,2531,699,784,3459
17,2020-12-14,BURKE,322,578,4,-,-,-,0,32,803,159,228,1063
18,2020-12-14,BUTTS,544,274,3,-,-,-,0,13,691,216,333,1037
19,2020-12-14,CALHOUN,72,174,3,-,-,-,0,9,220,59,79,308
20,2020-12-14,CAMDEN,1152,404,18,-,-,-,0,96,1445,380,413,1954
21,2020-12-14,CANDLER,306,118,0,-,-,-,0,80,376,163,131,587
22,2020-12-14,CARROLL,2622,970,22,-,-,-,2,307,2341,1033,2001,4649
23,2020-12-14,CATOOSA,1638,62,16,-,-,-,3,60,1444,794,1009,2513
24,2020-12-14,CHARLTON,268,160,5,-,-,-,0,102,328,327,330,760
25,2020-12-14,CHATHAM,4869,4585,232,-,-,-,17,793,8615,1776,2071,11479
26,2020-12-14,CHATTAHOOCHEE,1456,263,35,-,-,-,0,132,681,346,1287,2100
27,2020-12-14,CHATTOOGA,715,92,5,-,-,-,4,89,637,488,578,1304
28,2020-12-14,CHEROKEE,7264,548,105,-,-,-,6,1662,6116,2563,2708,10486
29,2020-12-14,CLARKE,4243,1368,273,-,-,-,5,899,4904,1602,1688,7491
30,2020-12-14,CLAY,27,82,0,-,-,-,1,4,107,22,21,132
31,2020-12-14,CLAYTON,1376,6386,372,-,-,-,8,1652,6360,3239,3369,11381
32,2020-12-14,CLINCH,233,147,0,-,-,-,1,20,370,123,114,504
33,2020-12-14,COBB,13626,7573,810,-,-,-,28,6391,17436,8520,6730,30557
34,2020-12-14,COFFEE,1365,859,9,-,-,-,2,334,1888,748,761,2983
35,2020-12-14,COLQUITT,1323,455,14,-,-,-,1,768,1327,594,292,2387
36,2020-12-14,COLUMBIA,3250,1303,159,-,-,-,5,237,4151,1471,1800,6188
37,2020-12-14,COOK,444,234,1,-,-,-,0,53,660,179,145,858
38,2020-12-14,COWETA,2297,918,35,-,-,-,2,377,2812,950,1013,4202
39,2020-12-14,CRAWFORD,137,85,0,-,-,-,0,2,207,49,62,271
40,2020-12-14,CRISP,288,368,8,-,-,-,1,40,601,157,181,822
41,2020-12-14,DADE,414,8,5,-,-,-,0,16,370,174,215,601
42,2020-12-14,DAWSON,1116,9,6,-,-,-,1,72,1041,199,218,1331
43,2020-12-14,DECATUR,650,603,2,-,-,-,1,131,1064,222,283,1478
