,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
139,2020-11-05,CLAY,26,80,0,-,-,-,1,4,105,17,15,124
43,2020-11-05,CLAYTON,998,4770,250,-,-,-,5,1272,4560,2710,2901,8733
39,2020-11-05,CLINCH,203,134,0,-,-,-,0,20,324,133,126,470
40,2020-11-05,COBB,10146,5874,583,-,-,-,20,5160,13128,6440,4775,23063
0,2020-11-05,COFFEE,1062,597,7,-,-,-,2,294,1371,702,705,2370
46,2020-11-05,COLQUITT,1173,417,11,-,-,-,1,743,1137,567,289,2169
13,2020-11-05,COLUMBIA,2311,905,111,-,-,-,3,170,2928,1288,1520,4618
103,2020-11-05,COOK,316,161,1,-,-,-,0,50,465,175,138,653
47,2020-11-05,COWETA,1536,693,22,-,-,-,1,306,1915,837,868,3089
105,2020-11-05,CRAWFORD,89,69,0,-,-,-,0,1,141,45,61,203
45,2020-11-05,CRISP,216,311,8,-,-,-,1,35,496,147,152,683
44,2020-11-05,DADE,264,7,5,-,-,-,0,15,226,134,169,410
135,2020-11-05,DAWSON,815,9,2,-,-,-,1,59,747,121,142,948
48,2020-11-05,DECATUR,605,526,2,-,-,-,1,122,949,205,268,1339
119,2020-11-05,DEKALB,5253,10200,1128,-,-,-,11,3311,12786,5946,6441,22538
115,2020-11-05,DODGE,378,233,2,-,-,-,0,8,556,53,102,666
49,2020-11-05,DOOLY,122,203,1,-,-,-,0,31,299,60,56,386
50,2020-11-05,DOUGHERTY,600,2424,16,-,-,-,0,76,2638,303,629,3343
132,2020-11-05,DOUGLAS,1411,2006,76,-,-,-,1,640,2957,869,766,4363
55,2020-11-05,EARLY,143,348,1,-,-,-,0,6,449,77,114,569
52,2020-11-05,ECHOLS,89,7,1,-,-,-,0,117,66,149,63,246
106,2020-11-05,EFFINGHAM,1234,339,12,-,-,-,0,88,1431,324,390,1909
21,2020-11-05,ELBERT,351,319,4,-,-,-,0,46,616,138,150,812
51,2020-11-05,EMANUEL,531,363,9,-,-,-,1,33,829,347,389,1251
53,2020-11-05,EVANS,213,127,1,-,-,-,0,72,298,151,122,492
137,2020-11-05,FANNIN,756,2,0,-,-,-,0,36,693,103,132,861
138,2020-11-05,FAYETTE,933,583,36,-,-,-,2,150,1291,714,827,2268
136,2020-11-05,FLOYD,2169,494,29,-,-,-,5,646,1970,1635,1716,4332
54,2020-11-05,FORSYTH,3391,173,188,-,-,-,3,799,2910,1328,1374,5083
101,2020-11-05,FRANKLIN,688,91,5,-,-,-,0,61,702,225,246,1009
14,2020-11-05,FULTON,10190,13039,668,-,-,-,26,3497,20109,8742,9059,32665
56,2020-11-05,GILMER,938,4,6,-,-,-,0,217,715,141,157,1089
59,2020-11-05,GLASCOCK,35,9,0,-,-,-,0,0,40,10,14,54
60,2020-11-05,GLYNN,2120,943,39,-,-,-,0,546,2689,764,631,3866
61,2020-11-05,GORDON,1453,90,29,-,-,-,6,566,1103,1029,938,2607
57,2020-11-05,GRADY,485,275,0,-,-,-,2,229,549,125,109,887
102,2020-11-05,GREENE,236,234,0,-,-,-,0,30,366,127,201,597
58,2020-11-05,GWINNETT,11888,5712,1706,-,-,-,28,8989,12769,12792,10368,32126
62,2020-11-05,HABERSHAM,1416,46,26,-,-,-,0,411,1125,453,405,1941
134,2020-11-05,HALL,6510,654,62,-,-,-,1,3576,5320,3934,2265,11161
111,2020-11-05,HANCOCK,75,279,0,-,-,-,0,3,316,67,102,421
65,2020-11-05,HARALSON,590,19,1,-,-,-,0,6,342,121,383,731
140,2020-11-05,HARRIS,530,217,6,-,-,-,0,28,672,125,178,878
114,2020-11-05,HART,355,135,9,-,-,-,1,39,449,121,133,621
66,2020-11-05,HEARD,179,41,0,-,-,-,0,2,190,34,62,254
10,2020-11-05,HENRY,1817,2874,120,-,-,-,9,415,3808,1825,2422,6645
141,2020-11-05,HOUSTON,1451,1232,46,-,-,-,4,198,2470,1120,1185,3853
63,2020-11-05,IRWIN,158,101,1,-,-,-,0,23,249,110,98,370
133,2020-11-05,JACKSON,1793,156,54,-,-,-,3,244,1710,610,662,2616
142,2020-11-05,JASPER,147,59,0,-,-,-,0,4,189,47,60,253
145,2020-11-05,JEFF DAVIS,536,78,4,-,-,-,0,109,516,200,193,818
19,2020-11-05,JEFFERSON,232,504,1,-,-,-,3,25,656,130,189,870
64,2020-11-05,JENKINS,209,222,1,-,-,-,0,23,397,45,57,477
144,2020-11-05,JOHNSON,247,172,0,-,-,-,0,6,376,22,59,441
143,2020-11-05,JONES,381,177,1,-,-,-,0,5,488,117,183,676
150,2020-11-05,LAMAR,236,129,1,-,-,-,1,5,322,86,126,453
68,2020-11-05,LANIER,122,61,0,-,-,-,0,33,178,140,112,323
69,2020-11-05,LAURENS,1075,855,10,-,-,-,2,31,1802,164,273,2106
151,2020-11-05,LEE,395,268,5,-,-,-,0,16,589,96,159,764
152,2020-11-05,LIBERTY,392,658,22,-,-,-,1,82,941,271,321,1344
126,2020-11-05,LINCOLN,95,81,0,-,-,-,0,2,148,74,100,250
67,2020-11-05,LONG,167,82,1,-,-,-,0,22,221,39,46,289
9,2020-11-05,LOWNDES,1645,1550,28,-,-,-,3,252,3100,1417,1291,4643
70,2020-11-05,LUMPKIN,938,19,4,-,-,-,0,43,913,126,131,1087
6,2020-11-05,MACON,54,129,1,-,-,-,0,24,185,79,54,263
104,2020-11-05,MADISON,504,87,6,-,-,-,0,87,495,256,271,853
146,2020-11-05,MARION,78,79,2,-,-,-,0,23,148,49,37,208
74,2020-11-05,MCDUFFIE,244,283,2,-,-,-,0,28,434,197,264,726
124,2020-11-05,MCINTOSH,167,130,0,-,-,-,0,3,279,29,44,326
71,2020-11-05,MERIWETHER,208,344,3,-,-,-,1,3,508,51,96,607
17,2020-11-05,MILLER,171,134,0,-,-,-,0,10,290,27,32,332
147,2020-11-05,MITCHELL,322,447,3,-,-,-,0,62,629,91,172,863
18,2020-11-05,MONROE,378,266,1,-,-,-,1,15,595,157,193,803
148,2020-11-05,MONTGOMERY,256,87,0,-,-,-,0,33,308,29,31,372
159,2020-11-05,MORGAN,270,184,0,-,-,-,1,8,367,98,178,553
125,2020-11-05,MURRAY,889,8,1,-,-,-,0,329,617,314,266,1212
72,2020-11-05,MUSCOGEE,2021,2854,71,-,-,-,8,440,4368,1570,1716,6524
149,2020-11-05,NEWTON,964,1306,13,-,-,-,3,223,1926,741,878,3027
73,2020-11-05,OCONEE,652,46,14,-,-,-,0,58,588,197,263,909
75,2020-11-05,OGLETHORPE,236,107,1,-,-,-,0,31,303,102,112,446
80,2020-11-05,PAULDING,1777,766,18,-,-,-,9,307,1596,825,1492,3395
76,2020-11-05,PEACH,236,389,4,-,-,-,0,41,559,201,230,830
7,2020-11-05,PICKENS,745,7,2,-,-,-,0,24,665,109,174,863
116,2020-11-05,PIERCE,472,91,0,-,-,-,0,33,521,148,157,711
112,2020-11-05,PIKE,280,44,1,-,-,-,0,15,298,81,93,406
153,2020-11-05,POLK,862,170,8,-,-,-,6,345,763,759,697,1805
12,2020-11-05,PULASKI,155,167,2,-,-,-,1,5,268,22,74,347
131,2020-11-05,PUTNAM,342,290,4,-,-,-,0,77,497,215,277,851
113,2020-11-05,QUITMAN,4,33,0,-,-,-,0,0,37,5,5,42
77,2020-11-05,RABUN,354,8,0,-,-,-,0,53,304,92,97,454
15,2020-11-05,RANDOLPH,63,197,1,-,-,-,1,5,281,79,55,341
78,2020-11-05,RICHMOND,2175,4275,71,-,-,-,2,255,5971,1855,2152,8378
79,2020-11-05,ROCKDALE,548,1170,27,-,-,-,1,273,1320,519,672,2265
81,2020-11-05,SCHLEY,61,44,1,-,-,-,0,2,107,9,6,115
82,2020-11-05,SCREVEN,170,200,6,-,-,-,0,8,358,83,93,459
87,2020-11-05,SEMINOLE,217,165,0,-,-,-,0,8,366,27,35,409
85,2020-11-05,SPALDING,772,565,12,-,-,-,1,84,1107,344,503,1694
155,2020-11-05,STEPHENS,955,133,9,-,-,-,0,24,1054,222,241,1319
86,2020-11-05,STEWART,49,131,4,-,-,-,0,299,180,388,93,572
11,2020-11-05,SUMTER,266,472,3,-,-,-,0,57,730,235,189,976
83,2020-11-05,TALBOT,53,115,0,-,-,-,0,0,163,20,25,188
84,2020-11-05,TALIAFERRO,11,19,0,-,-,-,0,1,28,1,2,31
88,2020-11-05,TATTNALL,487,144,1,-,-,-,0,128,529,339,314,971
156,2020-11-05,TAYLOR,89,117,0,-,-,-,1,3,211,38,31,245
94,2020-11-05,TELFAIR,303,125,1,-,-,-,1,32,367,76,107,506
157,2020-11-05,TERRELL,60,259,2,-,-,-,0,4,294,23,46,344
90,2020-11-05,THOMAS,759,787,9,-,-,-,2,59,1407,91,182,1648
91,2020-11-05,TIFT,904,570,12,-,-,-,1,303,1419,527,292,2014
93,2020-11-05,TOOMBS,606,273,7,-,-,-,2,160,861,656,523,1544
92,2020-11-05,TOWNS,418,4,4,-,-,-,1,16,402,55,64,482
89,2020-11-05,TREUTLEN,175,125,4,-,-,-,0,1,281,13,35,317
95,2020-11-05,TROUP,979,1467,14,-,-,-,1,96,2040,653,978,3114
128,2020-11-05,TURNER,114,167,4,-,-,-,0,12,274,66,65,351
96,2020-11-05,TWIGGS,50,145,1,-,-,-,0,3,172,34,55,230
123,2020-11-05,UNION,852,6,1,-,-,-,1,15,808,90,127,950
98,2020-11-05,UPSON,380,310,1,-,-,-,0,17,684,163,153,854
158,2020-11-05,WALKER,1322,104,12,-,-,-,1,65,1135,649,888,2088
23,2020-11-05,WALTON,1324,489,31,-,-,-,4,111,1587,608,758,2456
99,2020-11-05,WARE,799,535,8,-,-,-,1,75,1196,448,520,1791
108,2020-11-05,WARREN,31,108,0,-,-,-,0,1,127,32,43,171
160,2020-11-05,WASHINGTON,258,404,0,-,-,-,0,16,567,203,282,865
161,2020-11-05,WAYNE,610,158,6,-,-,-,1,48,692,521,556,1296
118,2020-11-05,WEBSTER,14,29,0,-,-,-,0,0,43,1,1,44
154,2020-11-05,WHEELER,148,71,2,-,-,-,0,6,205,148,158,369
16,2020-11-05,WHITE,918,20,1,-,-,-,0,17,871,114,165,1053
97,2020-11-05,WHITFIELD,3799,161,42,-,-,-,0,2886,1786,2093,1423,6095
8,2020-11-05,WILCOX,132,113,1,-,-,-,0,6,229,16,27,262
100,2020-11-05,WILKES,142,143,0,-,-,-,0,24,262,43,42,328
109,2020-11-05,WILKINSON,143,171,0,-,-,-,0,4,282,69,97,383
120,2020-11-05,WORTH,283,292,1,-,-,-,0,9,537,38,68,614
