,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
22,2020-12-20,APPLING,724,246,7,-,-,-,2,120,810,381,430,1360
25,2020-12-20,ATKINSON,288,100,0,-,-,-,0,161,307,196,116,584
23,2020-12-20,BACON,458,100,4,-,-,-,0,110,512,164,104,726
24,2020-12-20,BAKER,54,55,0,-,-,-,0,11,91,10,17,119
1,2020-12-20,BALDWIN,1328,830,22,-,-,-,1,74,1928,544,723,2725
27,2020-12-20,BANKS,775,28,9,-,-,-,1,61,707,215,260,1028
31,2020-12-20,BARROW,2485,497,121,-,-,-,2,494,2523,1071,1159,4176
32,2020-12-20,BARTOW,3322,533,48,-,-,-,7,623,2963,1793,2117,5703
29,2020-12-20,BEN HILL,508,333,4,-,-,-,0,60,798,280,267,1125
111,2020-12-20,BERRIEN,506,94,0,-,-,-,2,45,582,114,89,716
0,2020-12-20,BIBB,2292,4852,98,-,-,-,0,197,6705,1282,1622,8524
28,2020-12-20,BLECKLEY,388,182,3,-,-,-,0,22,515,32,68,605
30,2020-12-20,BRANTLEY,476,24,1,-,-,-,0,6,479,110,126,611
129,2020-12-20,BROOKS,231,318,1,-,-,-,0,54,477,176,195,726
127,2020-12-20,BRYAN,1056,257,18,-,-,-,3,73,1235,299,325,1633
37,2020-12-20,BULLOCH,1953,854,25,-,-,-,2,147,2620,720,787,3554
126,2020-12-20,BURKE,337,590,4,-,-,-,0,34,832,171,236,1102
33,2020-12-20,BUTTS,617,282,3,-,-,-,0,14,756,239,371,1141
132,2020-12-20,CALHOUN,66,175,2,-,-,-,0,5,220,56,74,299
115,2020-12-20,CAMDEN,1216,414,19,-,-,-,0,98,1512,385,424,2034
34,2020-12-20,CANDLER,310,119,2,-,-,-,0,80,384,163,130,594
102,2020-12-20,CARROLL,2739,1011,24,-,-,-,2,314,2512,1082,2032,4858
35,2020-12-20,CATOOSA,1811,63,19,-,-,-,3,63,1614,943,1162,2839
38,2020-12-20,CHARLTON,285,171,5,-,-,-,0,105,351,329,334,790
36,2020-12-20,CHATHAM,5095,4784,244,-,-,-,17,823,9009,1821,2129,11961
43,2020-12-20,CHATTAHOOCHEE,1470,270,35,-,-,-,0,133,686,354,1310,2129
39,2020-12-20,CHATTOOGA,769,101,5,-,-,-,3,91,696,516,607,1394
133,2020-12-20,CHEROKEE,7817,585,114,-,-,-,6,1739,6619,2715,2879,11237
3,2020-12-20,CLARKE,4423,1488,286,-,-,-,4,948,5176,1665,1742,7866
134,2020-12-20,CLAY,32,82,0,-,-,-,1,5,108,23,25,138
44,2020-12-20,CLAYTON,1466,6748,393,-,-,-,8,1739,6771,3402,3507,12017
40,2020-12-20,CLINCH,241,147,3,-,-,-,1,20,379,120,113,512
