,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
146,2020-12-19,LAMAR,368,199,2,-,-,-,1,9,513,160,208,730
70,2020-12-19,LANIER,164,84,0,-,-,-,0,35,239,133,107,381
67,2020-12-19,LAURENS,1354,1024,14,-,-,-,2,37,2204,167,320,2561
143,2020-12-19,LEE,503,328,5,-,-,-,1,25,760,158,210,995
153,2020-12-19,LIBERTY,549,846,24,-,-,-,1,123,1201,310,406,1730
124,2020-12-19,LINCOLN,142,111,0,-,-,-,0,3,225,64,89,317
68,2020-12-19,LONG,232,103,2,-,-,-,0,28,300,73,82,410
6,2020-12-19,LOWNDES,2279,2096,53,-,-,-,4,353,4207,1457,1329,5889
66,2020-12-19,LUMPKIN,1423,29,5,-,-,-,1,56,1413,238,227,1696
5,2020-12-19,MACON,74,172,1,-,-,-,0,25,242,95,75,342
99,2020-12-19,MADISON,923,166,10,-,-,-,0,114,871,337,451,1436
150,2020-12-19,MARION,97,91,2,-,-,-,0,24,182,56,40,246
71,2020-12-19,MCDUFFIE,355,401,2,-,-,-,0,39,646,170,243,928
123,2020-12-19,MCINTOSH,219,170,0,-,-,-,0,4,366,46,65,435
75,2020-12-19,MERIWETHER,280,400,3,-,-,-,1,9,622,91,144,775
14,2020-12-19,MILLER,201,160,1,-,-,-,0,14,349,48,47,410
149,2020-12-19,MITCHELL,374,552,3,-,-,-,0,69,809,122,173,1051
11,2020-12-19,MONROE,577,357,4,-,-,-,3,20,873,204,252,1145
151,2020-12-19,MONTGOMERY,307,109,0,-,-,-,0,41,379,52,48,468
159,2020-12-19,MORGAN,389,217,1,-,-,-,1,12,504,114,206,722
126,2020-12-19,MURRAY,1800,18,3,-,-,-,0,470,1407,570,514,2391
72,2020-12-19,MUSCOGEE,2643,3599,104,-,-,-,9,525,5629,1880,2081,8235
152,2020-12-19,NEWTON,1450,2076,22,-,-,-,3,291,2989,777,1048,4328
73,2020-12-19,OCONEE,1059,71,24,-,-,-,0,88,974,293,385,1447
74,2020-12-19,OGLETHORPE,365,154,1,-,-,-,0,40,442,135,173,655
76,2020-12-19,PAULDING,3022,1105,28,-,-,-,13,413,2869,1324,2210,5492
79,2020-12-19,PEACH,370,497,4,-,-,-,0,58,795,242,260,1113
7,2020-12-19,PICKENS,1190,15,2,-,-,-,1,46,1047,169,284,1377
119,2020-12-19,PIERCE,572,108,1,-,-,-,0,36,632,153,166,834
111,2020-12-19,PIKE,414,55,1,-,-,-,0,17,432,116,137,586
148,2020-12-19,POLK,1274,243,10,-,-,-,6,381,1211,831,772,2364
17,2020-12-19,PULASKI,200,195,4,-,-,-,1,5,329,22,88,422
128,2020-12-19,PUTNAM,491,352,4,-,-,-,0,82,679,232,318,1079
112,2020-12-19,QUITMAN,7,34,0,-,-,-,0,0,41,7,7,48
81,2020-12-19,RABUN,741,12,1,-,-,-,0,84,643,162,189,916
21,2020-12-19,RANDOLPH,69,212,1,-,-,-,1,4,300,69,48,352
80,2020-12-19,RICHMOND,3377,6189,122,-,-,-,4,366,8796,2135,2665,11827
77,2020-12-19,ROCKDALE,814,1828,46,-,-,-,6,366,2179,646,795,3340
78,2020-12-19,SCHLEY,82,51,1,-,-,-,0,3,130,18,19,152
87,2020-12-19,SCREVEN,187,226,6,-,-,-,0,8,407,88,92,507
85,2020-12-19,SEMINOLE,304,203,0,-,-,-,0,9,486,38,50,545
84,2020-12-19,SPALDING,1069,788,14,-,-,-,1,103,1556,545,758,2417
155,2020-12-19,STEPHENS,1522,190,13,-,-,-,0,34,1621,294,364,2019
82,2020-12-19,STEWART,52,140,4,-,-,-,0,299,193,404,108,600
8,2020-12-19,SUMTER,362,614,5,-,-,-,1,64,945,260,233,1242
83,2020-12-19,TALBOT,59,134,0,-,-,-,0,0,191,35,37,228
86,2020-12-19,TALIAFERRO,12,30,0,-,-,-,0,1,40,2,3,44
92,2020-12-19,TATTNALL,602,180,1,-,-,-,0,154,658,404,375,1187
154,2020-12-19,TAYLOR,114,157,3,-,-,-,1,5,276,52,46,327
91,2020-12-19,TELFAIR,329,150,1,-,-,-,1,33,421,79,106,560
156,2020-12-19,TERRELL,73,322,3,-,-,-,1,5,372,34,56,433
89,2020-12-19,THOMAS,967,1025,11,-,-,-,3,83,1836,163,250,2169
90,2020-12-19,TIFT,1287,822,14,-,-,-,1,393,2014,623,340,2747
88,2020-12-19,TOOMBS,810,383,9,-,-,-,3,185,1154,716,582,1921
94,2020-12-19,TOWNS,603,4,4,-,-,-,1,18,579,80,95,692
98,2020-12-19,TREUTLEN,197,150,4,-,-,-,0,1,328,23,45,374
97,2020-12-19,TROUP,1330,1729,17,-,-,-,4,118,2531,755,1186,3835
131,2020-12-19,TURNER,160,204,4,-,-,-,0,14,366,79,67,447
95,2020-12-19,TWIGGS,90,186,1,-,-,-,0,4,250,49,72,326
125,2020-12-19,UNION,1147,6,7,-,-,-,0,23,1096,134,175,1294
96,2020-12-19,UPSON,501,389,4,-,-,-,0,19,871,190,194,1084
158,2020-12-19,WALKER,2213,151,15,-,-,-,4,88,1974,1171,1492,3554
19,2020-12-19,WALTON,2233,767,51,-,-,-,4,162,2711,912,1094,3967
93,2020-12-19,WARE,978,606,10,-,-,-,1,84,1420,466,557,2061
114,2020-12-19,WARREN,46,133,0,-,-,-,0,3,166,32,42,211
160,2020-12-19,WASHINGTON,370,550,0,-,-,-,0,18,806,190,286,1110
161,2020-12-19,WAYNE,854,232,9,-,-,-,0,60,1000,608,643,1703
116,2020-12-19,WEBSTER,18,38,0,-,-,-,0,0,55,1,2,57
157,2020-12-19,WHEELER,152,77,2,-,-,-,0,7,214,147,157,378
20,2020-12-19,WHITE,1540,28,2,-,-,-,0,35,1482,250,303,1820
102,2020-12-19,WHITFIELD,6104,311,71,-,-,-,4,3985,3591,3692,2606,10182
15,2020-12-19,WILCOX,182,132,1,-,-,-,0,7,291,45,62,360
100,2020-12-19,WILKES,184,209,0,-,-,-,0,26,360,48,55,441
110,2020-12-19,WILKINSON,199,220,0,-,-,-,0,5,379,73,108,492
117,2020-12-19,WORTH,378,343,1,-,-,-,0,11,685,83,109,805
