,datestamp,county,wh,bl,as,ai_an,nh_pi,two_plus,oth,his,nonhis,unk,unk,cum
143,2020-12-17,LEE,499,325,5,-,-,-,1,25,753,151,203,981
153,2020-12-17,LIBERTY,542,840,23,-,-,-,1,123,1191,308,400,1714
124,2020-12-17,LINCOLN,139,111,0,-,-,-,0,3,222,64,89,314
68,2020-12-17,LONG,223,102,2,-,-,-,0,28,293,68,74,395
6,2020-12-17,LOWNDES,2260,2080,53,-,-,-,4,351,4178,1447,1315,5844
66,2020-12-17,LUMPKIN,1391,29,5,-,-,-,1,56,1377,230,223,1656
5,2020-12-17,MACON,73,170,1,-,-,-,0,25,240,94,73,338
99,2020-12-17,MADISON,898,164,10,-,-,-,0,114,856,329,431,1401
150,2020-12-17,MARION,96,91,2,-,-,-,0,24,180,55,40,244
71,2020-12-17,MCDUFFIE,352,398,2,-,-,-,0,39,640,170,243,922
123,2020-12-17,MCINTOSH,217,168,0,-,-,-,0,4,362,45,64,430
75,2020-12-17,MERIWETHER,273,394,3,-,-,-,1,9,612,90,140,761
14,2020-12-17,MILLER,199,156,1,-,-,-,0,13,343,46,46,402
149,2020-12-17,MITCHELL,371,544,3,-,-,-,0,68,799,118,169,1036
11,2020-12-17,MONROE,565,354,4,-,-,-,3,19,859,200,248,1126
151,2020-12-17,MONTGOMERY,301,108,0,-,-,-,0,41,372,46,42,455
159,2020-12-17,MORGAN,382,217,1,-,-,-,1,12,497,111,203,712
126,2020-12-17,MURRAY,1770,17,3,-,-,-,0,465,1381,557,501,2347
72,2020-12-17,MUSCOGEE,2604,3575,103,-,-,-,9,517,5576,1840,2038,8131
152,2020-12-17,NEWTON,1436,2047,22,-,-,-,3,288,2953,756,1023,4264
73,2020-12-17,OCONEE,1020,70,24,-,-,-,0,84,941,282,371,1396
74,2020-12-17,OGLETHORPE,358,153,1,-,-,-,0,40,438,133,167,645
76,2020-12-17,PAULDING,2967,1097,28,-,-,-,13,409,2820,1290,2166,5395
79,2020-12-17,PEACH,365,496,4,-,-,-,0,58,790,237,254,1102
7,2020-12-17,PICKENS,1174,15,2,-,-,-,0,45,1034,167,279,1358
119,2020-12-17,PIERCE,567,108,1,-,-,-,0,36,627,152,165,828
111,2020-12-17,PIKE,409,54,1,-,-,-,0,17,425,114,136,578
148,2020-12-17,POLK,1241,238,9,-,-,-,6,378,1177,825,764,2319
17,2020-12-17,PULASKI,199,194,4,-,-,-,1,5,327,22,88,420
128,2020-12-17,PUTNAM,483,350,4,-,-,-,0,82,675,228,308,1065
112,2020-12-17,QUITMAN,7,34,0,-,-,-,0,0,41,7,7,48
81,2020-12-17,RABUN,726,12,1,-,-,-,0,79,631,154,183,893
21,2020-12-17,RANDOLPH,68,212,1,-,-,-,1,4,299,68,47,350
80,2020-12-17,RICHMOND,3331,6111,121,-,-,-,4,363,8694,2106,2616,11673
77,2020-12-17,ROCKDALE,804,1802,45,-,-,-,5,361,2149,637,783,3293
78,2020-12-17,SCHLEY,82,51,1,-,-,-,0,3,130,17,18,151
87,2020-12-17,SCREVEN,187,225,6,-,-,-,0,8,406,87,91,505
85,2020-12-17,SEMINOLE,302,203,0,-,-,-,0,8,484,37,50,542
84,2020-12-17,SPALDING,1059,776,14,-,-,-,1,102,1537,529,740,2379
155,2020-12-17,STEPHENS,1496,189,13,-,-,-,0,34,1599,291,356,1989
82,2020-12-17,STEWART,52,140,4,-,-,-,0,299,193,404,108,600
8,2020-12-17,SUMTER,358,609,5,-,-,-,1,64,937,258,230,1231
83,2020-12-17,TALBOT,59,134,0,-,-,-,0,0,191,34,36,227
86,2020-12-17,TALIAFERRO,12,30,0,-,-,-,0,1,40,2,3,44
92,2020-12-17,TATTNALL,600,177,1,-,-,-,0,154,653,400,371,1178
154,2020-12-17,TAYLOR,113,157,2,-,-,-,1,5,274,52,46,325
91,2020-12-17,TELFAIR,329,149,1,-,-,-,1,33,420,78,105,558
156,2020-12-17,TERRELL,73,317,3,-,-,-,1,5,367,34,56,428
89,2020-12-17,THOMAS,947,1018,11,-,-,-,2,81,1811,159,245,2137
90,2020-12-17,TIFT,1278,814,14,-,-,-,1,392,1998,620,337,2727
88,2020-12-17,TOOMBS,799,378,9,-,-,-,3,185,1139,702,567,1891
94,2020-12-17,TOWNS,593,4,4,-,-,-,1,18,569,77,92,679
98,2020-12-17,TREUTLEN,194,148,4,-,-,-,0,1,323,23,45,369
96,2020-12-17,TROUP,1314,1719,17,-,-,-,4,117,2513,743,1167,3797
131,2020-12-17,TURNER,157,203,4,-,-,-,0,14,362,79,67,443
97,2020-12-17,TWIGGS,87,184,1,-,-,-,0,4,245,46,69,318
125,2020-12-17,UNION,1127,6,7,-,-,-,0,23,1076,129,170,1269
95,2020-12-17,UPSON,494,387,4,-,-,-,0,18,860,186,193,1071
158,2020-12-17,WALKER,2205,149,15,-,-,-,4,87,1966,1167,1487,3540
19,2020-12-17,WALTON,2187,757,51,-,-,-,4,160,2659,880,1060,3879
93,2020-12-17,WARE,970,605,10,-,-,-,1,84,1410,462,554,2048
114,2020-12-17,WARREN,46,133,0,-,-,-,0,3,166,31,41,210
160,2020-12-17,WASHINGTON,368,547,0,-,-,-,0,18,802,185,280,1100
161,2020-12-17,WAYNE,840,232,9,-,-,-,0,60,987,596,630,1677
116,2020-12-17,WEBSTER,17,37,0,-,-,-,0,0,53,1,2,55
157,2020-12-17,WHEELER,152,77,2,-,-,-,0,7,214,147,157,378
20,2020-12-17,WHITE,1509,28,2,-,-,-,0,35,1453,239,290,1778
102,2020-12-17,WHITFIELD,6039,307,69,-,-,-,4,3963,3539,3653,2570,10072
15,2020-12-17,WILCOX,181,132,1,-,-,-,0,7,289,43,61,357
100,2020-12-17,WILKES,183,204,0,-,-,-,0,26,354,48,55,435
110,2020-12-17,WILKINSON,197,218,0,-,-,-,0,5,377,70,103,485
117,2020-12-17,WORTH,374,336,1,-,-,-,0,10,676,74,99,785
